year,code,name,ASAL,cum_90_MarMay,cum_95_MarMay,cum_99_MarMay,days_90_MarMay,days_95_MarMay,days_99_MarMay,cum_90_MarAug,cum_95_MarAug,cum_99_MarAug,days_90_MarAug,days_95_MarAug,days_99_MarAug,cum_90_OctDec,cum_95_OctDec,cum_99_OctDec,days_90_OctDec,days_95_OctDec,days_99_OctDec
2013,51382,-999,0,128.7,49.5,17,4.8,1.5,0.4,306.3,166.6,44.1,10.4,4.6,0.9,107.6,73.1,4.7,3.6,2.1,0.1
2014,51382,-999,0,116.8,88.9,23.5,3.6,2.3,0.5,354.6,261.8,98.4,10.7,6.9,2,52.1,37.8,0,1.8,1.2,0
2015,51382,-999,0,126.5,46.3,0,4.9,1.5,0,280.3,131.6,17.9,9.9,3.8,0.2,107.6,66,23.1,3.5,1.8,0.4
2016,51382,-999,0,48,17.9,0,1.9,0.6,0,182.8,105.2,0,6.7,3.4,0,108.1,83.1,12,3.6,2.6,0.3
2017,51382,-999,0,75.6,40.7,0,2.7,1.4,0,167.5,83.7,19,5.7,2.4,0.4,29.3,13.7,6.1,1.1,0.4,0.2
1981,51385,-999,0,149.2,73.7,14.3,4.1,1.7,0.3,172.6,81.8,14.3,4.8,1.9,0.3,2.1,0,0,0.1,0,0
1982,51385,-999,0,191.8,88.3,15.1,5.4,2.1,0.3,250.6,118.7,19.3,7.1,2.9,0.4,150,93.2,3.4,4.1,2.3,0
1983,51385,-999,0,125.2,76.6,11.6,3.2,1.7,0.2,239.6,138.6,39.4,6.2,2.9,0.6,94.2,56.8,13.6,2.4,1.2,0.2
1984,51385,-999,0,24.7,11,0,0.7,0.3,0,73.6,52.5,8,1.8,1.1,0.1,48.4,25.7,8.9,1.2,0.5,0.2
1985,51385,-999,0,224.7,116.5,21.9,6.1,2.6,0.3,346.4,183.9,27.6,9.5,4.2,0.5,8.5,0,0,0.3,0,0
1986,51385,-999,0,30.2,0,0,1,0,0,123,54.9,9.4,3.4,1.2,0.2,10.4,8.1,0,0.3,0.2,0
1987,51385,-999,0,98.1,44.7,0,3,1.1,0,134.9,69.9,0,3.9,1.7,0,100.4,68.3,17.4,2.5,1.5,0.3
1988,51385,-999,0,81,41.7,11.6,2.2,0.9,0.2,138,61,11.6,4.1,1.5,0.2,46.6,12.6,0,1.4,0.3,0
1989,51385,-999,0,130.8,60.5,20.5,3.5,1.3,0.4,254.7,127.6,38.3,6.9,2.8,0.7,113.8,64.2,27.7,2.8,1.3,0.4
1990,51385,-999,0,129.5,115.3,84.5,2.5,2,1.3,232.3,193.4,117.2,4.8,3.5,1.7,150.1,142.8,68.3,3,2.8,1.2
1991,51385,-999,0,85.1,26.8,0,2.5,0.7,0,275.9,139.9,64.1,6.9,2.6,0.8,33.3,1.8,0,1,0,0
1992,51385,-999,0,159,80,21.6,4.2,1.7,0.3,296.6,148.1,41,7.9,3.1,0.6,22.5,0,0,0.7,0,0
1993,51385,-999,0,72.1,6.3,0,2.3,0.2,0,136.1,15.6,0,4.4,0.4,0,11.5,5.8,0,0.4,0.2,0
1994,51385,-999,0,190,158.1,50.4,4.3,3.2,0.8,372.1,261.2,66.8,9.2,5.5,1.1,71.9,32.9,0,2,0.8,0
1995,51385,-999,0,139.1,97.5,8.7,3.7,2.2,0.2,228,150,24.9,5.9,3.3,0.4,116.6,83.9,28.2,2.8,1.8,0.4
1996,51385,-999,0,189,93.4,11.9,5.2,2.2,0.2,298.7,141.7,11.9,8.4,3.4,0.2,24.4,4.3,0,0.7,0.1,0
1997,51385,-999,0,117.8,61.9,18.4,3.1,1.3,0.3,335.8,186.5,31.6,9.2,4.2,0.5,121.8,73.6,3.4,3.3,1.7,0.1
1998,51385,-999,0,59.3,16,0,1.8,0.4,0,217,98.3,28.1,6,2.2,0.5,113.3,89,22,2.7,1.9,0.4
1999,51385,-999,0,15.9,5.9,5.9,0.5,0.1,0.1,178.2,113.8,27.4,4.6,2.5,0.5,170.7,132.6,71.4,3.6,2.4,1
2000,51385,-999,0,92,46.8,5,2.5,1.1,0.1,257.9,151.5,14.7,6.9,3.5,0.3,51.8,33.8,9,1.3,0.7,0.1
2001,51385,-999,0,141.8,73,8.8,3.9,1.7,0.2,283.3,153.1,8.8,7.8,3.6,0.2,158.1,95,25.1,4.1,2.1,0.4
2002,51385,-999,0,174.1,142,51.8,3.9,2.9,0.8,302.9,234.2,97.7,7,4.8,1.6,138.5,107.5,67.8,2.9,1.9,1
2003,51385,-999,0,286.1,171.3,8.7,7.9,4.2,0.2,455.2,277.7,35.9,12.1,6.5,0.6,53.4,19.2,8.7,1.5,0.4,0.1
2004,51385,-999,0,164,60.3,0,4.8,1.5,0,344,211.1,71,8.8,4.5,1.1,102.3,71.4,7.3,2.5,1.5,0.1
2005,51385,-999,0,111.3,42.1,0,3.3,1.1,0,289.3,187.3,103,6.8,3.4,1.4,70.9,65.9,51.3,1.4,1.2,0.8
2006,51385,-999,0,129.7,63.6,3.2,3.7,1.6,0,231.7,141.4,18.2,6.2,3.2,0.3,320.4,230.6,57.1,7.8,4.9,0.9
2007,51385,-999,0,229.2,143.4,40.6,6,3.2,0.8,424.9,273,81.2,11,6,1.5,18.9,8.5,0,0.6,0.2,0
2008,51385,-999,0,45.1,30.9,3.7,1.2,0.7,0.1,181.7,110.4,42.5,4.6,2.3,0.6,169.3,98.1,16.6,4.4,2.2,0.3
2009,51385,-999,0,246.3,156.7,12.7,6.5,3.6,0.2,353.6,261.9,105.7,7.9,5,1.3,147.1,118.9,56.2,3.1,2.2,0.8
2010,51385,-999,0,183.3,128.2,39.5,4.5,2.7,0.6,345.6,218.6,62.8,8.8,4.8,1,35.6,16.3,0,1,0.4,0
2011,51385,-999,0,170,126.9,89.2,3.7,2.3,1.4,289,167.9,89.2,7.4,3.4,1.4,201.9,157.1,128.5,3.9,2.4,1.7
2012,51385,-999,0,244.1,139.6,4.6,6.6,3.3,0.1,345.1,187.9,4.6,9.6,4.5,0.1,191.8,125.1,46,4.8,2.6,0.7
2013,51385,-999,0,104.5,59.2,12.2,2.8,1.3,0.2,200.1,114.9,16.4,5.5,2.6,0.3,95.6,50.5,2.6,2.7,1.2,0
2014,51385,-999,0,96.1,65,0,2.7,1.7,0,268.1,181.8,68.6,6.5,3.7,0.9,99.2,63.6,23.1,2.5,1.3,0.4
2015,51385,-999,0,110,40.2,3.8,3.1,1,0.1,247.2,121.5,12.6,6.7,2.7,0.2,90.3,66.6,35.5,2.1,1.3,0.5
2016,51385,-999,0,31.9,0,0,1,0,0,121.1,21.2,0,3.8,0.6,0,102.2,39,0,2.9,1.1,0
2017,51385,-999,0,52.3,35,17.3,1.3,0.6,0.3,165.3,125.2,48,3.8,2.4,0.7,43.2,41,0,1,1,0
1981,51386,-999,0,177,78.1,6.2,5.6,2.1,0.1,199,80.4,6.2,6.5,2.2,0.1,0,0,0,0,0,0
1982,51386,-999,0,134.8,79.5,20.1,3.9,1.9,0.3,189.5,111.2,23.6,5.7,2.7,0.4,154.6,89.7,8.6,4.6,2.1,0.2
1983,51386,-999,0,107.4,65.9,20.4,2.9,1.5,0.3,159.8,84.9,23.7,4.7,2.1,0.4,110.4,81.5,32.8,2.9,1.8,0.6
1984,51386,-999,0,7.4,6,0,0.2,0.2,0,21.9,10,0,0.8,0.3,0,54.2,26.3,2.5,1.7,0.7,0.1
1985,51386,-999,0,200.2,122.3,38.3,5.8,2.9,0.6,284.5,175.2,44.8,8.5,4.4,0.7,17.2,5.5,0,0.6,0.1,0
1986,51386,-999,0,97.4,56.3,35.2,2.5,1.1,0.5,161.4,96.1,41.5,4.6,2.2,0.7,54.8,29.5,0,1.7,0.8,0
1987,51386,-999,0,101.6,65.7,21.3,2.7,1.4,0.3,153.4,84.8,24,4.4,2,0.3,19.8,8.1,0,0.6,0.2,0
1988,51386,-999,0,170.6,118.3,45.7,4.5,2.5,0.7,244.5,171.3,54.2,6.6,3.9,0.9,38,21.7,2.7,1.2,0.6,0.1
1989,51386,-999,0,149.2,80.4,6.3,4.5,1.9,0.1,214.3,116.8,6.3,6.6,2.9,0.1,77.3,42.9,27.8,2.2,0.9,0.5
1990,51386,-999,0,164.7,92.2,10.4,5,2.4,0.1,214.2,128.8,22.5,6.4,3.4,0.4,68.6,42.9,20.2,1.9,0.9,0.4
1991,51386,-999,0,173.6,134.4,66.8,3.9,2.5,0.8,250.7,188.2,74.9,6.2,3.9,0.9,99.5,62.7,41.9,2.4,1,0.6
1992,51386,-999,0,149,91.8,37.6,4,1.9,0.7,218.5,124.9,40.4,6.5,3,0.7,72.8,27.7,3.5,2.4,0.7,0.1
1993,51386,-999,0,55.9,33.1,0,1.6,0.7,0,121.8,89.5,22.3,3.3,2.1,0.4,5.4,1.9,0,0.2,0.1,0
1994,51386,-999,0,126.9,63.7,30.6,3.8,1.4,0.5,206.4,105.2,33,6.5,2.7,0.6,82.7,41.3,0,2.5,1,0
1995,51386,-999,0,217.9,156.1,54.6,5.8,3.5,0.8,295.4,200.4,59.6,8.4,4.8,0.9,74.3,43.5,19.3,2.2,1,0.4
1996,51386,-999,0,107.9,76.8,45.1,2.7,1.5,0.7,260.5,182.5,84.8,7.2,4.1,1.5,34,17.6,2.2,1.1,0.5,0.1
1997,51386,-999,0,190.5,140,22,5,3.2,0.4,329.5,238.4,64.4,8.9,5.5,1.2,153.4,92.5,27.2,4.2,1.9,0.3
1998,51386,-999,0,211.2,136.9,19.7,5.8,3.1,0.4,308.7,211.5,61.9,8.2,4.7,1,18.2,13,3.6,0.5,0.3,0
1999,51386,-999,0,46.6,34.5,12.9,1.1,0.7,0.1,124.8,90.8,35.2,3.4,2.1,0.6,97.6,69.4,33.9,2.4,1.3,0.4
2000,51386,-999,0,26.6,16,3.4,0.7,0.3,0,71.2,31.9,5.1,2.2,0.8,0.1,57.7,16.7,0,1.9,0.4,0
2001,51386,-999,0,138.5,66.7,11.8,4.4,1.7,0.2,243.3,142.8,24.8,7.5,3.8,0.5,98.6,70.1,40.8,2.6,1.4,0.6
2002,51386,-999,0,271.3,189.4,46.4,7.3,4.5,0.7,302.6,209.6,53.4,8.3,5,0.8,191.6,138.7,74,4.8,2.9,1.1
2003,51386,-999,0,246.1,145.7,35.9,7.1,3.4,0.7,366.7,217.1,51.8,10.8,5.3,1,31.9,17.8,0,1,0.5,0
2004,51386,-999,0,213.2,140.9,44.9,5.9,3.3,0.7,243.7,159.2,49.8,6.9,3.8,0.8,45.2,18.1,8.3,1.4,0.4,0.1
2005,51386,-999,0,179.5,127.4,30.9,5,3.1,0.5,258.6,172.4,53,7.3,4.1,0.9,13.8,6.9,2.3,0.4,0.2,0
2006,51386,-999,0,189.9,136.4,47.2,5.1,3,0.8,235.6,157,47.2,6.7,3.6,0.8,169.3,94.9,30.6,5,2.3,0.5
2007,51386,-999,0,171.4,129.5,66,3.9,2.4,0.9,273.8,200.3,85.7,6.9,4.1,1.2,8.3,5.8,5.8,0.2,0.1,0.1
2008,51386,-999,0,47.8,27.3,7.9,1.3,0.6,0.1,70.4,38,7.9,2.1,0.9,0.1,97.8,47.5,9.5,3.1,1.2,0.2
2009,51386,-999,0,161.1,101.5,16.4,4.9,2.5,0.3,181.9,111.4,16.4,5.6,2.8,0.3,100.9,58.7,8.6,3.2,1.6,0.1
2010,51386,-999,0,292.5,203.3,71.4,7.7,4.4,1.1,337.1,226.4,83.5,9.1,4.9,1.3,40.5,9.5,0,1.5,0.2,0
2011,51386,-999,0,118,76.8,14.9,3.6,2,0.4,227.7,143.1,25.7,7,3.7,0.6,217.2,172.8,53.9,5.6,3.9,0.9
2012,51386,-999,0,264.1,155.1,10.9,7.8,3.9,0.2,333.6,204.1,14.5,9.9,5.2,0.2,157.3,131,63,3.7,2.6,0.9
2013,51386,-999,0,237,109,6.2,7.4,2.8,0.1,320,138.1,8.6,10.3,3.6,0.2,117.7,69.5,20.9,3.6,1.7,0.3
2014,51386,-999,0,95.2,81.2,43.2,2.2,1.8,0.8,183.3,139.2,62.6,4.8,3.1,1.2,97.6,60,19,2.8,1.4,0.2
2015,51386,-999,0,144,86.8,12.1,4.2,2.1,0.2,191.2,110,12.1,5.7,2.8,0.2,172.2,118.9,41.7,4.7,2.7,0.6
2016,51386,-999,0,55.7,24.4,0,1.9,0.7,0,177.8,74.4,0,5.8,2,0,186.7,172.2,132,3.4,2.9,1.8
2017,51386,-999,0,30.5,26.9,4.3,0.9,0.7,0.1,145.4,109.1,43.7,4.2,2.8,0.9,27.6,7.3,0,1,0.2,0
1981,51391,-999,0,105.1,55.7,5.7,3.8,1.7,0.2,127.7,65.9,5.7,4.8,2.1,0.2,45.6,28.5,0,1.7,1,0
1982,51391,-999,0,163.3,99.3,54.8,5.3,2.7,1.4,198.5,122.3,59.8,6.5,3.3,1.5,149.3,70.7,5.9,5.8,2.4,0.2
1983,51391,-999,0,160.6,77.7,5.7,6,2.5,0.2,241.6,120.6,5.7,8.9,3.7,0.2,82.3,58.7,9.9,2.7,1.8,0.2
1984,51391,-999,0,93.3,74.7,21.8,3,2.3,0.6,121.9,79.5,21.8,4.1,2.4,0.6,98.9,84.9,49.7,2.7,2.2,1
1985,51391,-999,0,173.8,83.2,23.5,6.5,2.6,0.5,291.4,178.1,43.9,10.3,5.5,1,36.7,14.6,0,1.5,0.6,0
1986,51391,-999,0,80.4,15.5,0,3.5,0.6,0,170.8,72.2,14.6,6.5,2.2,0.3,17.2,0,0,0.8,0,0
1987,51391,-999,0,83.2,37.4,0,3.3,1.2,0,155.4,93,0,5.8,3,0,87.5,53.4,11.3,3.1,1.6,0.3
1988,51391,-999,0,92.2,50.1,9.6,3.4,1.6,0.2,193.9,103.6,37.3,7.1,3,0.9,50.4,17.9,5.6,2,0.6,0.2
1989,51391,-999,0,121.9,46.8,42.9,4.4,1.2,1,230.4,123.3,103.2,7.6,3,2.3,89.5,47.4,0,3,1.3,0
1990,51391,-999,0,96.6,60.5,44.3,3.1,1.5,0.9,187,94.2,55.6,6.7,2.6,1.1,79,63.8,11.2,2.4,1.8,0.2
1991,51391,-999,0,127.1,46.9,11,5.1,1.4,0.3,311,166,56.8,11.1,4.7,1.1,45.9,15.2,0,1.9,0.5,0
1992,51391,-999,0,87.5,52.9,0,3.2,1.8,0,203.4,118.6,15.5,7.4,3.8,0.4,13.5,0,0,0.6,0,0
1993,51391,-999,0,77.6,21.6,0,3.1,0.7,0,150.5,40.2,0,6,1.4,0,45.8,34.1,0,1.6,1.1,0
1994,51391,-999,0,112.5,48.4,13.9,4.1,1.4,0.3,271.4,148.2,79.4,8.8,3.5,1.4,84.6,61.4,23.3,2.7,1.8,0.6
1995,51391,-999,0,122.7,66,0,4.7,2.2,0,204.8,122.7,20.3,7.4,3.8,0.4,98.4,41,12.2,3.7,1.2,0.3
1996,51391,-999,0,182.1,104.8,10,6.4,3.2,0.2,265,141,10,9.5,4.4,0.2,21.1,6.8,0,0.9,0.3,0
1997,51391,-999,0,165.9,75.5,30.8,6,2.2,0.6,330.3,176.1,45.9,11.7,5.3,1,52.2,22.1,0,2.1,0.8,0
1998,51391,-999,0,48,18.7,0,1.9,0.7,0,203.4,123.7,78.3,6.3,2.9,1.4,95,88,21.8,3,2.7,0.6
1999,51391,-999,0,54.1,23.5,0,2.2,0.8,0,172.4,105.1,5.8,6.1,3.1,0.1,161.7,104.8,25.2,5.5,2.9,0.4
2000,51391,-999,0,79.4,68.1,41.9,2.2,1.7,0.8,220.2,140.2,47.3,7.5,4.1,0.9,40.1,20.2,0,1.5,0.7,0
2001,51391,-999,0,144.2,107.7,46.7,4.5,3,1.1,239.7,160.9,53.5,7.9,4.6,1.2,138,100.6,38.1,4.6,3,0.8
2002,51391,-999,0,147.9,117,82.6,4.1,2.7,1.7,286.7,217.3,120.9,8.3,5.4,2.4,123.3,48.6,7.7,4.7,1.5,0.1
2003,51391,-999,0,233.1,155.5,10.5,8.2,4.9,0.2,397.1,240.1,28.4,13.8,7.2,0.7,34.6,28.3,0,1.1,0.8,0
2004,51391,-999,0,109.9,39.5,0,4.2,1.3,0,258.9,153.9,43.5,8.8,4.4,0.8,90,70.9,29.5,2.8,2,0.7
2005,51391,-999,0,30.2,3.5,0,1.3,0.1,0,216.6,168.4,110.8,6,3.9,2.1,51,34,6,1.8,1.1,0.1
2006,51391,-999,0,110.2,43.9,0,4.3,1.5,0,228.5,134.8,23.6,7.9,3.9,0.5,237.4,172.6,32.2,8,5.3,0.7
2007,51391,-999,0,249.2,162.9,65.8,8.2,4.4,1.5,393.3,283.2,133,12.4,7.6,2.9,36.6,22,10.6,1.3,0.7,0.3
2008,51391,-999,0,96.6,56.2,15.1,3.5,1.7,0.2,263.6,136.1,27.1,9.6,4.2,0.5,121.3,90.1,5.9,3.9,2.7,0.2
2009,51391,-999,0,191.8,127.8,37.7,6.3,3.6,0.7,321.8,240.7,117.8,9.3,5.8,1.9,119.8,87.4,38.7,3.9,2.4,0.9
2010,51391,-999,0,202.4,121.9,38.5,7.2,3.7,0.8,300.8,177.3,38.5,10.9,5.4,0.8,60.7,29.3,0,2.4,1,0
2011,51391,-999,0,163,106.3,27.5,5.6,3,0.6,305.9,182,33.5,10.9,5.6,0.7,139.8,103,74.4,3.9,2.3,1.3
2012,51391,-999,0,182.6,98.1,17,6.6,3.1,0.4,257.1,135.9,22.8,9.4,4.2,0.6,205.3,137.1,11.7,7.2,4.3,0.3
2013,51391,-999,0,164.7,99.4,21.2,5.9,3.1,0.5,269.8,153.8,59.2,9.5,4.5,1.4,61.9,31.2,14.8,2.2,0.9,0.4
2014,51391,-999,0,99.4,45.3,0,3.9,1.6,0,302.9,183.2,30.3,10.5,5.5,0.7,155.9,100.2,46.4,5,2.6,1.1
2015,51391,-999,0,124.4,29.8,4.6,5.1,1,0.1,262.3,106.6,20.8,10,3.3,0.4,104.1,54,15.3,3.8,1.7,0.4
2016,51391,-999,0,23,0,0,1,0,0,205.7,75.9,0,8.3,2.7,0,152.5,103.2,0,5.3,3.3,0
2017,51391,-999,0,55.1,43.5,5.3,1.7,1.2,0.1,149.9,106.8,5.3,5.1,3.2,0.1,27.6,19.8,0,1,0.7,0
1981,51393,-999,0,159.1,102.6,29.5,5.3,3,0.7,200.9,114.3,32.1,7.1,3.4,0.7,6.7,0,0,0.3,0,0
1982,51393,-999,0,183.5,88.8,13.1,6.3,2.6,0.3,258.6,133.6,20.9,8.8,4,0.5,141.3,69.1,5.7,4.8,1.9,0.1
1983,51393,-999,0,140.2,86.3,21.7,4.5,2.4,0.5,244.9,150.3,41,8,4.3,0.8,77.2,45.5,17.2,2.5,1.2,0.4
1984,51393,-999,0,66.1,53.3,12.9,2.1,1.6,0.3,125.5,100,19.7,3.9,2.9,0.5,54.7,34.8,7.6,1.8,1,0.2
1985,51393,-999,0,193.5,77.8,7.8,7,2.3,0.2,332.2,171.9,28.8,11.4,5,0.6,1.3,0,0,0,0,0
1986,51393,-999,0,31.8,5.6,0,1.4,0.2,0,113.3,50.9,6.2,4.3,1.6,0.1,1.4,0,0,0,0,0
1987,51393,-999,0,88.8,49.7,0,3.1,1.5,0,133.9,68.5,0,4.8,2.1,0,81.6,48.1,5.6,2.7,1.3,0.1
1988,51393,-999,0,86.2,61,24.5,2.6,1.6,0.5,169.2,114.6,29.5,5.6,3.4,0.6,18.8,4.7,0,0.7,0.1,0
1989,51393,-999,0,109.3,54.2,6.9,3.9,1.7,0.1,254.6,134.9,38.2,8.9,4.1,0.8,70.7,44.6,5.9,2.2,1.2,0.1
1990,51393,-999,0,122.6,71.6,23.6,4,1.8,0.4,203.1,125.6,50.3,6.4,3.3,1,84.7,72.7,26.5,2.3,1.8,0.5
1991,51393,-999,0,56.5,18.8,0,2.2,0.6,0,240.7,126.1,56.7,7.9,3.2,1.1,15.8,2.4,0,0.6,0.1,0
1992,51393,-999,0,117.3,60.1,12.4,3.8,1.5,0.2,251.3,121.3,18.4,8.6,3.2,0.3,16.8,4,0,0.6,0.1,0
1993,51393,-999,0,49.1,5.4,0,1.9,0.2,0,140.9,57.1,13.5,5.1,1.8,0.3,10.3,6.5,0,0.3,0.2,0
1994,51393,-999,0,226.2,159.3,78.3,6.6,4,1.6,385,237.4,87.5,12.2,6.3,1.8,68.9,28.9,6.2,2.4,0.8,0.1
1995,51393,-999,0,151.3,89.2,5.3,5.2,2.8,0.1,239.4,133.2,20.5,8.1,3.9,0.4,80.1,54.9,12.2,2.3,1.4,0.2
1996,51393,-999,0,161,95.3,22.3,5.2,2.7,0.5,280.9,140.9,22.3,9.6,4.1,0.5,16.6,7.8,0,0.6,0.2,0
1997,51393,-999,0,96.9,39.7,6.9,3.6,1.2,0.2,264.5,126.9,31,9,3.6,0.7,128.7,54.1,4.4,4.6,1.5,0.1
1998,51393,-999,0,58.4,28.5,0,2.1,0.9,0,220.8,129.1,17.5,7.6,3.9,0.4,90.6,66.4,34.3,2.6,1.7,0.8
1999,51393,-999,0,26.8,7,0,1.1,0.3,0,142.4,72.8,11,4.9,2,0.2,99.1,60.9,24.3,3,1.4,0.4
2000,51393,-999,0,47.6,28.5,2.8,1.6,0.8,0.1,151.4,69.2,5.4,5.2,2,0.1,34.8,9,0,1.3,0.3,0
2001,51393,-999,0,156,106.2,12.4,4.9,3.1,0.3,246,156.4,15.7,7.8,4.5,0.3,92.9,56.9,11.9,2.8,1.5,0.2
2002,51393,-999,0,200.2,166.1,32.7,6,4.6,0.7,354.3,279.1,93.1,10.5,7.5,1.9,107.4,88.9,45.1,2.8,2.1,0.8
2003,51393,-999,0,254.2,139.9,10.9,8.4,4,0.2,469,243.3,31.4,16,7,0.7,47.6,19,0,1.7,0.6,0
2004,51393,-999,0,175.7,94.5,27.8,5.7,2.5,0.6,338.2,228.6,106.1,9.9,5.5,1.9,63.5,32.3,0,2.1,1,0
2005,51393,-999,0,119.5,77.8,3.8,3.9,2.4,0.1,348.2,238.2,73.4,10.7,6.5,1.4,32,27.8,9,0.8,0.6,0.1
2006,51393,-999,0,136.4,74.8,26.3,4.4,1.9,0.5,267.6,169.5,76,8.1,4.1,1.5,237.5,178.4,68.4,6.7,4.5,1.4
2007,51393,-999,0,211.2,137.5,38.9,6.7,3.7,0.8,411.3,266,83.6,13.1,7.3,1.8,21.9,13.8,7.1,0.6,0.3,0.1
2008,51393,-999,0,87.5,56.7,14.3,3,1.7,0.3,230.4,125.4,19.9,8.2,3.8,0.5,135,91.7,24,4.2,2.5,0.5
2009,51393,-999,0,193.3,128.1,40.6,5.9,3.5,0.9,293.7,205.2,93,8.5,5,1.7,126.2,104.2,24,3.7,2.9,0.4
2010,51393,-999,0,181.2,116.2,30.5,5.7,3.1,0.6,309.4,191.2,43.2,10.1,5.3,0.8,19.8,8.6,0,0.7,0.3,0
2011,51393,-999,0,154.8,94.9,52.3,4.8,2.4,1,277,140.8,57.9,9.3,3.9,1.2,156.3,110.2,63.7,4.2,2.4,1.1
2012,51393,-999,0,230.4,116.9,17.1,7.8,3.3,0.4,299,153.6,28.2,10.2,4.4,0.7,187.8,133,48.8,5.6,3.6,1.1
2013,51393,-999,0,156.7,93.5,27.9,5.2,2.7,0.6,282.3,153.6,53.7,9.4,4.3,1.2,83,58.8,16,2.4,1.5,0.4
2014,51393,-999,0,91,70,5,2.9,2,0.1,289.4,222.8,79.1,8.3,5.7,1.4,89,57.5,9.1,2.8,1.6,0.2
2015,51393,-999,0,107.6,48.1,3.8,4,1.6,0.1,232.1,125.2,36.6,7.8,3.6,0.8,79.5,33.8,15.9,2.6,0.8,0.3
2016,51393,-999,0,18.8,0,0,0.8,0,0,175.4,76.7,38.5,6.1,2.1,1,131.4,63.3,0,4.8,2,0
2017,51393,-999,0,52.9,37.9,7.5,1.8,1.1,0.1,119.2,87.9,11.9,3.6,2.4,0.2,42.8,32.2,0,1.4,1,0
1981,51395,-999,0,208.7,130.2,53.2,8,4.2,1.3,269.6,155.8,54.2,10.8,5.2,1.4,52.1,28.7,1.7,2.2,1.1,0.1
1982,51395,-999,0,192.7,130.9,49.8,7.3,4.3,1.2,251.5,162.1,54,9.8,5.5,1.4,158.9,47.6,3.4,7.1,1.7,0.1
1983,51395,-999,0,185.9,103.3,17.8,7.6,3.7,0.4,294.1,160.3,32.6,12,5.6,0.8,95.5,78.7,14,3.5,2.8,0.4
1984,51395,-999,0,162.9,142.3,86,5.1,4.2,2.2,232,193.3,109.4,7.7,5.9,2.8,89.5,66.1,23.2,3.2,2.1,0.5
1985,51395,-999,0,204.2,118.2,25.9,8.2,4.1,0.6,319.8,196.1,45.5,12.6,6.7,1.1,48.7,28.9,4.4,1.9,1,0.1
1986,51395,-999,0,123,46.3,17.6,5.4,1.7,0.5,227,110.1,32,9.6,3.8,0.9,24.3,8,0,1.1,0.3,0
1987,51395,-999,0,144.9,88.5,12.5,6,3.2,0.4,213.6,116.2,12.5,9,4.1,0.4,98.1,53.1,23.1,3.6,1.6,0.5
1988,51395,-999,0,146.6,99.2,41.1,5.5,3.1,1,284.2,174.1,51.4,11.1,5.7,1.3,69.3,31.4,16,2.7,1,0.4
1989,51395,-999,0,148,63.1,12.5,6.4,2.3,0.3,297,177.5,78.3,11.5,5.7,1.9,47.1,19.8,0,1.9,0.7,0
1990,51395,-999,0,115.6,50.2,7.3,5.1,1.8,0.1,246.6,141.8,28.5,10,4.9,0.7,61.7,45.5,4.3,2.2,1.5,0.1
1991,51395,-999,0,179,91.8,8.4,7.7,3.6,0.2,364.1,193,35.5,14.9,6.8,0.9,52.3,25.6,2.3,2.2,0.9,0.1
1992,51395,-999,0,93.3,49.5,3,4,1.8,0.1,244.5,116,15.3,10.5,4.3,0.4,5.4,0,0,0.2,0,0
1993,51395,-999,0,96.5,52.3,5.1,4.2,2,0.2,187.6,102.8,9.1,8,3.8,0.3,17.5,10.5,0,0.7,0.4,0
1994,51395,-999,0,189.1,125.7,41.3,7.3,4.2,1.1,310,210.1,70.6,11.8,6.9,1.7,107.9,56.4,33.6,4,1.5,0.7
1995,51395,-999,0,178.9,98.5,19,7.5,3.5,0.5,253.4,134.3,25.9,10.6,4.7,0.7,90,38.3,1.1,3.8,1.4,0
1996,51395,-999,0,212.3,138.8,53.2,8,4.4,1.4,269.9,166.7,53.2,10.3,5.4,1.4,22.6,4.9,0,1.1,0.2,0
1997,51395,-999,0,184.6,106.1,27.7,7.6,3.8,0.7,326.9,171.6,37.2,13.5,6.1,0.9,111.2,45.2,2,4.9,1.7,0.1
1998,51395,-999,0,95.3,44.3,9.4,4.1,1.7,0.3,195.3,114.6,44.1,7.5,3.7,1,106,87.5,26.7,3.7,2.8,0.7
1999,51395,-999,0,88.3,20.3,0,4.1,0.7,0,174.6,57.4,0,7.7,1.8,0,152.3,86.4,26.3,5.8,2.7,0.6
2000,51395,-999,0,113.1,75.5,33.3,4.1,2.2,0.7,227.1,136.3,44.7,8.6,4.3,1,44.3,26.5,7.5,1.8,0.9,0.2
2001,51395,-999,0,155.8,115,58.6,5.5,3.5,1.5,258.4,170.9,74.9,9.6,5.4,1.9,150.3,104.9,38.7,5.5,3.3,0.9
2002,51395,-999,0,189.7,147.7,59.4,6.8,4.8,1.4,302.9,219.2,83.9,11.1,7,2,124.2,73.2,13.8,4.9,2.5,0.3
2003,51395,-999,0,207.8,123,11.9,8.4,4.4,0.3,389.1,201.9,36.2,15.8,6.9,0.9,37.3,17.1,0,1.6,0.6,0
2004,51395,-999,0,118.7,48.1,9.1,5.1,1.7,0.3,244.8,133.2,48,9.6,4.2,1.1,86.2,45.4,14.2,3.3,1.4,0.3
2005,51395,-999,0,60.6,31.8,0,2.6,1.2,0,258.8,174.8,72.9,9.4,5.3,1.6,47.2,37.2,0,1.7,1.2,0
