year,code,name,ASAL,cum_90_MarMay,cum_95_MarMay,cum_99_MarMay,days_90_MarMay,days_95_MarMay,days_99_MarMay,cum_90_MarAug,cum_95_MarAug,cum_99_MarAug,days_90_MarAug,days_95_MarAug,days_99_MarAug,cum_90_OctDec,cum_95_OctDec,cum_99_OctDec,days_90_OctDec,days_95_OctDec,days_99_OctDec
2006,51395,-999,0,129.3,69.6,4.8,5.5,2.5,0.2,257.9,161.2,31.9,10.1,5.4,0.8,250.9,182.8,62.6,8.9,5.7,1.5
2007,51395,-999,0,223.4,147.2,38.2,8.5,4.9,0.9,396.3,259.2,95.7,14.7,8.2,2.3,50.3,22.3,0,2.1,0.8,0
2008,51395,-999,0,133.6,79.6,26.2,5.3,2.7,0.7,318.3,183.5,52.2,12.6,6.2,1.4,123.3,86.4,1.2,4.7,2.9,0
2009,51395,-999,0,216.8,150.9,75.8,7.8,4.6,2,336.4,231.8,122.4,11.8,6.8,2.9,179.7,125.9,39.1,6.8,4.2,1.1
2010,51395,-999,0,206.7,115.5,36.8,8.2,3.9,0.9,312.4,156.7,42.1,12.8,5.4,1.1,52.1,22.8,0,2.3,0.8,0
2011,51395,-999,0,159.5,99.4,38.6,6,3.2,1,277,166.5,45.2,10.8,5.6,1.2,138.3,73.8,40.2,5.3,2.1,0.9
2012,51395,-999,0,234.6,131.3,34,9.4,4.4,0.8,327.9,190.8,51,13.1,6.4,1.3,246.6,177.4,40.3,9.1,5.8,1.1
2013,51395,-999,0,177.2,94.3,21.1,7.3,3.2,0.5,288.6,165.8,64.1,11.4,5.4,1.6,59.1,38.2,23.6,2.1,1.1,0.6
2014,51395,-999,0,126.7,65.2,0,5.5,2.5,0,331.1,189.1,45.2,13.1,6.4,1.1,118,84.5,37.8,4,2.5,0.8
2015,51395,-999,0,142.2,71.7,10.5,6.1,2.7,0.3,254.2,131,25.6,10.7,4.8,0.7,136.8,84.6,30.1,5.2,2.7,0.8
2016,51395,-999,0,35,15.9,8.4,1.5,0.6,0.3,282.3,168.1,22,11.8,6.2,0.6,172.2,118.7,18.3,6.6,4.1,0.4
2017,51395,-999,0,36.6,22.5,1.8,1.4,0.7,0,76.1,49.4,1.8,2.8,1.5,0,64.2,48.7,15.7,2.4,1.7,0.5
1981,51396,-999,0,313,227.6,129.9,13,8,3.7,359.6,249.1,129.9,15.5,9,3.7,58.2,44.4,24.2,2.5,1.7,0.7
1982,51396,-999,0,240.8,178,65.4,10.5,6.7,1.7,289.9,202.9,65.4,13,7.8,1.7,164.9,62.2,0,9.1,3,0
1983,51396,-999,0,211.5,134.6,42.7,9.9,5.4,1.2,295.2,184.3,81.3,13.4,6.8,2,57.4,38.8,6.9,2.8,1.7,0.3
1984,51396,-999,0,251.6,195.4,73.2,11.1,7.7,2.2,329.8,246.3,92.9,14.9,9.8,2.8,66.5,28.9,3.1,3.5,1.3,0.1
1985,51396,-999,0,259.2,184.7,81.7,11.6,7.1,2.6,307.9,208.9,81.7,14.1,8.2,2.6,26.2,13.9,5.1,1.2,0.5,0.2
1986,51396,-999,0,216.4,169.7,102.3,8.7,5.9,2.8,291.7,222.7,126,12,7.9,3.6,44.4,20.2,0,2.3,0.9,0
1987,51396,-999,0,180.9,114.5,31.2,8.8,4.7,1,257.8,158.5,38,12.7,6.7,1.3,121.7,101.7,99.6,3.3,2.1,2
1988,51396,-999,0,297.9,207.8,84.3,13.4,7.9,2.2,394.8,249.5,87.2,18.7,9.8,2.3,124.4,63.4,7,6.4,2.7,0.3
1989,51396,-999,0,176.6,105.5,28.2,8.9,4.6,0.9,276,183,60.9,13.1,7.5,1.9,61,37.4,4.2,3.2,1.8,0.2
1990,51396,-999,0,149.1,70.7,21.9,7.5,3,0.7,231.4,119.8,45.5,11.2,4.8,1.3,43.7,27.3,10.1,2.1,1.1,0.3
1991,51396,-999,0,266.6,169.4,32.1,13,7.1,1.1,322.2,189.1,32.1,16.1,8.1,1.1,96.1,63.8,14,4.6,2.7,0.5
1992,51396,-999,0,132.8,85.3,11.5,6.7,3.9,0.4,222,108.6,19.1,11.5,4.9,0.7,26.3,14.7,4.3,1.4,0.7,0.2
1993,51396,-999,0,186.4,105.9,19.8,9.6,4.7,0.6,236.7,138.4,25.2,11.9,6,0.8,23.9,11.3,0,1.3,0.5,0
1994,51396,-999,0,254.2,161.9,41.3,12.4,6.8,1.1,280.5,183.5,41.3,13.6,7.7,1.1,79.9,15.8,4.2,4.4,0.6,0.1
1995,51396,-999,0,227.4,141,35.4,11.2,5.9,1.2,269.5,160.8,39.7,13.4,6.8,1.4,50.2,26.9,0,2.7,1.3,0
1996,51396,-999,0,255.2,138.4,46.5,12.9,5.7,1.5,296.5,145.6,46.5,15.3,6,1.5,56.3,26,2.8,3.1,1.2,0.1
1997,51396,-999,0,221.7,119.3,22.8,11.4,5.3,0.8,252.9,133.9,22.8,13,5.9,0.8,208.2,118.3,29.5,10.5,4.9,1
1998,51396,-999,0,182.2,128.2,56.7,8.3,5,1.6,219.3,156.6,64.5,9.8,6.1,1.8,57.3,28.9,7.9,2.8,1.2,0.3
1999,51396,-999,0,156.2,51.3,4.9,8.7,2.5,0.2,166.6,51.3,4.9,9.3,2.5,0.2,125.2,85,14.2,6,3.7,0.5
2000,51396,-999,0,105.1,58.4,11.3,5,2.3,0.3,148.5,77.5,11.3,7.3,3.3,0.3,58.2,31.7,3.2,3.1,1.6,0.1
2001,51396,-999,0,130.8,73.4,12.7,6.6,3.1,0.3,193.5,107.1,12.7,9.8,4.6,0.3,88.8,65.6,40.1,3.5,2.2,1
2002,51396,-999,0,298.7,222.7,96.4,13.2,8.6,3,357.8,254.6,96.4,16.2,10,3,161.7,110.6,22.4,8,4.8,0.7
2003,51396,-999,0,194.4,107.3,15.1,10,4.9,0.5,267.4,139.6,15.1,13.8,6.3,0.5,54.1,31.6,6,2.7,1.3,0.2
2004,51396,-999,0,123.6,66.7,6.3,6.4,3,0.2,175.2,80.4,6.3,9.3,3.6,0.2,49.6,21.1,0,2.7,0.9,0
2005,51396,-999,0,158,103.1,23.4,7.6,4.2,0.7,221.6,138.3,43.4,10.4,5.5,1.4,29,8,0,1.6,0.3,0
2006,51396,-999,0,242.2,153.3,26.7,11.9,6.5,0.8,306.7,184.7,34.2,15.1,7.8,1.1,431.3,328.8,175.3,17.7,11.6,4.6
2007,51396,-999,0,208.4,139.1,25.9,10,5.7,0.8,286.8,184.4,38.4,13.8,7.6,1.2,99.5,76.2,8.7,4.8,3.3,0.3
2008,51396,-999,0,145.4,83.2,22,7.2,3.4,0.7,229,130,32.6,11.3,5.4,1,82.8,35.3,7,4.3,1.5,0.2
2009,51396,-999,0,198.2,109.1,16.5,9.9,4.7,0.5,240.2,129.1,16.5,12.1,5.7,0.5,145.5,105.7,24.4,6.7,4.3,0.8
2010,51396,-999,0,207.1,103.4,30.7,10.3,4.1,0.8,236.5,116.1,30.7,11.9,4.7,0.8,47.3,8.3,0,2.7,0.4,0
2011,51396,-999,0,120.5,39.7,7.5,6.4,1.7,0.3,209.4,69,7.5,11.4,3.1,0.3,158.3,107.3,67.5,6.8,3.9,2
2012,51396,-999,0,217.3,139,13.9,10.7,6,0.4,291.6,180.7,13.9,14.5,7.9,0.4,243.7,167.8,50.1,11.4,6.7,1.4
2013,51396,-999,0,197.3,114.5,8.8,10.3,5.4,0.3,225.3,130.8,15.2,11.6,6,0.5,57.3,41.6,7.5,2.8,1.8,0.3
2014,51396,-999,0,185.1,70.4,0,10.3,3.3,0,288.4,126.7,7.7,15.6,5.8,0.3,108.9,47.1,8.3,6,2.1,0.3
2015,51396,-999,0,188.7,100.7,34.7,9.6,4.3,1.1,236.5,132.9,34.7,12,5.8,1.1,269.3,154.5,62.8,13.2,6,1.8
2016,51396,-999,0,72.8,52.2,11.3,3.5,2.3,0.4,473.5,315.6,80.4,23,13.4,2.8,100.9,58.2,9.4,4.7,2.3,0.3
2017,51396,-999,0,36.7,17.4,0,1.9,0.8,0,47.5,17.4,0,2.6,0.8,0,159,139.1,67.3,6.6,5.4,2.2
1981,51398,-999,0,439.9,329.1,203.9,15.3,9.7,4.7,582.9,409.3,210.4,21.4,12.7,4.9,42.9,23,10.1,1.9,0.9,0.3
1982,51398,-999,0,306.1,211.4,75,12.2,7.5,2,419.3,301.1,94.9,16.6,10.6,2.6,170.1,60.6,4.9,8.1,2.5,0.2
1983,51398,-999,0,203.4,135.6,31.1,8.5,5.1,0.9,324.4,203.5,44.3,13.8,7.6,1.2,101.7,86.4,12.4,4.1,3.3,0.3
1984,51398,-999,0,227.9,195.3,117.4,7.7,6,3,381.8,313.6,187.9,13.2,9.6,4.8,13.8,3.2,0,0.7,0.2,0
1985,51398,-999,0,266.5,169.5,61.5,10.9,5.9,1.6,429.6,273.4,103.8,17.3,9.4,2.8,7.5,0,0,0.4,0,0
1986,51398,-999,0,191.3,126.4,80.4,7.2,3.8,2.1,316,196.4,90.5,12.7,6.5,2.4,39.5,26.9,0,1.8,1.1,0
1987,51398,-999,0,174,113.7,19.9,7.4,4.3,0.6,249.5,147.2,19.9,11,5.6,0.6,93.6,72.9,58.6,2.9,1.8,1.2
1988,51398,-999,0,263.9,180.8,79.5,10.1,5.8,1.7,454.9,265.7,123.3,18.2,8.6,2.8,66.9,47.3,4.7,2.8,1.9,0.2
1989,51398,-999,0,138.9,93.3,10.9,6.1,3.7,0.3,291.2,206.6,84.9,11.6,7.2,2.3,48.4,18.5,3.7,2.3,0.8,0.1
1990,51398,-999,0,152.1,89.5,9,6.6,3.4,0.2,278.1,138.6,12.4,12.3,5.3,0.3,29.9,18.1,0,1.3,0.7,0
1991,51398,-999,0,272.8,162.7,46.8,11.7,6,1.3,356.4,199.4,59.6,15.4,7.3,1.7,56,34.6,0,2.4,1.3,0
1992,51398,-999,0,168.8,103.3,13.2,7.4,4,0.3,361.4,169.8,31.3,16.2,6.4,0.8,2.9,0,0,0.2,0,0
1993,51398,-999,0,165.6,75.3,18.3,7.7,3,0.6,323.6,153.8,37.8,14.5,5.8,1.1,7.1,7.1,0,0.3,0.3,0
1994,51398,-999,0,398.5,261.8,88.9,15.6,8.8,2.1,484.2,293.4,88.9,19.6,10.1,2.1,83,29.5,8,4,1.2,0.3
1995,51398,-999,0,252.3,145.1,53.4,10.4,4.8,1.3,322.6,178,64.9,13.6,6,1.7,20.3,5.7,0,1,0.2,0
1996,51398,-999,0,238.9,156,46.4,10,5.7,1.3,285.7,170.9,46.4,12.3,6.3,1.3,28.5,3.3,0,1.5,0.2,0
1997,51398,-999,0,245.9,117,7.8,11.3,4.7,0.3,346.7,173.9,11.1,15.8,6.9,0.3,172.1,94,11.4,7.5,3.6,0.3
1998,51398,-999,0,179.4,122.3,32.8,7.6,4.6,1,268.5,176.5,45.5,11.2,6.5,1.3,66.1,43.7,0,2.8,1.6,0
1999,51398,-999,0,186,43.6,0,9.2,1.7,0,217.5,45.9,0,10.8,1.8,0,106.9,66.5,16.6,4.6,2.5,0.4
2000,51398,-999,0,75.9,45.2,0,3.4,1.8,0,166.4,88,11.8,7.5,3.4,0.3,41.9,9.3,0,2.1,0.3,0
2001,51398,-999,0,127.7,88.4,25,5.3,3.2,0.8,250.8,133.3,34.4,11,4.9,1,57.8,36.7,11.1,2.4,1.3,0.3
2002,51398,-999,0,340.1,255.5,116.4,13.2,8.7,3.2,441.2,297.3,116.4,17.9,10.5,3.2,114.8,66.9,12.3,5.1,2.6,0.3
2003,51398,-999,0,222.9,135.8,51.6,9,4.6,1.3,399.6,241.9,72.1,16.5,8.5,1.8,38,27.9,4.8,1.6,1.1,0.2
2004,51398,-999,0,151.8,90.6,0,6.6,3.5,0,202.7,116.4,13.3,8.8,4.3,0.3,16.2,2.3,0,0.8,0.1,0
2005,51398,-999,0,189.1,102.1,42,8,3.6,1.1,319.9,177.8,62.4,13.5,6.2,1.7,7.4,0,0,0.3,0,0
2006,51398,-999,0,220.7,94.8,4.8,10.1,3.7,0.2,318.4,153.4,21.8,14.3,5.8,0.6,247.9,197.6,99.9,9,6.4,2.4
2007,51398,-999,0,211.4,138.8,34.5,8.7,4.9,0.9,340.9,230.8,58.1,14,8.3,1.6,42.9,18.3,0,2,0.8,0
2008,51398,-999,0,187.3,131.9,43.2,7.7,4.9,1.2,350,201.5,53.8,15,7.6,1.6,132.9,60.6,0,6.1,2.4,0
2009,51398,-999,0,189.6,112.3,38,8.1,4,1.1,244.7,143.3,51.9,10.4,5,1.4,123.4,85.3,0,5.3,3.3,0
2010,51398,-999,0,223.7,148.9,37.1,9.2,5.3,0.9,339,199,37.1,14.5,7.3,0.9,40,11,0,2,0.4,0
2011,51398,-999,0,168.1,45.7,23.5,7.9,1.6,0.7,329.2,133.7,47,14.8,4.8,1.4,116.1,69.6,18.2,5,2.6,0.6
2012,51398,-999,0,274.9,197.8,28.4,11.3,7.5,0.8,417.5,283.4,40.3,17.5,10.8,1.2,230.6,172.5,44.6,9.1,6.1,1.1
2013,51398,-999,0,283.9,145.2,17,12.4,5.4,0.5,369,192.3,49.5,15.8,6.8,1.3,61.1,54.5,18,2.3,1.9,0.5
2014,51398,-999,0,185.8,78.5,0,8.7,3.1,0,416.1,222.3,49.2,18.2,8.1,1.4,50,10.5,0,2.5,0.4,0
2015,51398,-999,0,272.1,126.8,17.6,12,4.6,0.6,329.3,160.5,21,14.4,5.9,0.7,129.2,55.2,18.6,5.8,2,0.6
2016,51398,-999,0,94.7,64.6,52.8,3.6,2.1,1.6,576.1,434.4,86.8,23.3,16.2,2.5,177.3,105.9,0,8,4.3,0
2017,51398,-999,0,37.8,17.6,0,1.7,0.7,0,37.8,17.6,0,1.7,0.7,0,121.9,89.1,47.6,4.6,3,1.4
1981,51402,-999,0,436.2,310.1,209.7,15.4,9.2,5.2,583.6,411.1,216.3,21.4,12.9,5.4,27.1,15.3,0,1.2,0.6,0
1982,51402,-999,0,265.8,181.4,64.3,10.6,6.4,1.8,392.4,278,78.9,15.7,9.9,2.2,131.2,57.2,0,5.9,2.2,0
1983,51402,-999,0,230.1,158.8,29.1,9.2,5.7,0.8,330.4,200.3,36.9,13.8,7.2,1,124.1,103.7,35.8,4.8,3.7,1
1984,51402,-999,0,144.1,121.5,32.2,5.2,4.1,0.8,288.7,227.8,79.8,10.7,7.6,2,32.2,11.3,0,1.6,0.5,0
1985,51402,-999,0,219.6,144.2,60.1,8.7,4.9,1.7,392.6,244.2,99.9,15.6,8.2,2.9,19.4,11.7,0,0.9,0.5,0
1986,51402,-999,0,206.6,152.6,89.4,7.5,4.7,2.4,303.3,183.3,89.4,12,5.9,2.4,27.7,11.8,0,1.3,0.5,0
1987,51402,-999,0,122.8,74.8,12.1,5.1,2.7,0.3,180.9,112.2,12.1,7.7,4.2,0.3,90.1,55.8,48.3,3.1,1.3,1
1988,51402,-999,0,249.5,164.1,71.5,9.5,5.2,1.3,405.1,254.8,133.6,15.4,7.9,2.8,100.5,63.2,21.6,4,2.1,0.5
1989,51402,-999,0,116.7,55.7,0,5.2,2.1,0,206,104.3,17.9,9.1,3.8,0.5,57.1,36.9,7.4,2.4,1.4,0.2
1990,51402,-999,0,162.3,99.6,25.1,6.6,3.4,0.6,297.6,149.9,32.1,12.8,5.4,0.8,32.3,9.4,0,1.5,0.3,0
1991,51402,-999,0,231.5,139.8,65.7,9.5,4.9,1.9,277.1,160.5,65.7,11.5,5.7,1.9,54.7,42.5,0,2.2,1.6,0
1992,51402,-999,0,164.8,117.3,14.8,6.9,4.4,0.4,356.4,168.5,22,15.7,6.3,0.6,7.5,0,0,0.4,0,0
1993,51402,-999,0,154.3,70.1,30.5,6.6,2.4,0.9,335,175.3,52.5,14,6.1,1.5,6.1,0,0,0.3,0,0
1994,51402,-999,0,392.2,264.4,88.8,15.2,9,2.3,465.6,294.3,95.5,18.4,10.1,2.5,76.7,18.5,0,3.8,0.8,0
1995,51402,-999,0,224.5,145.7,44.5,8.9,5,1,269.7,165.2,44.5,10.9,5.7,1,23,7.2,0,1.1,0.3,0
1996,51402,-999,0,151.8,76.4,6.8,6.8,2.9,0.2,209.7,100,6.8,9.4,3.8,0.2,39,14.3,10.1,1.7,0.5,0.3
1997,51402,-999,0,219.5,93.1,0,10.3,3.9,0,307.7,139.2,0,14.1,5.6,0,231.8,165.2,24.6,9.4,6.1,0.7
1998,51402,-999,0,168.5,117.4,27.1,6.9,4.2,0.8,247.3,174.1,35.3,9.9,6.1,1,37.5,33.9,0,1.4,1.3,0
1999,51402,-999,0,186.9,73.3,0,8.9,3,0,206.9,78,0,9.9,3.2,0,107.7,80.6,8.1,4.3,3,0.2
2000,51402,-999,0,77.5,41.8,17.3,3.3,1.4,0.5,117.4,62,24.2,5,2.1,0.7,65.3,22.4,0,3.1,0.9,0
2001,51402,-999,0,87.7,69,0,3.6,2.7,0,140.1,85.7,0,6,3.3,0,52.2,34.6,0,2.2,1.3,0
2002,51402,-999,0,387,320.6,152.4,13.9,10.6,4.1,443.2,339,152.4,16.6,11.4,4.1,156.7,98.4,24.8,6.7,3.7,0.7
2003,51402,-999,0,256.9,161.5,75.3,10,5.1,1.7,413.1,244.5,98.3,16.8,8.1,2.3,43.2,35.3,0,1.8,1.4,0
2004,51402,-999,0,186,147,40,7.1,5.1,1.2,218.8,155.2,40,8.6,5.4,1.2,39.2,4.6,0,1.9,0.2,0
2005,51402,-999,0,218.1,135.9,80.4,8.2,4.2,2,309.9,181.5,90.7,12.1,5.8,2.3,20.2,0,0,1,0,0
2006,51402,-999,0,225.8,115.3,9.9,10,4.5,0.3,297,149.7,20,13,5.5,0.5,280.2,203.4,115.7,10,6.1,2.6
2007,51402,-999,0,180.5,108,26.8,7.5,3.8,0.6,290.2,175.6,26.8,12.3,6.4,0.6,56.5,26.3,0,2.6,1.1,0
2008,51402,-999,0,191.6,112,40,8.5,4.3,1.2,309.3,141.6,40,14,5.6,1.2,141.6,73.5,6.2,6.3,2.9,0.2
2009,51402,-999,0,137.6,75,21.6,5.9,2.6,0.6,181,89,21.6,7.9,3.1,0.6,96,74,18.2,3.7,2.6,0.5
2010,51402,-999,0,183.3,98.6,32.7,7.8,3.3,0.9,292.7,143.5,32.7,12.8,5,0.9,26.6,4.6,0,1.3,0.2,0
2011,51402,-999,0,135.7,31,6.4,6.5,1.2,0.2,315.7,121.6,39.4,14.1,4.3,1.2,119.1,77.1,20.2,4.9,2.8,0.6
2012,51402,-999,0,313.9,180.5,28.9,13.1,6.5,0.8,432.5,228.3,28.9,18.6,8.4,0.8,268.4,211,88.3,9.7,6.8,2.2
2013,51402,-999,0,331.7,205,50.1,13.4,7.2,1.4,402.3,227.7,50.1,16.7,8.1,1.4,78.4,57.8,9.8,3.2,2.1,0.3
2014,51402,-999,0,175.6,70.6,0,8.1,2.7,0,408,221.5,68.2,17.3,7.8,2,69,18.8,0,3.4,0.8,0
2015,51402,-999,0,303.3,170.9,20.2,13.2,6.4,0.6,385.9,220.6,27.2,16.6,8.3,0.8,157.5,69.2,16.9,7.1,2.6,0.5
2016,51402,-999,0,121.3,67.5,42.7,4.9,2.2,1.2,545.8,363.4,95.3,21.7,12.8,2.6,130.7,76.7,0,5.6,3,0
2017,51402,-999,0,47.8,35.2,0,2,1.4,0,55.5,35.2,0,2.4,1.4,0,147.6,119.9,57.9,5.4,4.1,1.6
1981,68769,-999,0,242.6,160.5,95,8.3,4.4,2.2,317.3,194.7,100.4,11.4,5.6,2.3,9.7,0,0,0.5,0,0
1982,68769,-999,0,222.7,132.6,16.9,8.4,4.4,0.5,340.7,199.5,38.2,12.8,6.6,1,94.1,47.6,0,3.6,1.7,0
1983,68769,-999,0,149.4,93.7,21.6,5.4,2.9,0.4,244,138.3,38.1,9.1,4.2,0.8,68.5,36.6,16.7,2.6,1.1,0.4
1984,68769,-999,0,63.4,54.9,15.5,2.2,1.8,0.4,159.2,121.2,51.8,5.6,3.8,1.4,50,17.8,4.3,2,0.6,0.1
1985,68769,-999,0,148.7,88.1,14.7,5.6,2.9,0.4,354.8,254.3,61.8,12.4,7.9,1.6,15.9,4.1,0,0.7,0.2,0
1986,68769,-999,0,72.2,30.7,5.6,3.1,1.1,0.2,191.6,78.5,5.6,8.1,2.7,0.2,13.3,4.2,0,0.6,0.2,0
1987,68769,-999,0,107,75.6,0,4,2.6,0,165.6,109.3,0,6.2,3.8,0,42,35.9,12.8,1.2,1,0.3
1988,68769,-999,0,114.2,81.6,20.6,3.9,2.4,0.4,250.1,184.8,74,8,5.1,1.4,50.7,28.6,6.4,2,1,0.2
1989,68769,-999,0,76,27.6,0,3.2,1,0,180.7,77.2,18.9,7.2,2.6,0.4,57.4,38,6.1,2.2,1.3,0.2
1990,68769,-999,0,132.4,61,0,5.5,2.2,0,268.7,155.9,38.3,10.3,5.1,0.9,35.8,18.1,4.2,1.3,0.5,0.1
1991,68769,-999,0,59.2,17.4,0,2.6,0.7,0,237.5,136,29.5,8.7,4.2,0.4,25.8,8.2,0,1.1,0.3,0
1992,68769,-999,0,128.9,100.9,12.1,4.5,3.2,0.3,266.2,180.6,37.6,9.6,5.7,1,16.8,2.8,0,0.7,0.1,0
1993,68769,-999,0,59,19.8,0,2.5,0.7,0,222.7,111,45.2,8.2,3.2,1.1,5.2,0,0,0.2,0,0
1994,68769,-999,0,268.4,198,89.3,9,5.9,2.2,434.6,276.5,94.8,15.5,8.6,2.3,82,34,4.3,3.4,1.2,0.1
1995,68769,-999,0,174.1,85.5,14.1,6.6,2.8,0.3,289.3,146,14.1,11.2,5,0.3,39.8,29.1,13.6,1.3,0.8,0.3
1996,68769,-999,0,101.7,37.2,5.6,4.2,1.3,0.2,261.2,113.5,16.4,10.2,3.7,0.4,16.3,6.4,0,0.7,0.2,0
1997,68769,-999,0,133.1,37.9,0,5.6,1.3,0,329.5,154.3,13.1,13,5.2,0.3,175.5,100.3,21.1,6.4,3.2,0.6
1998,68769,-999,0,103.7,59.7,15.4,3.9,1.9,0.4,265,178.2,65.1,9.3,5.5,1.7,67.6,53.5,4.4,2.5,1.9,0.1
1999,68769,-999,0,91.3,23.7,11.4,3.9,0.7,0.3,195.3,71.5,11.4,8,2.3,0.3,75.5,49.9,6.7,2.8,1.6,0.2
2000,68769,-999,0,57.9,26.4,5.5,2.3,0.9,0.2,147.9,57.9,11.1,5.8,1.9,0.3,57.2,33.5,0,2.3,1.2,0
2001,68769,-999,0,140.7,89.8,4.6,5.3,3,0.1,224.6,127.5,4.6,8.5,4.2,0.1,45.9,25.7,4.9,1.7,0.8,0.1
2002,68769,-999,0,273.9,216.2,106.1,8.9,6.2,2.6,422.7,306.8,153.5,13.8,8.6,3.6,148.4,95.4,57.4,4.9,2.4,1
2003,68769,-999,0,257,171.7,38.3,9.2,5.5,1,458.1,294.1,48,16.9,9.7,1.2,37,19.9,0,1.4,0.7,0
2004,68769,-999,0,231.1,167.5,69.2,7.6,4.8,1.6,347.5,242.4,88.7,11.6,7.1,2,62.2,39,0,2.3,1.3,0
2005,68769,-999,0,201.5,132.4,48.6,7,3.8,1.2,396.5,258.9,57.2,14,7.9,1.4,25.1,10.9,0,0.9,0.3,0
2006,68769,-999,0,165.4,88.4,19.7,6.3,2.8,0.4,333,208,60.8,11.6,5.9,1.1,243.3,171.1,111.2,7.5,4.2,2.2
2007,68769,-999,0,195.8,128,9,7.2,4.1,0.2,341.1,207.4,9,12.8,6.9,0.2,40.9,14.8,4.9,1.7,0.5,0.1
2008,68769,-999,0,124.7,92.9,61.6,4.1,2.6,1.6,261.7,143,61.6,9.8,4.5,1.6,127.6,94.6,27.8,4.4,2.9,0.7
2009,68769,-999,0,117.5,62.6,14.7,4.5,2,0.3,178.8,97.7,25.4,6.7,3,0.6,108.5,84.1,25.5,3.6,2.4,0.6
2010,68769,-999,0,154.9,112.2,69.6,4.8,3,1.6,281,182,79.3,9.6,5.2,1.8,43.2,18.2,0,1.8,0.7,0
2011,68769,-999,0,111.5,52.2,38.3,3.9,1.3,0.8,263.3,110,48.9,10,3.2,1.2,126.6,84,19.1,4.5,2.6,0.4
2012,68769,-999,0,284.7,185.9,16.3,10.5,6.2,0.4,378.7,226.4,16.3,14.6,7.7,0.4,245.6,162.8,84.3,8.3,4.6,2
2013,68769,-999,0,208.6,100.5,24.1,8.1,3.3,0.6,316.9,137.7,24.1,12.4,4.6,0.6,84.4,47.2,0,3.1,1.4,0
2014,68769,-999,0,134.7,77.9,10.4,5.2,2.5,0.2,383.8,246.9,78,13.9,7.6,1.8,59.3,23.4,0,2.5,0.8,0
2015,68769,-999,0,163.7,82.9,0,6.9,3.1,0,306.7,155.7,5.8,12.4,5.6,0.2,94.9,37.3,9.8,3.9,1.3,0.2
2016,68769,-999,0,33.1,8.2,0,1.4,0.3,0,213.7,134.9,42.2,7.8,4.2,1.1,101.6,76.6,19,3.7,2.6,0.5
2017,68769,-999,0,63.4,36.4,0,2.5,1.3,0,104.4,54.6,0,4.1,1.9,0,70.5,53.7,22.7,2.4,1.7,0.6
