year,code,ASAL,HeatWDays_Mar,HeatWDays_Apr,HeatWDays_May,HeatWDays_Jun,HeatWDays_Jul,HeatWDays_Aug,HeatWDays_Sep,HeatWDays_Oct,HeatWDays_Nov,HeatWDays_Dec,DrySpell10_Mar,DrySpell4_Mar,DrySpell10_Apr,DrySpell4_Apr,DrySpell10_May,DrySpell4_May,DrySpell10_Jun,DrySpell4_Jun,DrySpell10_Jul,DrySpell4_Jul,DrySpell10_Aug,DrySpell4_Aug,DrySpell10_Sep,DrySpell4_Sep,DrySpell10_Oct,DrySpell4_Oct,DrySpell10_Nov,DrySpell4_Nov,DrySpell10_Dec,DrySpell4_Dec
1989,51393,0,0,0,0,0,0,0,0,0,0,0,0.1,2.2,0.9,2,0.3,2.2,0.4,3.1,0,1.5,0.1,1.6,0.5,2,0.8,3,0.9,1.3,0.9,2
1990,51393,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.4,0.5,2.7,0.8,2.1,0.3,2.2,0,2.4,1,2.1,0.9,2.8,0.9,1.3,1.1,2.6
1991,51393,0,0,0,0,0,0,0,0,0,0,0,1.3,2.2,0.5,1.9,0,1.2,0.2,1.3,0.4,2.5,0,1,0.6,1.6,0.2,2.7,1,2.2,1.1,2.2
1992,51393,0,0,0,0,0,0,0,0,0,0,0,1.4,2.5,0.8,1.1,0.5,2.3,0.1,2,0,0.8,0,0.7,1,1.2,0,2,0.8,2.2,0.2,2.9
1993,51393,0,0,0,0,0,0,0,0,0,0,0,1.1,2.8,1,1.3,0,1,0.8,1.5,0.2,1.5,0.2,2.9,0.1,1.8,0.2,2.3,1,1.2,0.4,3
1994,51393,0,0,0,0,0,0,0,0,0,0,0,0.5,2.8,0.4,1.1,0,1.6,0,1.8,0,1.3,0,2,0.9,1.8,0.9,2.1,0,2,0.8,2
1995,51393,0,0,0,0,0,0,0,0,0,0,0,0.3,2,0,1.8,0.8,2.5,0,1.8,0.4,1.3,0.3,3,0.8,1.3,0.4,2.5,0,2.3,2,2.2
1996,51393,0,0,0,0,0,0,0,0,0,0,0,0.4,2.4,0.1,2.7,0.2,2.8,0.7,1.4,0.1,1.7,0.1,1.3,0.2,2,0.5,2.3,0,2.7,0.9,3
1997,51393,0,0,0,0,0,0,0,0,0,0,0,1,1.9,0,0.8,0.5,2.6,0.5,2.2,0.7,2,0.9,1.3,0.3,2.9,0.4,2.3,0,1.2,1,2.5
1998,51393,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,3.4,0.1,1.3,0.8,1.2,0,1.1,0,1.9,0.1,2.4,0,1.7,0.9,2.3,1.3,2.4
1999,51393,0,0,0,0,0,0,0,0,0,0,0,0.5,1.4,0,1.6,0.4,2.4,0.4,3.2,0.2,1.3,0.4,1.8,0.1,2.9,0.3,1.7,0.2,3.3,1.3,1.9
2000,51393,0,0,0,0,0,0,0,0,0,0,0,1.3,2.4,0,2.3,0.8,1.2,0.3,2,0,1.4,0.1,2,0.5,3.3,0,2,0,2,1,1.9
2001,51393,0,0,0,0,0,0,0,0,0,0,0,0.4,2.3,0.5,1.8,0.5,1.6,0.5,1.8,0.1,2.1,0,1.8,0.8,1.8,0.3,1.9,0.9,1.8,1.1,2.2
2002,51393,0,0,0,0,0,0,0,0,0,0,0,0.9,1.5,0,2.6,0.4,1.5,0.6,2.8,1,2.3,0.2,2,0.2,2.7,0.1,2.2,0.2,3.3,0.9,1.2
2003,51393,0,0,0,0,0,0,0,0,0,0,0,0.9,1.7,0.8,1.2,0,1.9,0.3,2.3,0.5,1.8,0.4,1,0.4,1.7,0.2,2.3,1,2.2,1.2,2.1
2004,51393,0,0,0,0,0,0,0,0,0,0,0,1.5,2,0,1.2,1,1.1,1.3,2.4,0.8,2.4,0.3,1.3,1.1,1.3,0.4,2.6,0,3,0.5,3.5
2005,51393,0,0,0,0,0,0,0,0,0,0,0,0.2,2.3,0.5,2,0,0.2,0.2,2.6,0.7,1.7,0,2.1,0.5,2.3,0.9,2.2,1,1.7,1,1
2006,51393,0,0,0,0,0,0,0,0,0,0,0,0.2,2.6,0.1,1.5,0.2,2.1,0.5,1.8,0.2,1.8,0,1.9,0,2.4,1,1.3,0.7,2.1,0.9,1.7
2007,51393,0,0,0,0,0,0,0,0,0,0,0,1.2,2.8,0.3,2,0.3,2.9,0.1,1.7,0.7,1.4,0,1.3,0,1,0.6,2.3,0.7,2.2,0.8,2.4
2008,51393,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,2.8,0.4,2.1,0.4,2,0,1.3,0,1.6,0,2.3,0,2.2,0.8,1.4,1,1.3
2009,51393,0,0,0,0,0,0,0,0,0,0,0,1.2,1.4,0.5,2.3,0,2,0.4,3,0.3,2.3,0.2,2,0.3,2,0.3,2,0.7,2.2,0.7,2
2010,51393,0,0,0,0,0,0,0,0,0,0,0,0.9,1,0.2,1.1,0,1.6,0.3,1.6,0.2,1.8,0,1.4,0,1.4,0,2.1,0.5,2.6,1,2.8
2011,51393,0,0,0,0,0,0,0,0,0,0,0,0.9,1.8,1,1.4,0.8,2,0.2,2.1,0.7,1.6,0,1.3,0,1,0.6,2,0.7,1,1,1.3
2012,51393,0,0,0,0,0,0,0,0,0,0,0,1,1.3,0,0,0,1.4,0.1,1.4,0,1,0,1.4,0,1.8,0.5,2,0.6,1.7,1,2
2013,51393,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,1,1.5,0.5,1.8,0.1,2,0,0.5,0.2,1.8,0.2,1,0,2,1.5,2.1
2014,51393,0,0,0,0,0,0,0,0,0,0,0,1,2.7,0.6,2.8,0.1,2.1,0,2,0.6,2.5,0.1,0.7,0.6,1.9,0,1.7,0.2,1.8,0.9,2.1
2015,51393,0,0,0,0,0,0,0,0,0,0,0,0.4,2.3,0,1,0.3,1.8,0.1,2.7,1,1,0.3,2,0.6,2.2,0.6,2,0.1,2.9,0.9,2.9
2016,51393,0,0,0,0,0,0,0,0,0,0,0,1.1,1.4,1.4,2.2,1.7,2,1,1.3,0,1.2,0,1,0,1.6,1.1,1.1,1,1,0.2,1.4
2017,51393,0,0,0,0,0,0,0,0,0,0,0,0,2,1.4,2.1,1.2,1.9,0,2.6,1,1.1,0.6,2.6,0,2.5,1.1,2.5,0.6,2.2,1,2.2
1981,51395,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0.3,0,1.6,0.4,1.5,0,0,0,0.6,0,0.4,0.1,3.3,0.8,2.3,1.5,2.5
1982,51395,0,0,0,0,0,0,0,0,0,0,0,1,2.7,0,1.1,0,0.4,0.4,1.2,0,0.9,0,0.9,0,1.3,0.2,1.5,0.1,1,0.2,2.6
1983,51395,0,0,0,0,0,0,0,0,0,0,0,0.2,2.9,0,1.4,0,0.5,0.1,1.4,0,0.4,0,0,0,1.1,0,0.7,0.8,2.8,1,1.6
1984,51395,0,0,0,0,0,0,0,0,0,0,0,1.3,2.7,0,2.3,0.7,2.1,0,1,0,0.9,0,0.5,0.2,1.4,0.2,2.9,0.1,2.3,1,1.3
1985,51395,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0.2,0.1,0.8,0.1,1.6,0,0.5,0.3,1.2,0.1,2.1,0.1,1.6,0,2.3,1,2.5
1986,51395,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0.2,0,0.9,0.4,2.5,0,1.6,0.1,1.3,0,1.3,0.2,1.8,1.3,2.1,1.1,2.9
1987,51395,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,2.7,0,0,0.1,1.3,0.9,1.4,0,1.3,0.6,2,0,1.6,0.4,2.3,1,1.2
1988,51395,0,0,0,0,0,0,0,0,0,0,0,0.5,1.9,0,1,0.8,1.9,0.5,1.6,0,0.9,0,0,0,0.4,0,1.1,0,2.1,0.8,1.8
1989,51395,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.3,1.3,0,0.6,0.2,2.3,0,0.6,0,1.3,0,1.5,0.1,1.8,0.9,1.5,0.3,1.8
1990,51395,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.2,0,1.3,0.3,2.3,0,1.2,0,1.9,0.2,1.7,0,2.4,0.8,1.7,1,2.1
1991,51395,0,0,0,0,0,0,0,0,0,0,0,0.4,2.2,0.1,1.5,0,0.2,0,0.6,0.1,1.8,0,0.4,0.3,1.3,0,1.6,1,1.6,0.9,2.3
1992,51395,0,0,0,0,0,0,0,0,0,0,0,1.1,2.3,0.5,1,0,1.6,0,0.5,0,0.5,0,0.8,0.3,1,0,1.2,1,2,0.1,1.9
1993,51395,0,0,0,0,0,0,0,0,0,0,0,0.9,2.5,0.8,1.3,0,0.3,0.3,1.1,0,2.2,0,1.9,0,1.9,0.1,1,0.9,1.3,0.5,2.8
1994,51395,0,0,0,0,0,0,0,0,0,0,0,0.2,1.5,0,0.8,0,0.5,0,0.2,0,0.2,0,1.6,0.1,1.5,0.3,1.4,0,1.2,1,2
1995,51395,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,1.1,0.3,1.4,0,1.5,0,0.4,0,1.1,0.1,0.6,0,1.1,0,1.3,1.2,2.3
1996,51395,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1.8,0,0.5,0.3,1.5,0,1,0,0.7,0,0.7,0.1,1.4,0,1.7,0.6,3.3
1997,51395,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.4,0,2,0.1,1.7,0.2,1.6,0.2,0.9,0.5,2.7,0,1.6,0,1,0.4,2.7
1998,51395,0,0,0,0,0,0,0,0,0,0,0,0.9,2.8,0,2.2,0,0.8,0.4,1.4,0,0.7,0,0.4,0,0.5,0,0.6,1,1.5,1.2,2.7
1999,51395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2,0.1,1.6,0.3,2.1,0.1,1.1,0,0.8,0.1,1.6,0,0.4,0,1.7,1,2
2000,51395,0,0,0,0,0,0,0,0,0,0,0,0.6,3.1,0,1.1,0.6,0.9,0.4,1.5,0,1,0,0.6,0.3,2.2,0,0.9,0,1.9,0.8,1.7
2001,51395,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.4,1.1,0,0.5,0.1,0.8,0,1.3,0,1,0.2,0.6,0.1,1.3,0.4,1.3,0.9,1.9
2002,51395,0,0,0,0,0,0,0,0,0,0,0,0.3,1.4,0,1.1,0,1.2,0.1,2,0.2,2.1,0,0.9,0.2,1.9,0,0.7,0,2,0.8,1.1
2003,51395,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0.8,1.2,0,1.2,0,0.5,0,1.3,0,0.3,0,1.4,0,1.5,0.7,2.1,1.5,2.2
2004,51395,0,0,0,0,0,0,0,0,0,0,0,1,2.1,0,0.6,0.9,1,0.4,2,0.9,1.5,0,0.3,0.3,1.2,0.1,2.7,0,2.6,0.4,2.7
2005,51395,0,0,0,0,0,0,0,0,0,0,0,0.1,1.9,0.1,1.1,0,0,0,2.2,0.5,1.1,0,1.7,0.4,2.1,0,1.4,1,1.6,1,1
2006,51395,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0.5,0,0.6,0,1.1,0.4,1.9,0.2,1,0,1.1,0.9,1.2,0.5,1.3,0.1,2.9
2007,51395,0,0,0,0,0,0,0,0,0,0,0,0.6,3.1,0,1.8,0.1,1.7,0,1.3,0.1,0.8,0,0.2,0,0.3,0.1,1.8,0.5,2,0.9,2.3
2008,51395,0,0,0,0,0,0,0,0,0,0,0,0.1,2.2,0,2.1,0.1,1.1,0.6,1.8,0,0.2,0,0.2,0,0.5,0,0.6,0.8,1.2,1,1.9
2009,51395,0,0,0,0,0,0,0,0,0,0,0,1.2,2,0.1,0.7,0,1.6,0.1,2.5,0.6,2.6,0,1,0.1,1,0,1.4,0.4,2.1,0.7,1.9
2010,51395,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0.6,0,0.7,0.1,0.8,0,1.4,0.1,1.4,0,0.5,0,0.8,0.1,2.3,0.4,2.3
2011,51395,0,0,0,0,0,0,0,0,0,0,0,0.3,1.8,0.4,1.5,0.1,0.8,0,0.4,0.1,0.5,0,0.3,0,0.2,0,0.9,0.4,0.9,0.9,2
2012,51395,0,0,0,0,0,0,0,0,0,0,0,1.4,1.7,0,0,0,0.7,0,0.4,0,0.6,0,0.3,0,0.3,0.2,1.1,0.3,1.4,0.6,1.7
2013,51395,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0.1,0.8,1.8,0.1,0.8,0.2,1.3,0,0.2,0,0.2,0,0.2,0,1.7,1.1,2.2
2014,51395,0,0,0,0,0,0,0,0,0,0,0,0.9,2.1,0,2.1,0,0.6,0,1.5,0.2,1.5,0,0.1,0,0.7,0,0.4,0,1.2,0.6,2.6
2015,51395,0,0,0,0,0,0,0,0,0,0,0,0.9,1.6,0,0.8,0,0.9,0,0.9,1,1,0.2,1.1,0.1,1.1,0,1.2,0,1.5,0.6,2.4
2016,51395,0,0,0,0,0,0,0,0,0,0,0,1,2.1,0.7,2.6,1.4,2,0.9,1.9,0,0.2,0,0.7,0,0.4,0.6,1.7,0.9,1.3,0,1.1
2017,51395,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1,1.6,0.6,2.4,0,0.6,0.7,1.3,0.3,2.3,0,1.6,1,2,0.4,2.7,0.9,1.5
1981,51396,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,0.7,0,1.3,0,0.2,0,2.1,0,0.2,0,2.2,0.3,2.3,0.3,3.1
1982,51396,0,0,0,0,0,0,0,0,0,0,0,1,2.6,0,0.8,0,0,0,1.4,0,1.6,0,0.7,0,1,0,0.3,0,1,0,2.7
1983,51396,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0.9,0,0.8,0,1.4,0.4,1.6,0,0.2,0,0.2,0,0,0,1.6,0.6,2.4
1984,51396,0,0,0,0,0,0,0,0,0,0,0,0.9,2.8,0,0.9,0.2,2.3,0,1.8,0,1.2,0,0.4,0,1,0,2,0,1,1,1
1985,51396,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.3,0.2,1.3,0,0.5,0,1.3,0,1.2,0,0.7,0,1.5,0.1,3.1
1986,51396,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,1,1.2,0,2,0,1.7,0,1.2,0,1.3,0,1.4,0.7,1.2
1987,51396,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.7,0,0,0,1.7,0.4,2.3,0,1.7,0.2,1,0,0.2,0.1,0.2,1,1
1988,51396,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.3,0.5,1.5,0.2,1.2,0.1,1.2,0,0.4,0,0.2,0,0.2,0,1.4,0.2,2.5
1989,51396,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,0,0.3,0.2,2.4,0,1.6,0,0.9,0,1.6,0,0.4,0.3,1,0,0.9
1990,51396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.8,2,0,1.7,0,1.1,0,0.9,0,1.1,0.1,2.2,0.8,1.9
1991,51396,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0,0.3,0,0,0,1.2,0.3,2,0,0.5,0,1,0,1.1,0.2,1.7,0.6,2.1
1992,51396,0,0,0,0,0,0,0,0,0,0,0,1,1.7,0,1,0,0,0,0.4,0,1.6,0,1.1,0,1.2,0,0,0.5,1.2,0,1
1993,51396,0,0,0,0,0,0,0,0,0,0,0,0.3,2.3,0,1.1,0,0,0,0.4,0,3.2,0,1.3,0,1,0,0.6,0.2,1.3,0.2,2.4
1994,51396,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0.3,0,0.6,0,1.1,0,0.6,0,0.3,0,0.2,0.8,2.6
1995,51396,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0.1,0,0,0,0.7,0,0.6,0,0.6,0,0,0,0,0,0.7,0.3,2.7
1996,51396,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0.4,0,2,0.1,1.4,0.2,1.5,0,0.2,0,0.3,0,1,0,3.7
1997,51396,0,0,0,0,0,0,0,0,0,0,0,1,1.8,0,0,0,1.3,0,0.6,0.2,2.3,0,1.1,0.1,2.7,0,0.4,0,0,0,0.5
1998,51396,0,0,0,0,0,0,0,0,0,0,0,0.3,2.2,0,0.5,0,0.7,0,2,0,0.8,0,1,0,0,0,0,0.7,1.5,0.9,3.1
1999,51396,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.3,0,0.3,0.5,1.8,0.2,1.2,0,0.4,0,0.4,0,0.2,0,0.2,0.1,1.2
2000,51396,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0.1,0,0.6,0.9,1.1,0,2,0.2,1.3,0,1.2,0,0.7,0,1,0,1.3
2001,51396,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.2,1.7,0,0.7,0,0,0,0.2,0,1.2,0.3,2.7
2002,51396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.4,0.8,0,2.7,0,1.7,0,0.7,0,0.3,0,0,0,1.2
2003,51396,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.2,1,0,0,0,0.3,0,1.5,0,1.2,0,1,0,0.3,0,0.4,0.8,1.9
2004,51396,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0.3,1,0,1.8,1,1.5,0,0.7,0,0.3,0.2,0.9,0,2.1,0,1.2
2005,51396,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.2,0,0.3,0,1.8,0.2,1.1,0,0.4,0.3,1.7,0,0.5,0.4,1.9,1,1.2
2006,51396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,1.8,1,1,0,0.3,0.1,1.1,0,0,0,1
2007,51396,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,1.4,0,0.3,0.7,1,0.2,0.5,0,0.2,0,0,0,0.5,0.1,0.4,0.7,2.7
2008,51396,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,1.3,0,0.2,0.9,1.1,0,0.9,0,0.2,0,0,0,0,0.7,1.2,0.2,2.7
2009,51396,0,0,0,0,0,0,0,0,0,0,0,0.7,2,0,0,0,1.2,0.2,2.2,0.7,2.9,0.2,1.5,0,0,0,0.8,0,0.8,0,1.1
2010,51396,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8,0,0.4,0,0.6,0.3,1.9,0,1.1,0,0.4,0,0.3,0,1.6,0.6,2
2011,51396,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.9,0,0.1,0,0.2,0.2,1.2,0,0.3,0,0,0,0,0,0.6,0.3,2.3
2012,51396,0,0,0,0,0,0,0,0,0,0,0,0.8,1.9,0,0,0,0,0,0.5,0,1,0,0.6,0,0,0,0.1,0,0.2,0,0.8
2013,51396,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,1.1,0,1.5,0.9,1.3,0,1.2,0,0,0,0.2,0,1.2,0.9,1.6
2014,51396,0,0,0,0,0,0,0,0,0,0,0,0.2,2.8,0,0.8,0,0.1,0.3,1.2,0,1,0,0.5,0,0.4,0,0,0,0.3,0.4,3.1
2015,51396,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.2,0,0,0,0.2,1,1.1,0.2,1.8,0,0,0,0.3,0,0.1,0,2
2016,51396,0,0,0,0,0,0,0,0,0,0,0,1,2.3,1,2.8,1.2,2,0.4,2.2,0,0,0,0.6,0,0,0.5,2,0.4,2.4,0.8,1.2
2017,51396,0,0,0,0,0,0,0,0,0,0,0,0.2,2,1.6,1.8,1,2.2,0.2,0.9,0.7,1.1,0.3,2.3,0,0.7,1,2,1,1,0.6,1.1
1981,51398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.4,0,0,0,0.5,0,0.1,0,2.3,0.1,2.8,0.5,3.5
1982,51398,0,0,0,0,0,0,0,0,0,0,0,1,2.7,0,0.9,0,0,0.1,1.2,0,0.4,0,0.4,0,1.1,0,0.4,0,1,0.4,2.2
1983,51398,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0.6,0,0.1,0,0.5,0,0.7,0,0,0,1.1,0,0.2,0.7,2.5,1,2.5
1984,51398,0,0,0,0,0,0,0,0,0,0,0,1.6,2.3,0,1.2,0.3,2.3,0,1.3,0,0,0,0,0,1.1,0,2.2,0,1.4,1,1
1985,51398,0,0,0,0,0,0,0,0,0,0,0,1,1.3,0,0,0,0.2,0,1.2,0,0.1,0,1,0,1.1,0,1.2,0,1,0.4,2.6
1986,51398,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0.3,3.1,0,1.8,0,1.3,0,1.6,0,1.6,0,1.2,1,2.2
1987,51398,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,2.1,0,0,0,1.3,0.3,1.6,0,1,0.1,1.4,0,0.4,0,0.5,1,1
1988,51398,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0.6,0.2,1.3,0.4,1.3,0,0.3,0,0,0,0,0,0.8,0,1.8,0.8,1.9
1989,51398,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.2,1.2,0,0.3,0,2.5,0,0.6,0,0,0,1.3,0,0.5,0.7,1.3,0,1.4
1990,51398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,2,0,1.2,0,0.3,0,1.3,0,1.4,0.3,2.1,0.6,2.1
1991,51398,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.3,0,0,0,0.9,0,2.7,0,0.2,0,1,0,1.3,1,1.6,0.2,2
1992,51398,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0,1,0,0.4,0,0,0,0.5,0,0,0.2,0.8,0,0.5,0.6,1.7,0,1.2
1993,51398,0,0,0,0,0,0,0,0,0,0,0,0.7,2.7,0.2,1.5,0,0,0,0.5,0,2.2,0,1.4,0,1.3,0,0,1,1.1,0.2,2.3
1994,51398,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.1,0,1.3,0,0.5,0,1.1,0,0,0.8,2
1995,51398,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0.4,0,0.4,0,0,0,0.2,0,0.1,0,0.1,0,0.2,0.7,2.4
1996,51398,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1,0,0.3,0,1,0,1.4,0,1,0,0.2,0,0.7,0,1.1,0,4
1997,51398,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.1,0,1.2,0,0.6,0.2,2,0.1,0.2,0.3,3.5,0,0.5,0,0.2,0.2,2.1
1998,51398,0,0,0,0,0,0,0,0,0,0,0,0.4,2.8,0,0.9,0,0,0,1,0,0.7,0,0.2,0,0.2,0,0.2,1,1.2,1,3
1999,51398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,0.1,1.1,0,1.2,0.3,0.9,0,0.2,0,1.4,0,0.2,0,0.9,0.1,1.3
2000,51398,0,0,0,0,0,0,0,0,0,0,0,0.2,2.4,0,0.3,0.1,0.8,0.2,1,0,1.4,0,1.3,0.2,1.1,0,0.6,0,1.6,0.4,1.6
2001,51398,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.1,0.1,0,0.1,0,0.7,0,1,0,0.7,0,0.2,0,0.8,0,1.1,0.8,1.7
2002,51398,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.2,0,0.6,0,0.8,0,1.4,0,0,0,1,0,0.2,0,0.7,0.2,1
2003,51398,0,0,0,0,0,0,0,0,0,0,0,0.2,1.9,0.5,1.3,0,0.2,0,0.2,0,0.8,0,0.3,0,0.5,0,0.9,0.4,1.5,1.3,2.7
2004,51398,0,0,0,0,0,0,0,0,0,0,0,0.1,2.3,0,0.1,0.4,1,0.1,1.8,0.6,1.4,0,0,0,0.4,0.2,2,0,2,0.1,2.2
2005,51398,0,0,0,0,0,0,0,0,0,0,0,0.1,1.4,0,0.4,0,0,0.1,1.3,0,1.3,0,1.4,0.4,2.4,0,0.3,1,1.2,1,1
2006,51398,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0.1,0,2,0.2,1.2,0,0.2,0.4,1.5,0,0.2,0.1,1.7
2007,51398,0,0,0,0,0,0,0,0,0,0,0,0.3,3,0,1.8,0,1,0,1,0,0.4,0,0,0,0,0,1.2,0.6,1.5,0.7,2.3
2008,51398,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.1,0.1,0.8,0,2,0,0.2,0,0,0,0,0,0.1,0.2,1.1,0.8,2.6
2009,51398,0,0,0,0,0,0,0,0,0,0,0,0.5,2.1,0,0.2,0,1.1,0.1,1.9,0,2.8,0,0.3,0,0.1,0,1,0.2,1.9,0.1,1.7
2010,51398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,0,0.1,0,0,0,1.3,0,0.4,0,0.2,0,0,0,1.5,0.4,2
2011,51398,0,0,0,0,0,0,0,0,0,0,0,0.1,1.9,0.2,1.4,0,0.1,0,0,0,0.1,0,0.1,0,0.4,0,0,0.1,0.4,0.1,2.8
2012,51398,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.1,0,0,0,0.7,0,0.3,0,0,0,0.5,0,0.5,0.2,1.1
2013,51398,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0.3,1.2,0,0.3,0.4,1.2,0,0.6,0,0.1,0,0.4,0,1.3,0.8,2
2014,51398,0,0,0,0,0,0,0,0,0,0,0,0.7,2.4,0,1.7,0,0,0,0.9,0.1,0.8,0,0,0,0.2,0,0.1,0,1,0,2.7
2015,51398,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0.7,0,0.1,0,0.2,1,1,0,0.8,0,0.1,0,1,0,1,0,1.6
2016,51398,0,0,0,0,0,0,0,0,0,0,0,1,2.5,1,2.5,1.2,2,0.4,2.2,0,0.1,0,0.3,0,0.2,0.3,1.4,0.8,1.2,0.2,1
2017,51398,0,0,0,0,0,0,0,0,0,0,0,0,2.1,1,1.6,0.2,2.2,0,0.1,0.8,1.2,0.1,2.3,0,1.7,1,2,1,1,0.7,1.3
1981,51402,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,1,0,1.5,0,0,0,0.5,0,0.7,0,2.8,0,3,0.2,3.8
1982,51402,0,0,0,0,0,0,0,0,0,0,0,1,2.7,0,0.7,0,0,0,1.7,0,1,0,0.7,0,1,0,0.4,0,1,0.5,1.7
1983,51402,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0.5,0,0.7,0,0.9,0,1.5,0,0,0,1,0,0.4,0.5,1.9,1,2
1984,51402,0,0,0,0,0,0,0,0,0,0,0,1.1,2,0,1.4,0.4,2.8,0,1.5,0,0,0,0,0,0.7,0,2.4,0,1.2,1,1
1985,51402,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.4,0,0.2,0,1,0,1,0,1.7,0,0.7,0.4,2.8
1986,51402,0,0,0,0,0,0,0,0,0,0,0,0.2,2,0,0,0,0,0,3.2,0,2,0,2.5,0,1.2,0,2,0,1.4,1,2.4
1987,51402,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,1.7,0,0,0,1,0.7,1,0,1,0.4,1.4,0,0.2,0,0.7,1,1
1988,51402,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0.4,0.4,1.7,0.4,1.5,0.3,0.5,0,0,0,0,0,1,0,1.7,0.7,1.8
1989,51402,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.2,1.2,0,0.4,0,2.7,0,0.9,0,0,0,1.5,0,0.4,0.7,1,0,1.1
1990,51402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,1.8,0,1,0,0.2,0,1.2,0,1.6,0.2,2.2,0.7,2
