year,code,ASAL,HeatWDays_Mar,HeatWDays_Apr,HeatWDays_May,HeatWDays_Jun,HeatWDays_Jul,HeatWDays_Aug,HeatWDays_Sep,HeatWDays_Oct,HeatWDays_Nov,HeatWDays_Dec,DrySpell10_Mar,DrySpell4_Mar,DrySpell10_Apr,DrySpell4_Apr,DrySpell10_May,DrySpell4_May,DrySpell10_Jun,DrySpell4_Jun,DrySpell10_Jul,DrySpell4_Jul,DrySpell10_Aug,DrySpell4_Aug,DrySpell10_Sep,DrySpell4_Sep,DrySpell10_Oct,DrySpell4_Oct,DrySpell10_Nov,DrySpell4_Nov,DrySpell10_Dec,DrySpell4_Dec
1991,51402,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.7,0.5,2.1,0,0.2,0,1,0,1,0.5,2,0.2,2
1992,51402,0,0,0,0,0,0,0,0,0,0,0,1,2.2,0,1,0,0.8,0,0,0,0.5,0,0,0.4,1,0,0.7,0.4,1.8,0,1.1
1993,51402,0,0,0,0,0,0,0,0,0,0,0,1,2.3,0.2,1.8,0,0,0,1.2,0,2.1,0,1.4,0,1.2,0,0.2,1,1.2,0.2,2.2
1994,51402,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.5,0,0,0,0,0,0.4,0,1.5,0,0.6,0,1.4,0,0,0.8,2
1995,51402,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.2,0,0.6,0,0.8,0,0.2,0,1,0,0.2,0,0.2,0,0,0.2,2.5
1996,51402,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0.7,0,0.2,0,0.7,0.3,1.3,0,1.2,0,0.4,0,0.5,0,1.2,0,3.7
1997,51402,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.4,0,1.2,0,0.4,0,2.2,0,0.7,0.6,3.2,0,0.5,0,0.2,0.2,1.9
1998,51402,0,0,0,0,0,0,0,0,0,0,0,0.4,2.2,0,0.4,0,0.2,0,0.8,0,1.5,0,0,0,0,0,0.2,1,1.4,1,3
1999,51402,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,0.4,1,0,1,0,0.8,0,0.2,0,1.5,0,0.2,0,1.2,0,1.7
2000,51402,0,0,0,0,0,0,0,0,0,0,0,0.4,2.2,0,0,0,1,0.3,1.2,0,1.8,0,1,0.4,1,0,1,0,1.7,0.4,1.6
2001,51402,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0.2,0,1,0,1,0,0.5,0,0.4,0,1,0,1.2,1,1.2
2002,51402,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,0.4,0,0.6,0,1.9,0,1,0,1,0,0.4,0,0.7,0.2,0.9
2003,51402,0,0,0,0,0,0,0,0,0,0,0,0.2,1.3,0,2,0,0,0,0.3,0,1,0,0.5,0,0.4,0,1,0.2,2.1,0.6,2.5
2004,51402,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,1,1,0,2,0.8,1.2,0,0.2,0,0.7,0.2,1.4,0,2.2,0.4,2.1
2005,51402,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0.6,0,0,0,2,0,1.5,0,1.4,0.4,2.6,0,0.7,0.8,1.6,1,1
2006,51402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,2.2,0,1.8,0,0.3,0.4,1.6,0,0.5,0,1.2
2007,51402,0,0,0,0,0,0,0,0,0,0,0,0.2,2.7,0,2,0,1.4,0,1,0,1,0,0,0,0.7,0,1.2,0.2,2.2,1,2.3
2008,51402,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1.2,0.3,2,0,0.5,0,0,0,0,0,0.2,0.2,1,0.7,3.1
2009,51402,0,0,0,0,0,0,0,0,0,0,0,0.7,2,0,0.2,0,1,0,2.9,0,2.5,0,0.5,0,0,0,1.5,0.5,1.4,0.2,1.9
2010,51402,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0,0,0,0,0,1.3,0,0.5,0,0.2,0,0.3,0,2,0.5,2
2011,51402,0,0,0,0,0,0,0,0,0,0,0,0.2,1.8,0.4,1.6,0,0.2,0,0,0,0.5,0,0,0,0.7,0,0,0,0.4,0,2.5
2012,51402,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0.2,0,0,0,0.3,0,0,0,0,0,0.9,0,0.6,0.2,1.5
2013,51402,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0.5,1.7,0,0.7,0.6,1.4,0,0.3,0,0.2,0,0.9,0,1,0.6,2
2014,51402,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0,2.5,0,0,0.3,1,0,1.5,0,0,0,0.7,0,0,0,1,0,2.6
2015,51402,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0.8,0,0.2,0,0,1,1,0,1.2,0,0,0,1,0,0.7,0,1
2016,51402,0,0,0,0,0,0,0,0,0,0,0,1.2,2.3,0.8,2.8,1,2,0.7,2.3,0,0,0,0,0,0.2,0.4,2,1,1.5,0.5,1
2017,51402,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1,2.2,0.4,3.1,0,0,1,1,0,2,0,1.7,1,2,1,1,0.6,1.2
1981,68769,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,1.7,0.2,1.4,0,0,0,0.2,0,1.1,0.1,3.9,0.3,2.7,1,2.8
1982,68769,0,0,0,0,0,0,0,0,0,0,0,0.8,2.9,0,1.3,0,0,0.3,2.2,0.1,1.3,0,1.2,0,1.2,0,1.4,0.1,1.1,0.6,2
1983,68769,0,0,0,0,0,0,0,0,0,0,0,0.1,3.7,0.2,1.2,0,1.1,0.4,1.6,0,1.2,0,0,0,1.6,0,1.2,0.8,2.2,0.8,1.7
1984,68769,0,0,0,0,0,0,0,0,0,0,0,1.2,1.7,0,1.5,1.1,2.7,0,1.3,0,1.1,0,0.3,0,2,0.6,2.8,0,2,1,1
1985,68769,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0,0,0,0.4,0.3,2.2,0.2,1,0.2,1.4,0,0.8,0,2.1,0,1.8,1.3,2.5
1986,68769,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0.2,0,0.9,0,2.8,0.1,2,0,2.7,0.3,1.8,0.4,2,0,2.5,1.3,2.5
1987,68769,0,0,0,0,0,0,0,0,0,0,0,0.7,2,0,2.3,0,0,0,1,1,1.2,0.4,1.1,1,1.8,0.1,2.1,0.1,2,1,1
1988,68769,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,1,1,2,1,1.8,0,0.5,0,0,0.1,0.2,0.1,1.9,0,2.1,1,1.8
1989,68769,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.5,1.6,0,1.4,0,3.2,0,1.2,0,0.6,0.1,1.4,0,2,0.9,1.1,0.4,2
1990,68769,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,0.1,1.8,1,2.4,0,1.7,0,2.2,0.6,1.8,0.4,2.3,0.6,2.2,1,2.2
1991,68769,0,0,0,0,0,0,0,0,0,0,0,0.6,2.3,0.1,0.5,0,0.6,0,1.2,0.7,1.9,0,0.6,0.2,1.2,0.1,1.6,0.8,2,0.9,2
1992,68769,0,0,0,0,0,0,0,0,0,0,0,1.1,2.8,0.7,1,0.3,2.5,0,1.9,0,0.3,0,0.1,1,1,0,1.7,1,1.6,0.1,2.5
1993,68769,0,0,0,0,0,0,0,0,0,0,0,1.1,2.3,0.6,1.5,0,0.2,0.7,1.2,0,1.9,0,2.6,0.1,1.8,0,1.4,1,1.3,0.8,2.2
1994,68769,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.1,0.6,0,0.5,0,1,0,1.2,0,2.1,0.5,1.8,0.9,2.3,0,1,0.8,2.5
1995,68769,0,0,0,0,0,0,0,0,0,0,0,0.1,1.8,0,0.9,0.4,1.7,0,1.3,0.2,0.9,0.1,1.9,0.7,1.1,0.2,1.4,0,0.6,1.3,2.4
1996,68769,0,0,0,0,0,0,0,0,0,0,0,0.3,2.2,0.1,2,0,1.3,0.2,1.3,0.1,1.3,0,0.9,0.1,1.4,0,1.4,0,1.9,0.3,3.7
1997,68769,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2.5,0.3,1.4,0.7,2.2,0.7,1.2,0,3.4,0,1.3,0,1.2,0.6,2.2
1998,68769,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,1.9,0,0.8,0.4,1.1,0,1.5,0,1,0,0.8,0,0.6,1,2.1,1.1,2.7
1999,68769,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.4,1,1.7,0.3,1.9,0,0.4,0.1,1,0.1,2.2,0.1,0.7,0,2.4,0.7,1.5
2000,68769,0,0,0,0,0,0,0,0,0,0,0,0.8,2.7,0,0.9,0.3,1.3,0,2,0,1.2,0,1.4,0.6,2.4,0,1.2,0,2,1,1.4
2001,68769,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.4,0.1,0.9,0.2,1.2,0,1.5,0,1,0.2,1.7,0.1,1.1,1,1.8,1.1,1.6
2002,68769,0,0,0,0,0,0,0,0,0,0,0,0.2,1.5,0,1.6,0.2,1.2,0,2.2,0.8,2.2,0.1,1.7,0.3,1.8,0,2.1,0,2.2,0.5,1.6
2003,68769,0,0,0,0,0,0,0,0,0,0,0,0.8,1.5,0.3,1.7,0,0.8,0.2,1.4,0.2,1.2,0.2,1.2,0.2,1.2,0.1,1.4,0.6,3.1,1.4,2.3
2004,68769,0,0,0,0,0,0,0,0,0,0,0,0.6,2.4,0,0.3,1,1.1,0.7,2.2,0.6,1.9,0,0.2,0.3,1.2,0.5,2.3,0,2.6,1.4,2.6
2005,68769,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,1.7,0,0.2,0,1.8,0,2.1,0,1.5,1,2.1,0.2,1.7,0.9,2.1,1,1
2006,68769,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.5,0,1.5,0.4,0.9,0.3,2.7,0,1.5,0,1.5,1,1.6,0.2,1,0.4,1.8
2007,68769,0,0,0,0,0,0,0,0,0,0,0,0.8,2.9,0.1,2,0,2.5,0,1.7,0.4,1,0,0.3,0,1.1,0.2,2.3,0.8,2.2,1,2.1
2008,68769,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.8,0.4,1.8,0,2,0,0.5,0,1.4,0,1.4,0,1.3,0.8,1.5,1,1.7
2009,68769,0,0,0,0,0,0,0,0,0,0,0,1,1.8,0,1.5,0,1.1,0.2,2.9,0,2.3,0,1.5,0.2,1,0.1,1.8,0.8,2,0.8,2.2
2010,68769,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,0.8,0,1.1,0,0.9,0.1,1.2,0,0.8,0,0.9,0,1.1,0.2,2.8,0.6,2.4
2011,68769,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,1,1.1,0.4,1.5,0.1,0.6,0.2,0.8,0,0.5,0,1,0.2,1.2,0.7,1,0.4,2.6
2012,68769,0,0,0,0,0,0,0,0,0,0,0,1,1.3,0,0,0,1.3,0,0.8,0,0.3,0,0.2,0,1.4,0.1,1.8,0.1,1.5,0.8,1.9
2013,68769,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.6,2.3,0.1,1.2,0,1.9,0,0,0,1,0.1,1.2,0,1.7,1.6,2.2
2014,68769,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0,3.2,0,1.2,0,1.7,0.3,2.1,0,0.1,0.2,1.2,0,1,0,1.7,0.7,2.7
2015,68769,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0,0.8,0,1.3,0,1.8,1,1.2,0.1,1.8,0.1,2.1,0.2,1,0,1.6,0,2.5
2016,68769,0,0,0,0,0,0,0,0,0,0,0,1.7,1.9,0.5,2.9,1.1,2,1,1.8,0,0.4,0,0.2,0,1.2,1,1.3,1,1.2,0.2,1.2
2017,68769,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1.1,2.5,1,2.3,0,1.2,1,1.1,0.2,2.7,0,1.8,1,2,1,1,0.7,2.4
