year,code,name,ASAL,AvgTemp_MarMay,SDTemp_MarMay,Cum_DD_MarMay,HeatWDays_MarMay,MaxTemp_MarMay,AvgTemp_MarAug,SDTemp_MarAug,Cum_DD_MarAug,HeatWDays_MarAug,MaxTemp_MarAug,AvgTemp_OctDec,SDTemp_OctDec,Cum_DD_OctDec,HeatWDays_OctDec,MaxTemp_OctDec,SeasRain_MarMay,Prec2Months_MarMay,PrecStDev_MarMay,PrecCoefVar_MarMay,DrySpell_MarMay,DrSpell10_MarMay,DrSpell20_MarMay,MaxRain_MarMay,SeasRain_MarAug,Prec2Months_MarAug,PrecStDev_MarAug,PrecCoefVar_MarAug,DrySpell_MarAug,DrSpell10_MarAug,DrSpell20_MarAug,MaxRain_MarAug,SeasRain_OctDec,Prec2Months_OctDec,PrecStDev_OctDec,PrecCoefVar_OctDec,DrySpell_OctDec,DrSpell10_OctDec,DrSpell20_OctDec,MaxRain_OctDec
1998,51386,-999,0,16.8,0.7,1542.2,0,23.5,15.5,1.5,2851.6,0,21.8,15.7,0.5,1441,0,23.2,421.3,188.6,9.7,2.1,14.5,2.1,0.1,48,669.1,188.6,8.9,2.5,19.9,4.9,0.6,58.3,159.9,137.2,4.4,2.5,16.7,1.4,0.3,26.5
1999,51386,-999,0,16.1,0.9,1478.4,0,22.9,15.2,1.1,2805,0,21.9,15.3,0.7,1404,0,21.8,303.3,249.3,6.4,1.9,10.9,0.8,0,37.8,485.3,249.3,6.5,2.5,17.7,3.5,0.4,50.9,245.8,177,7.6,2.7,16.3,1.5,0.2,51
2000,51386,-999,0,16.8,0.7,1543.1,0,21.6,15.6,1.3,2877.4,0,21,15.7,0.5,1445.7,0,22.4,170.1,104.6,4.8,2.6,15.6,1.4,0.2,30.1,347,104.6,5,2.7,19.4,3.4,0.7,37.2,257.9,208,6.3,2.3,16.6,3,0.1,31.3
2001,51386,-999,0,15.6,0.5,1436.5,0,23.2,14.9,1,2733.9,0,21.8,15.6,0.6,1432.5,0,22.4,375.6,298.7,8.2,2,14.9,2.1,0,40.2,626.4,298.7,7.6,2.3,16.5,4.1,0.1,45.1,229.6,202.3,7.6,3.1,14.9,2.4,0.1,54.4
2002,51386,-999,0,16.1,0.8,1484.8,0,23.8,15.2,1.2,2798.8,0,21.9,15.5,0.7,1424.1,0,22.3,445.9,287.5,11.2,2.3,23.9,2.4,1.1,59.6,597.4,287.5,8.7,2.7,29.3,3.6,1.4,59.8,384.3,210.8,10.3,2.5,22.2,1.1,0.6,68.8
2003,51386,-999,0,16.6,1,1529.4,0,23.3,15.4,1.5,2838.4,0,21.9,15.8,0.7,1454.8,0,23.2,486.3,222,10.2,1.9,18.9,1.8,0.6,46.8,756.2,222,9.1,2.2,21.2,4.3,1,50.6,196.1,157.7,4.7,2.3,14.4,1.3,0.4,27.2
2004,51386,-999,0,16.4,1,1511.5,0,23.1,15.4,1.3,2838.1,0,21.7,15.8,0.6,1452.8,0,22.3,425.1,298,10,2.1,19.7,2.8,0.6,54.3,557.9,298,7.9,2.6,25.5,4.4,1.1,55,228.1,153.8,5.5,2.3,11,0.5,0.1,33
2005,51386,-999,0,16.8,1,1549.1,0,23,15.5,1.6,2858.9,0,22,16.4,0.6,1506.4,0,22.4,382.4,216.7,9.3,2.2,15.5,2.2,0,50,576.5,216.7,8,2.6,17.4,4.5,0.1,54.2,146.7,117.1,3.8,2.4,24.5,1.6,0.9,22.2
2006,51386,-999,0,16.3,0.8,1504.2,0,23.2,15.6,1,2864,0,21.6,15.8,0.6,1451.1,0,22.8,425.1,290.8,9.7,2.1,14.9,1.1,0.1,51.9,603.1,290.8,7.9,2.4,18.5,3.1,0.6,51.9,403.3,269.8,9,2.1,16.5,1.9,0.3,49.4
2007,51386,-999,0,16.4,0.7,1509.8,0,23.2,15.3,1.3,2816.8,0,22.1,15.7,0.4,1443.6,0,21.4,323.6,194.9,10.2,2.8,17.5,2.7,0.7,67.5,616.3,194.9,9,2.8,30.2,4.5,1.4,70.6,159,131.1,3.8,2.3,12.6,1.1,0.1,22.7
2008,51386,-999,0,16.1,0.8,1480,0,23.4,15.2,1.1,2799.6,0,21.8,15.9,0.7,1459.1,0,23.2,267.5,205,5.9,2,14.4,2,0,34.5,409.5,205,5.2,2.3,16.5,4.7,0.2,38.7,247,225.1,6.7,2.5,22.3,2.2,0.5,36
2009,51386,-999,0,17.2,1,1579.4,0,22.9,16.2,1.3,2973.4,0,21.8,16.3,0.6,1497.6,0,21.8,306.3,143.9,8.5,2.6,22.3,2,0.6,45.6,398.5,143.9,6.6,3.1,24.3,5.2,1,45.7,321.4,168.3,7.2,2.1,10.5,1.2,0,38.2
2010,51386,-999,0,16.6,0.6,1523.7,0,22.5,15.6,1.1,2879.4,0,21.7,15.9,0.5,1466.7,0,23.3,551.8,356.3,11.4,1.9,13.4,1.3,0,57.5,769,356.3,9.3,2.3,14.9,2.9,0.2,62,190.6,155.4,4.8,2.4,18.9,1.6,0.5,28.2
2011,51386,-999,0,16.8,0.8,1548,0,24,15.9,1.2,2923,0,22.8,15.6,0.6,1439.7,0,22.2,263.7,164.6,7.4,2.6,16.9,3.2,0.2,43.2,609.2,164.6,7.5,2.3,20.4,6,0.7,45.8,360.7,283.4,10.1,2.6,22.6,3.3,0.7,52.5
2012,51386,-999,0,16.4,1.1,1510.6,0,23.5,15.4,1.4,2827.6,0,22,15.8,0.7,1451.5,0,22.6,590.9,338.3,10.3,1.6,24.1,1.2,1,43.6,869.5,338.3,8.8,1.9,24.4,3.9,1.1,44.2,310.9,213.6,9.5,2.8,31.4,1.7,1,60.3
2013,51386,-999,0,16.4,1,1505.2,0,23,15.3,1.4,2807.2,0,21.8,-999,-999,-999,-999,-999,571.6,474.6,9.7,1.6,13.9,1.2,0,41.3,840.1,474.6,8.4,1.9,18,3.8,0.4,43,263.9,150.8,7.6,2.7,14.7,2.2,0,46.7
1981,51391,-999,0,22.2,1,2042.7,0,28.6,21.6,1,3983.4,0,27.5,22.3,0.6,2055,0,27.6,506.9,406.3,7.2,1.3,7.4,0,0,36.8,900.5,406.3,6.2,1.3,10.3,0.8,0,36.8,149.8,125.5,4.8,3,21.7,3.2,1.2,29.1
1982,51391,-999,0,22.9,1.1,2102.2,0,28.6,22,1.2,4047.6,0,27.7,21.4,0.7,1973.3,0,28.2,481,261.6,8.5,1.6,20.5,1,0.8,40.7,801.7,261.6,7.1,1.6,20.5,1.4,0.8,41.8,336.7,304.8,7.2,2,13.8,1.5,0.1,33.8
1983,51391,-999,0,23.5,1,2163.7,0,29,22.4,1.4,4120.3,0,27.9,21.7,0.5,1998.9,0,27.8,380.9,180,7.8,1.9,11.5,0.9,0,35.7,849.3,180,7.3,1.6,11.8,1.6,0,37.6,218.8,194.6,6.1,2.6,30.8,1.1,0.8,36.2
1984,51391,-999,0,23.3,0.8,2142.2,0,28.2,22.2,1.3,4091.5,0,27.3,21.8,0.6,2005.4,0,27.5,219,139.3,6.4,2.7,17.3,3.4,0.2,38.7,537.7,139.3,5.8,2,17.3,3.7,0.2,38.7,186.6,151.2,6.8,3.4,20,1.7,1,49.7
1985,51391,-999,0,22.2,1.2,2039.6,0,28.2,21.5,1.2,3955.6,0,27,22.2,0.7,2041.4,0,27.6,515.6,327.8,8.1,1.5,10.8,1.4,0,39.1,910.3,327.8,7.7,1.6,16.9,2.9,0.4,43.9,178.4,168.5,4.7,2.5,18.1,2.1,0.5,25.1
1986,51391,-999,0,22.5,1,2073.6,0,28.4,21.8,1.1,4007.8,0,27.3,22.4,0.7,2061.4,0,28.1,436.1,310.9,6.7,1.4,9.7,0.7,0,27.4,758.6,310.9,6.7,1.6,10.1,1.2,0,38.1,120.8,101.8,3.5,2.7,19.4,3.2,0.4,20
1987,51391,-999,0,23.2,1.2,2133.2,0,28.8,22.4,1.2,4112.8,0,27.7,22.8,0.7,2100.9,0,28.4,417.9,230.2,6.7,1.5,11.9,1.3,0,30.8,732.8,230.2,6.6,1.6,14.8,3.3,0,34.8,221.2,199.9,6.3,2.6,21.2,2.3,0.7,34.3
1988,51391,-999,0,23,1.2,2113.7,0,28.8,22,1.4,4046.1,0,27.7,21.8,0.6,2006.1,0,27.6,440.2,325.1,7,1.5,13.3,2,0,33.7,937.2,325.1,7.2,1.4,16.9,2.9,0.3,41.5,206,189.1,5.2,2.3,31.3,1,1,27.5
1989,51391,-999,0,22.1,1,2029.8,0,27.8,21.5,1,3955.2,0,27,22,0.5,2027.1,0,28.4,452.8,290.7,8,1.6,10.3,1.2,0,42.9,824.2,290.7,7.9,1.8,12.9,3,0,49.8,266.4,177.7,6.7,2.3,22.9,1.8,0.8,35.9
1990,51391,-999,0,22.2,0.7,2046.1,0,27.6,21.8,0.8,4004.7,0,27.2,22.1,0.7,2032,0,28.1,433.9,301.9,7.5,1.6,7.9,0.3,0,41.8,762.2,301.9,7,1.7,10.1,0.7,0,43.6,183.7,148.2,6.1,3.1,19.5,2.9,0.9,36.6
1991,51391,-999,0,22.9,0.9,2104.8,0,28.6,22,1.1,4056.3,0,27.4,21.8,0.8,2001.7,0,27.7,444.2,226.6,7.6,1.6,11.9,2.3,0,34.5,957.4,226.6,8.3,1.6,12.9,2.5,0,50.2,195.5,179.1,5,2.4,17,2.2,0,27
1992,51391,-999,0,23.3,1.2,2140.7,0,29.3,22.2,1.4,4078.9,0,27.8,21.9,0.5,2017.8,0,27.6,311.6,216.7,6.8,2,15.9,2.6,0,32,776.7,216.7,7,1.7,15.9,3,0,36.9,226.2,195.2,4.6,1.9,15.7,0.8,0.3,20.6
1993,51391,-999,0,22.6,0.8,2081.7,0,28.8,21.9,1,4036.7,0,27.6,22.6,0.5,2077.6,0,28.8,346,123.9,6.5,1.7,18.4,2,0.2,27.5,690.2,123.9,6.5,1.7,19.3,3,0.2,29.1,140.5,124.7,4.8,3.1,23.5,1.8,1,30.1
1994,51391,-999,0,22.8,0.9,2098.5,0,28.5,21.9,1.1,4037.9,0,27.3,21.9,0.6,2019.1,0,27.6,426.8,243.3,7.2,1.6,10.6,0.7,0,32.9,916.7,243.3,8.2,1.6,10.6,0.8,0,59.6,273.6,253.1,6.6,2.3,18.9,1.8,0.3,40.2
1995,51391,-999,0,22.9,0.7,2105.4,0,28.6,22.2,1,4082.5,0,27.7,22.1,0.5,2034.5,0,27.8,367.1,227.9,7.3,1.8,17,1.4,0.5,32.9,751.5,227.9,7.1,1.8,17,1.5,0.5,42.1,268.3,237,6.8,2.4,19.7,1.6,0.9,33.7
1996,51391,-999,0,22.8,0.8,2098.1,0,28.5,21.9,1.2,4023.8,0,27.1,22.4,0.7,2057.9,0,28,430.3,307.1,8.2,1.8,8.7,0.1,0,35.9,844.2,307.1,7.4,1.6,11.1,1.4,0,35.9,166.8,150.8,4.2,2.4,20.1,1.5,0.7,23.3
1997,51391,-999,0,22.6,1.5,2083.2,0,28.5,22.2,1.3,4080.3,0,27.7,21.9,0.8,2017.2,0,27,471.2,374.1,8.3,1.6,15,1.5,0,44,884.4,374.1,8.2,1.7,15.5,3.5,0.1,45.9,335.6,286.1,5.9,1.6,10.6,0.9,0,27.3
1998,51391,-999,0,23.6,0.8,2170.4,0,29.3,22.5,1.3,4141.3,0,28,22.3,0.4,2056,0,28.6,322.4,165.6,6,1.7,15.6,1.4,0.3,27.7,776.8,165.6,7.7,1.8,15.9,2.3,0.3,57.6,240.6,227.7,6.6,2.6,28,1.9,0.8,37.1
1999,51391,-999,0,22.5,0.8,2067.6,0,28.2,21.8,1,4008.7,0,27.3,21.9,0.6,2015,0,27.6,405.3,292.3,6.4,1.4,11.1,0.5,0,28.3,783.3,292.3,6.9,1.6,12.5,1.4,0,38.1,304.6,271.5,7.9,2.4,22.4,1.8,0.5,40.7
2000,51391,-999,0,23.2,0.6,2137.6,0,27.6,22.3,1.1,4107,0,27.2,22.2,0.7,2040.4,0,28.1,289.1,136.6,7.1,2.3,18.1,2,0.3,48.1,717.5,136.6,7.3,1.9,20.1,2.4,0.7,51.2,262.3,237.6,5.2,1.8,19.1,1.7,0.2,27.6
2001,51391,-999,0,22.3,0.7,2048.2,0,28.6,21.7,0.9,3985.6,0,27.4,22.3,0.6,2049.9,0,27.7,421.2,261.7,8.3,1.8,11.6,1.3,0,43.8,859,261.7,7.7,1.7,11.6,1.9,0,45.1,317.3,305.1,7.8,2.3,21.8,2.8,0.7,46.7
2002,51391,-999,0,22.5,0.8,2070.4,0,29.3,22,0.9,4040.9,0,27.8,22.1,0.7,2032.5,0,27.6,377.8,231.8,9,2.2,19.8,1.6,0.5,54,698.6,231.8,8.5,2.2,20.6,2.9,0.6,57.6,300.7,184.8,7,2.2,21,1.6,0.8,35.2
2003,51391,-999,0,22.9,1.3,2105.5,0,28.8,22.1,1.3,4057.6,0,27.6,22.5,0.7,2071.6,0,28.8,527.8,309.7,9.2,1.6,12.7,1.8,0,36.4,1037.8,309.7,8.8,1.6,13,2.5,0,42.1,154.5,110.4,4.7,2.8,22.6,2.5,1,31
2004,51391,-999,0,23,1,2113.7,0,28.4,22.2,1.1,4076.9,0,27.3,22.2,0.6,2044.1,0,27.6,390.4,268.9,7.1,1.7,15.5,2.8,0.1,31.6,715.9,268.9,7.6,2,24.2,4.2,1.2,47.2,269.9,232,7,2.4,18.1,2,0.7,40.1
2005,51391,-999,0,23.3,1.1,2146.3,0,28.6,22.3,1.4,4100.1,0,27.7,23,0.6,2112.1,0,27.9,382.1,182.6,5.8,1.4,9.5,1,0,24.5,728.7,182.6,7.9,2,15.5,2,0.2,57.6,161.9,144.5,5.2,3,27.2,2.4,1.9,31.5
2006,51391,-999,0,22.8,0.7,2093.8,0,28.5,22.3,0.8,4099.9,0,27.1,22.2,0.7,2046,0,28,430.4,309.3,7.2,1.5,9.7,0.2,0,30.1,781.1,309.3,7.4,1.7,10.4,0.7,0,42.8,403.9,325.9,9.1,2.1,17.6,2.2,0.1,41
2007,51391,-999,0,23.1,0.6,2123.4,0,28.5,22.1,1.2,4058.7,0,27.7,22.4,0.5,2064.3,0,27,420.5,252.4,9.5,2.1,18.4,1.8,0.4,45.4,970.1,252.4,9.2,1.8,18.4,2.3,0.4,50.7,137.6,112.5,4.4,3,16.1,2.3,0,30.3
2008,51391,-999,0,22.5,0.8,2069.7,0,29.3,21.9,0.9,4036.6,0,27.9,22.4,0.8,2057,0,28.6,316.3,179.5,6.9,2,11.5,0.7,0,38.2,796.3,179.5,7.5,1.7,13.3,1.5,0,44.2,301.9,296.3,7.3,2.2,22.5,2.1,1.6,37.3
2009,51391,-999,0,23.5,1,2158.9,0,28.2,22.9,1.1,4204.7,0,27.3,22.8,0.6,2101.6,0,27.6,393.2,222.9,8.7,2,25.7,1.3,0.8,45.3,695.3,222.9,9.1,2.4,25.7,2.9,0.8,74.3,312.5,175.5,7.3,2.2,11.5,2.7,0,40.7
2010,51391,-999,0,23.3,0.6,2141.5,0,28,22.6,0.9,4156.1,0,27.5,22.6,0.5,2081.5,0,28.4,549.8,301.1,8.6,1.4,12,0.6,0,43.7,967.4,301.1,8,1.5,12.1,1,0,43.7,229.7,184.4,5.4,2.2,15,2.4,0.3,28.4
2011,51391,-999,0,23.4,0.9,2157,0,29.4,22.6,1.2,4154.8,0,28.2,21.8,0.8,2005.5,0,27.2,366.1,230.1,8.1,2.1,20.9,1.3,0.8,41.5,917.2,230.1,8,1.6,20.9,1.9,0.8,41.6,398.7,366.8,8.9,2,27.7,2.3,1,57.3
2012,51391,-999,0,23,1,2113.7,0,28.8,22.2,1.1,4093.9,0,27.7,22.3,0.6,2053.4,0,27.8,585.6,303.3,8.5,1.3,22.6,1.2,0.8,38.7,1075.1,303.3,7.6,1.3,22.6,1.2,0.8,40.6,371,289.7,8.5,2.1,26.7,2,0.7,36.6
2013,51391,-999,0,22.9,1,2105.6,0,28.6,22.2,1.1,4082.5,0,27.7,-999,-999,-999,-999,-999,559.5,389.6,8.3,1.4,16.4,1,0.3,37.8,1055.1,389.6,7.8,1.4,17.6,1.7,0.3,43.3,322.2,264.2,6.2,1.8,14.6,2,0,34.2
1981,51393,-999,0,19.1,1,1754.3,0,25.9,18.4,1,3394,0,24.7,19,0.6,1752.4,0,24.8,560.1,455.5,8.4,1.4,7,0,0,41.3,989.4,455.5,7.2,1.3,9.9,0.9,0,41.3,118.6,89.9,3.3,2.6,19.2,3.2,0.8,16
1982,51393,-999,0,19.7,1.1,1812.6,0,25.8,18.9,1.2,3470.3,0,24.9,18.3,0.6,1682.2,0,25.5,490.3,269.6,8.6,1.6,17.8,1,0.5,39.5,831.4,269.6,7.7,1.7,18.3,2.5,0.5,40.4,346.1,280.9,7.8,2.1,13.9,2.1,0,35
1983,51393,-999,0,20.3,1,1870.2,0,26.3,19.2,1.4,3538.4,0,25.3,18.5,0.5,1702.6,0,25.1,317.5,173.6,8,2.3,15.2,1.5,0.2,41,807.2,173.6,7.7,1.8,15.5,2.3,0.3,45.5,237.4,195.4,6.5,2.5,25,1.3,0.7,37.8
1984,51393,-999,0,20.1,0.8,1850.5,0,25.4,19.1,1.3,3506.1,0,24.4,18.5,0.6,1699.3,0,24.7,175.3,129.1,5.6,3,19.2,3,0.3,35.1,504.3,129.1,5.9,2.2,19.2,3.4,0.3,40.5,186.4,143.9,5.5,2.7,20.2,1.9,1,32.7
1985,51393,-999,0,19.2,1.1,1764.3,0,25.8,18.4,1.2,3382.4,0,24.5,18.9,0.7,1741.2,0,24.8,577.9,381,8.6,1.4,13.8,1.1,0,37.1,949,381,8.4,1.6,17.3,3.2,0.5,42.7,147,131.1,3.7,2.4,16.4,2.3,0.3,20
1986,51393,-999,0,19.5,1,1791.6,0,25.7,18.6,1.2,3428.5,0,24.6,19.3,0.8,1771.1,0,25.4,405.8,283.8,6.4,1.5,10.8,0.4,0,24.1,715.3,283.8,6.6,1.7,10.9,0.9,0,33,122.3,93,3.3,2.5,13.4,3.1,0,16.6
1987,51393,-999,0,20.2,1.1,1861.7,0,26.2,19.3,1.3,3542.8,0,25,19.7,0.7,1811,0,25.5,417.5,230.1,7.2,1.6,13.1,1.2,0,33.8,746,230.1,6.6,1.6,15.8,3.2,0,35.9,213,188.2,6.2,2.7,23.4,2.2,1,36.1
1988,51393,-999,0,19.8,1.1,1822.4,0,26.1,18.9,1.3,3468.6,0,25.1,18.6,0.5,1707.4,0,24.8,436.8,335.6,7.3,1.5,12.2,1.5,0,41.4,886.8,335.6,7.2,1.5,17.5,2.5,0.2,42,170.3,144.9,4.4,2.4,24.2,1.7,0.6,21.4
1989,51393,-999,0,18.9,0.9,1741.2,0,25.2,18.3,1,3364.2,0,24.3,18.7,0.5,1722,0,25.5,428.9,294.5,7.7,1.7,10.3,1.3,0,34.9,823.4,294.5,7.9,1.8,13.7,3,0,42.2,251.9,159.2,6.2,2.3,18.2,2.3,0.4,35.1
1990,51393,-999,0,19,0.7,1746.5,0,24.7,18.5,0.8,3396.3,0,24.3,18.7,0.6,1724.6,0,25.2,448,324.8,8.1,1.7,11.1,0.8,0,40.7,745.1,324.8,7.6,1.9,13.3,2.8,0,47.5,167.4,114.7,6.4,3.5,19.2,3.4,1.1,39.3
1991,51393,-999,0,19.6,0.8,1805.8,0,25.9,18.8,1.1,3456.6,0,24.7,18.5,0.7,1705.4,0,24.9,345.3,205.9,6.4,1.7,11.7,1.8,0,27.9,835.8,205.9,8.1,1.8,12.9,2.4,0,53.1,169.6,138.7,4.5,2.4,16.4,2.4,0,23.7
1992,51393,-999,0,20.1,1.2,1847.2,0,26.6,18.9,1.5,3479.6,0,25,18.7,0.4,1719.1,0,24.6,311.4,223.2,7.7,2.3,17.5,2.7,0.1,42,772.7,223.2,7.8,1.9,18.9,3.2,0.3,44.5,218.9,178.6,4.6,1.9,12.7,1,0,23
1993,51393,-999,0,19.4,0.7,1789.3,0,26,18.7,0.9,3448.1,0,24.9,19.4,0.5,1786.4,0,26,298.4,111.7,5.9,1.8,18.7,2.1,0.4,26.8,634.5,111.7,6.5,1.9,22.2,3.1,0.6,36.1,123.8,100.8,3.7,2.8,21.2,1.7,0.9,21
1994,51393,-999,0,19.7,0.8,1808.7,0,25.8,18.8,1.1,3456,0,24.6,18.8,0.5,1727.4,0,24.8,504.1,296.3,9.9,1.8,14.2,1.2,0.3,49.3,1005.4,296.3,9.2,1.7,14.2,1.3,0.3,52.1,248.2,226.5,6.2,2.3,20.3,1.8,0.7,33.1
1995,51393,-999,0,19.7,0.6,1809.3,0,25.9,19,0.9,3492.2,0,25,18.7,0.5,1723.6,0,24.9,372.2,275.9,8,2,15,1.7,0.2,36.6,732.9,275.9,7.7,1.9,16.1,2.3,0.4,42.7,240.8,205.3,6.5,2.4,17.6,2.4,0.3,38.8
1996,51393,-999,0,19.7,0.7,1809.7,0,25.8,18.7,1.1,3447.8,0,24.4,19.1,0.7,1758.7,0,25.3,370.6,254.8,8.1,2,10.9,0.9,0,38.3,879,254.8,8.1,1.7,14.1,2,0,40.1,185.2,167.1,4.5,2.2,14.7,1.6,0.1,23.5
1997,51393,-999,0,19.6,1.5,1803.1,0,25.9,19.1,1.3,3507.2,0,25,18.8,0.6,1732.5,0,24.2,470.7,403.1,7.9,1.5,16.7,1.5,0.2,33,873.9,403.1,8.2,1.7,20.1,3.8,0.4,42.2,423.8,338.7,7.9,1.7,14.8,1.6,0,33.6
1998,51393,-999,0,20.3,0.7,1871.9,0,26.5,19.3,1.3,3549.5,0,25.1,19.1,0.4,1760.6,0,25.8,319.1,158.2,6.4,1.9,14.9,2,0.2,30.8,777.6,158.2,7.6,1.8,15.7,3.2,0.2,41.4,214.6,201.3,6.6,2.8,29.7,1.6,0.7,42.2
1999,51393,-999,0,19.4,0.8,1781.9,0,25.4,18.7,0.9,3443.7,0,24.6,18.7,0.6,1721.1,0,24.6,387.4,312.3,6.1,1.5,11.5,0.9,0,25.2,752.6,312.3,6.9,1.7,14.8,2.5,0.2,38.2,260.1,210.2,7.1,2.5,18.7,1.8,0.1,41.5
2000,51393,-999,0,20.1,0.6,1848.3,0,24.6,19.2,1.1,3528.7,0,24.3,19,0.6,1748.3,0,25.2,249.5,119.1,5.5,2.1,15.4,2.1,0.1,30.8,670.3,119.1,6.7,1.9,16.2,2.7,0.3,35.9,270.8,224.2,5.4,1.8,19.3,1.2,0.4,26.3
2001,51393,-999,0,19,0.6,1747.6,0,25.9,18.4,0.8,3392.8,0,24.7,19,0.5,1745.8,0,24.9,413.8,281,8.3,1.9,11.9,1.3,0,40.2,857.5,281,8,1.7,12,2.1,0,42,327.8,308.2,7.3,2,18.8,2.3,0.5,37.2
2002,51393,-999,0,19.4,0.7,1787.2,0,26.6,18.8,0.9,3454.3,0,25,18.8,0.6,1734.1,0,24.6,450.5,241.5,9.4,1.9,17.8,1.5,0.5,45,798.1,241.5,9.1,2.1,20,3.8,1.1,52.2,331.2,181,8.4,2.3,19.7,2,0.8,51.8
2003,51393,-999,0,19.9,1.1,1828.9,0,26,19,1.3,3489.1,0,24.9,19.3,0.6,1772.6,0,26,577.6,334.2,9.9,1.6,16.5,1.8,0.4,40,1061.5,334.2,9.5,1.6,17.3,3.4,0.4,42.5,183.5,128.6,5.2,2.6,21.8,2.4,1.2,27.6
2004,51393,-999,0,19.8,1,1823.6,0,25.7,19,1.1,3495.9,0,24.6,19.1,0.5,1754.6,0,24.8,465.8,349.1,8.8,1.7,18.7,2.5,0.6,38,790.4,349.1,9.1,2.1,29.8,4,1.2,60.8,244.1,196.2,6.1,2.3,14.5,1.6,0.2,31.3
2005,51393,-999,0,20.2,1,1858.5,0,25.9,19.1,1.4,3520.4,0,25,19.8,0.6,1820.8,0,24.9,459.2,218.5,7.5,1.5,10.3,1.4,0,34,849.3,218.5,8.8,1.9,15,2.4,0.1,52.5,146.3,117.8,4.7,2.9,24.6,2.9,1.1,32.1
2006,51393,-999,0,19.6,0.6,1806.9,0,25.8,19.1,0.8,3523.4,0,24.4,19.1,0.6,1757.6,0,25.3,454.3,327.4,8.3,1.7,9.2,0.6,0,38.3,838.4,327.4,8.4,1.8,13.3,1.4,0.1,52.3,457,343.2,10.1,2,18.3,2.7,0.7,51.6
2007,51393,-999,0,19.9,0.6,1829.7,0,25.9,18.9,1.1,3481.5,0,25,19.1,0.4,1760.1,0,24.2,400,244.9,9.3,2.2,18.1,2.4,0.5,43.9,947,244.9,9.3,1.8,18.4,3.2,0.6,47.4,136.3,109.5,4.1,2.8,16.7,2.4,0.2,25.6
2008,51393,-999,0,19.5,0.7,1791.4,0,26.5,18.9,0.9,3468.7,0,25.1,19.2,0.7,1764.3,0,25.9,313.4,207.9,6.8,2,12.1,1.5,0,37.2,760.8,207.9,7.4,1.8,13,2.1,0,40.8,316.3,300,7.9,2.3,25,1.8,1.3,40.9
2009,51393,-999,0,20.4,1,1879.1,0,25.4,19.7,1.1,3631.9,0,24.6,19.7,0.5,1810.2,0,24.6,381.8,205.8,9,2.2,24.1,1.7,0.7,44.6,654.5,205.8,8.6,2.4,24.1,2.9,0.8,63.1,330.1,151.8,8,2.2,14.1,2.3,0.2,45
2010,51393,-999,0,20.1,0.6,1845.7,0,25.3,19.4,0.9,3566.8,0,24.7,19.4,0.5,1786.8,0,25.8,594.1,338.3,9.3,1.4,12.7,1.2,0,44.8,1036.7,338.3,8.7,1.5,13.1,2.1,0,45.3,208.9,170.2,5,2.2,15.3,2.2,0.1,25.7
2011,51393,-999,0,20.3,0.8,1866.7,0,26.7,19.5,1.1,3580.4,0,25.6,18.8,0.6,1730.9,0,24.6,356.3,219.7,8.6,2.2,21.7,2.8,0.8,47.5,913.5,219.7,8.3,1.7,21.7,3.7,0.8,47.5,429.1,374.5,9.4,2,25,2.3,0.8,55.9
2012,51393,-999,0,19.8,1,1825.5,0,26.2,19.1,1.1,3506.9,0,24.9,19.1,0.6,1759,0,25.1,632.7,342.9,9.4,1.4,23.3,1,0.9,40.8,1132.2,342.9,8.4,1.4,23.3,1.3,0.9,42,357.3,256.2,9.1,2.4,23.8,1.8,0.4,45.7
2013,51393,-999,0,19.8,1,1821.3,0,25.9,19,1.1,3497.3,0,24.9,-999,-999,-999,-999,-999,587.9,435.1,8.7,1.4,17.5,1,0.5,41.7,1102.4,435.1,8.4,1.4,20.2,1.8,0.6,47.8,315.8,232,7.1,2.1,17.1,2.6,0.2,38.9
1981,51395,-999,0,21.3,1.1,1960.5,0,27.6,20.8,1,3824,0,26.5,21.5,0.6,1976.2,0,26.9,647.9,518.6,8,1.1,5.2,0,0,37.3,1096.9,518.6,6.9,1.2,8.9,0.4,0,37.3,201.3,166.1,5.1,2.4,20.2,2.5,1,25.8
1982,51395,-999,0,21.9,1.1,2017.5,0,27.5,21.1,1.2,3882.9,0,26.8,20.6,0.7,1893.8,0,27.6,555.2,292.4,8.1,1.4,12.4,1,0.2,38.1,966.8,292.4,7,1.3,12.8,1.4,0.2,38.3,453.7,400.3,7.2,1.5,10.1,0.5,0,27.7
1983,51395,-999,0,22.5,1,2068.4,0,28,21.4,1.4,3940.4,0,27.1,20.7,0.5,1907.2,0,27,448.9,216,7.8,1.6,8.8,0.2,0,35,900.9,216,7.1,1.5,8.8,0.4,0,36.5,277.3,252.8,6.2,2.1,28.4,1,0.9,32.6
1984,51395,-999,0,22.3,0.9,2053.6,0,27.1,21.3,1.2,3924.2,0,26.3,21,0.6,1928.3,0,26.7,307.4,202.7,7.9,2.5,15.2,2.9,0.1,42.5,715.6,202.7,7,1.8,15.2,3,0.1,42.5,231.6,181.1,6.1,2.5,20.1,2,1,35
1985,51395,-999,0,21.3,1.2,1959.2,0,27.3,20.6,1.2,3799.5,0,26.2,21.4,0.7,1971.2,0,27,589.1,383.8,7.8,1.2,12,1.1,0,37.1,1050.8,383.8,7.5,1.3,12.9,1.8,0,43.2,244.6,228.1,5,1.9,15.7,1.3,0.3,25.7
