MARKETS,year,Month,Price
MUKUYU,2013,Feb,33.33
KIRIAINI,2013,Feb,40.28
ENGINNEER,2013,Feb,40.00
NYERI,2013,Feb,40.00
ENDARASHA,2013,Feb,45.00
KARATINA,2013,Feb,40.00
GAKINDU,2013,Feb,40.52
NANYUKI,2013,Feb,39.29
NYAHURURU,2013,Feb,31.96
KALOLENI,2013,Feb,38.50
MALINDI,2013,Feb,40.00
KIBAUNI KILIFI,2013,Feb,40.81
UKUNDA,2013,Feb,NA
KWALE,2013,Feb,NA
MWEMBE TAYARI,2013,Feb,NA
MAJENGO,2013,Feb,NA
MACKINON,2013,Feb,NA
SEGA,2013,Feb,42.00
KONGOWEA,2013,Feb,40.75
HOLA,2013,Feb,20.00
GARSEN,2013,Feb,50.00
BURA TANA,2013,Feb,35.00
RUNYENJES,2013,Feb,28.41
EMBU TOWN,2013,Feb,27.27
SIAKAGO,2013,Feb,31.82
MWINGI,2013,Feb,30.00
KALUNDU,2013,Feb,35.00
MACHAKOS,2013,Feb,35.61
TALA,2013,Feb,NA
MAUA,2013,Feb,33.33
KIANJAI,2013,Feb,26.67
GAKOROMERE,2013,Feb,36.44
MARSABIT,2013,Feb,NA
WOTE,2013,Feb,NA
DARAJA MBILI,2013,Feb,NA
KIBIRIGO,2013,Feb,33.33
NYANGUSU,2013,Feb,NA
RIOCHANDA,2013,Feb,29.17
NYABITE,2013,Feb,33.33
MIRUKA,2013,Feb,NA
IGARE,2013,Feb,NA
KIBUYE,2013,Feb,35.88
AHERO,2013,Feb,36.36
KIBOSWA,2013,Feb,35.15
SONDU,2013,Feb,36.36
BONDO,2013,Feb,36.00
SIAYA,2013,Feb,33.33
NGIYA,2013,Feb,33.63
UNGUJA,2013,Feb,31.82
HOMABAY,2013,Feb,NA
OYUGIS,2013,Feb,35.23
KEHACHA,2013,Feb,NA
SOKO MJINGA,2013,Feb,NA
KABARNET,2013,Feb,32.50
MUTHURWA,2013,Feb,NA
NAKURU,2013,Feb,55.56
KAPSABET,2013,Feb,34.78
KITALE,2013,Feb,NA
ELDORET,2013,Feb,40.00
BURN FOREST,2013,Feb,33.75
TURBO,2013,Feb,25.00
KIPKAREN,2013,Feb,37.50
ITEN,2013,Feb,33.46
KAJIADO,2013,Feb,50.00
BUNGOMA,2013,Feb,34.78
KIMILILI,2013,Feb,29.17
KAPSOKWONY,2013,Feb,28.26
BUMALA,2013,Feb,NA
BUSIA TOWN,2013,Feb,NA
BUTERE,2013,Feb,31.57
KAKAMEGA,2013,Feb,37.75
MUMIAS,2013,Feb,36.36
MUNDETA,2013,Feb,31.65
CHEPTULA,2013,Feb,34.03
MBALE,2013,Feb,34.71
HARAMBEE,2013,Feb,NA
WAKULIMA,2013,Feb,50.00
KAWANGWARE,2013,Feb,50.00
BURMA,2013,Feb,50.00
KIKOMBA,2013,Feb,50.00
KANGEMI,2013,Feb,50.00
KOROKOCHO,2013,Feb,47.62
TOI,2013,Feb,51.95
KIAMBU,2013,March,40.00
LIMURU,2013,March,35.00
THIKA,2013,March,36.31
GATUNDU,2013,March,25.74
KUTUS,2013,March,30.43
SAGANA,2013,March,31.11
KERUGOYA,2013,March,27.27
MUTHITHI,2013,March,23.81
MUKUYU,2013,March,30.16
KIRIAINI,2013,March,38.10
ENGINNEER,2013,March,38.75
NYERI,2013,March,40.00
ENDARASHA,2013,March,45.00
KARATINA,2013,March,38.13
GAKINDU,2013,March,38.13
NANYUKI,2013,March,40.24
NYAHURURU,2013,March,40.00
KALOLENI,2013,March,40.00
MALINDI,2013,March,39.94
KIBAUNI KILIFI,2013,March,40.00
UKUNDA,2013,March,NA
KWALE,2013,March,NA
MWEMBE TAYARI,2013,March,NA
MAJENGO,2013,March,NA
MACKINON,2013,March,NA
SEGA,2013,March,45.00
KONGOWEA,2013,March,43.50
HOLA,2013,March,35.00
GARSEN,2013,March,47.00
BURA TANA,2013,March,25.00
RUNYENJES,2013,March,27.27
EMBU TOWN,2013,March,27.27
SIAKAGO,2013,March,22.73
MWINGI,2013,March,35.00
KALUNDU,2013,March,NA
MACHAKOS,2013,March,40.11
TALA,2013,March,33.00
MAUA,2013,March,33.33
KIANJAI,2013,March,27.78
GAKOROMERE,2013,March,NA
MARSABIT,2013,March,NA
WOTE,2013,March,NA
DARAJA MBILI,2013,March,37.88
KIBIRIGO,2013,March,33.33
NYANGUSU,2013,March,35.23
RIOCHANDA,2013,March,33.33
NYABITE,2013,March,33.33
MIRUKA,2013,March,31.25
IGARE,2013,March,35.61
KIBUYE,2013,March,38.64
AHERO,2013,March,37.50
KIBOSWA,2013,March,40.91
SONDU,2013,March,37.50
BONDO,2013,March,36.45
SIAYA,2013,March,36.36
NGIYA,2013,March,NA
UNGUJA,2013,March,36.36
HOMABAY,2013,March,NA
OYUGIS,2013,March,36.93
KEHACHA,2013,March,NA
SOKO MJINGA,2013,March,NA
KABARNET,2013,March,38.89
MUTHURWA,2013,March,NA
NAKURU,2013,March,55.56
KAPSABET,2013,March,35.87
KITALE,2013,March,40.00
ELDORET,2013,March,40.00
BURN FOREST,2013,March,40.00
TURBO,2013,March,31.67
KIPKAREN,2013,March,40.00
ITEN,2013,March,35.00
KAJIADO,2013,March,50.00
BUNGOMA,2013,March,37.50
KIMILILI,2013,March,29.80
KAPSOKWONY,2013,March,30.43
BUMALA,2013,March,38.10
BUSIA TOWN,2013,March,33.33
BUTERE,2013,March,32.61
KAKAMEGA,2013,March,42.14
MUMIAS,2013,March,33.33
MUNDETA,2013,March,41.27
CHEPTULA,2013,March,40.60
MBALE,2013,March,42.86
HARAMBEE,2013,March,NA
WAKULIMA,2013,March,54.05
KAWANGWARE,2013,March,52.38
BURMA,2013,March,50.00
KIKOMBA,2013,March,50.00
KANGEMI,2013,March,47.62
KOROKOCHO,2013,March,52.38
TOI,2013,March,55.00
KIAMBU,2013,April,40.00
LIMURU,2013,April,NA
THIKA,2013,April,36.25
GATUNDU,2013,April,24.76
KUTUS,2013,April,NA
SAGANA,2013,April,26.09
KERUGOYA,2013,April,NA
MUTHITHI,2013,April,24.21
MUKUYU,2013,April,26.19
KIRIAINI,2013,April,36.19
ENGINNEER,2013,April,35.00
NYERI,2013,April,38.33
ENDARASHA,2013,April,42.84
KARATINA,2013,April,34.58
GAKINDU,2013,April,40.06
NANYUKI,2013,April,38.64
NYAHURURU,2013,April,38.75
KALOLENI,2013,April,39.00
MALINDI,2013,April,40.00
KIBAUNI KILIFI,2013,April,40.00
UKUNDA,2013,April,40.00
KWALE,2013,April,48.33
MWEMBE TAYARI,2013,April,44.60
MAJENGO,2013,April,42.75
MACKINON,2013,April,50.00
SEGA,2013,April,50.00
KONGOWEA,2013,April,41.08
HOLA,2013,April,37.50
GARSEN,2013,April,60.00
BURA TANA,2013,April,35.00
RUNYENJES,2013,April,22.73
EMBU TOWN,2013,April,27.27
SIAKAGO,2013,April,NA
MWINGI,2013,April,31.50
KALUNDU,2013,April,30.00
MACHAKOS,2013,April,38.54
TALA,2013,April,22.35
MAUA,2013,April,22.92
KIANJAI,2013,April,27.50
GAKOROMERE,2013,April,25.62
MARSABIT,2013,April,NA
WOTE,2013,April,27.43
DARAJA MBILI,2013,April,36.36
KIBIRIGO,2013,April,39.13
NYANGUSU,2013,April,NA
RIOCHANDA,2013,April,35.42
NYABITE,2013,April,36.00
MIRUKA,2013,April,NA
IGARE,2013,April,NA
KIBUYE,2013,April,39.68
AHERO,2013,April,40.91
KIBOSWA,2013,April,37.30
SONDU,2013,April,37.50
BONDO,2013,April,NA
SIAYA,2013,April,36.24
NGIYA,2013,April,36.36
UNGUJA,2013,April,36.36
HOMABAY,2013,April,35.36
OYUGIS,2013,April,42.05
KEHACHA,2013,April,NA
SOKO MJINGA,2013,April,NA
KABARNET,2013,April,38.89
MUTHURWA,2013,April,NA
NAKURU,2013,April,NA
KAPSABET,2013,April,36.96
KITALE,2013,April,40.00
ELDORET,2013,April,40.00
BURN FOREST,2013,April,40.00
TURBO,2013,April,36.00
KIPKAREN,2013,April,38.00
ITEN,2013,April,37.50
KAJIADO,2013,April,50.00
BUNGOMA,2013,April,30.61
KIMILILI,2013,April,29.79
KAPSOKWONY,2013,April,30.11
BUMALA,2013,April,NA
BUSIA TOWN,2013,April,33.33
BUTERE,2013,April,33.33
KAKAMEGA,2013,April,37.78
MUMIAS,2013,April,34.09
MUNDETA,2013,April,40.48
CHEPTULA,2013,April,40.48
MBALE,2013,April,NA
HARAMBEE,2013,April,33.33
WAKULIMA,2013,April,54.05
KAWANGWARE,2013,April,52.38
BURMA,2013,April,50.00
KIKOMBA,2013,April,50.00
KANGEMI,2013,April,47.62
KOROKOCHO,2013,April,52.38
TOI,2013,April,55.00
KIAMBU,2013,May,35.00
LIMURU,2013,May,35.00
THIKA,2013,May,38.00
GATUNDU,2013,May,24.76
KUTUS,2013,May,NA
SAGANA,2013,May,NA
KERUGOYA,2013,May,NA
MUTHITHI,2013,May,27.20
MUKUYU,2013,May,28.57
KIRIAINI,2013,May,33.67
ENGINNEER,2013,May,35.00
NYERI,2013,May,36.67
ENDARASHA,2013,May,36.36
KARATINA,2013,May,33.33
GAKINDU,2013,May,46.22
NANYUKI,2013,May,37.51
NYAHURURU,2013,May,31.82
KALOLENI,2013,May,38.00
MALINDI,2013,May,40.50
KIBAUNI KILIFI,2013,May,40.00
UKUNDA,2013,May,40.00
KWALE,2013,May,48.30
MWEMBE TAYARI,2013,May,46.33
MAJENGO,2013,May,45.00
MACKINON,2013,May,42.00
SEGA,2013,May,47.22
KONGOWEA,2013,May,39.47
HOLA,2013,May,35.00
GARSEN,2013,May,60.00
BURA TANA,2013,May,32.50
RUNYENJES,2013,May,27.27
EMBU TOWN,2013,May,NA
SIAKAGO,2013,May,27.27
MWINGI,2013,May,31.50
KALUNDU,2013,May,30.00
MACHAKOS,2013,May,34.48
TALA,2013,May,22.51
MAUA,2013,May,25.00
KIANJAI,2013,May,27.78
GAKOROMERE,2013,May,25.00
MARSABIT,2013,May,37.50
WOTE,2013,May,29.11
DARAJA MBILI,2013,May,37.50
KIBIRIGO,2013,May,NA
NYANGUSU,2013,May,36.82
RIOCHANDA,2013,May,NA
NYABITE,2013,May,NA
MIRUKA,2013,May,38.18
IGARE,2013,May,37.71
KIBUYE,2013,May,35.73
AHERO,2013,May,38.18
KIBOSWA,2013,May,35.88
SONDU,2013,May,37.73
BONDO,2013,May,36.36
SIAYA,2013,May,35.60
NGIYA,2013,May,36.36
UNGUJA,2013,May,37.97
HOMABAY,2013,May,33.75
OYUGIS,2013,May,41.17
KEHACHA,2013,May,29.00
SOKO MJINGA,2013,May,NA
KABARNET,2013,May,33.33
MUTHURWA,2013,May,NA
NAKURU,2013,May,37.50
KAPSABET,2013,May,36.96
KITALE,2013,May,50.00
ELDORET,2013,May,40.00
BURN FOREST,2013,May,33.33
TURBO,2013,May,31.57
KIPKAREN,2013,May,35.86
ITEN,2013,May,35.00
KAJIADO,2013,May,50.00
BUNGOMA,2013,May,31.25
KIMILILI,2013,May,34.04
KAPSOKWONY,2013,May,31.25
BUMALA,2013,May,NA
BUSIA TOWN,2013,May,NA
BUTERE,2013,May,43.42
KAKAMEGA,2013,May,37.42
MUMIAS,2013,May,43.31
MUNDETA,2013,May,38.10
CHEPTULA,2013,May,38.10
MBALE,2013,May,NA
HARAMBEE,2013,May,32.85
WAKULIMA,2013,May,52.63
KAWANGWARE,2013,May,50.00
BURMA,2013,May,50.00
KIKOMBA,2013,May,50.00
KANGEMI,2013,May,47.62
KOROKOCHO,2013,May,55.00
TOI,2013,May,50.00
KIAMBU,2013,JUNE,35.00
LIMURU,2013,JUNE,35.00
THIKA,2013,JUNE,NA
GATUNDU,2013,JUNE,NA
KUTUS,2013,JUNE,NA
SAGANA,2013,JUNE,NA
KERUGOYA,2013,JUNE,NA
MUTHITHI,2013,JUNE,28.57
MUKUYU,2013,JUNE,28.57
KIRIAINI,2013,JUNE,31.54
ENGINNEER,2013,JUNE,41.50
NYERI,2013,JUNE,NA
ENDARASHA,2013,JUNE,40.06
KARATINA,2013,JUNE,33.33
GAKINDU,2013,JUNE,58.65
NANYUKI,2013,JUNE,30.44
NYAHURURU,2013,JUNE,36.36
KALOLENI,2013,JUNE,38.00
MALINDI,2013,JUNE,40.00
KIBAUNI KILIFI,2013,JUNE,40.00
UKUNDA,2013,JUNE,NA
KWALE,2013,JUNE,48.75
MWEMBE TAYARI,2013,JUNE,50.00
MAJENGO,2013,JUNE,43.75
MACKINON,2013,JUNE,60.00
SEGA,2013,JUNE,46.90
KONGOWEA,2013,JUNE,39.75
HOLA,2013,JUNE,NA
GARSEN,2013,JUNE,60.00
BURA TANA,2013,JUNE,NA
RUNYENJES,2013,JUNE,27.27
EMBU TOWN,2013,JUNE,27.27
SIAKAGO,2013,JUNE,NA
MWINGI,2013,JUNE,NA
KALUNDU,2013,JUNE,NA
MACHAKOS,2013,JUNE,NA
TALA,2013,JUNE,24.00
MAUA,2013,JUNE,30.00
KIANJAI,2013,JUNE,27.78
GAKOROMERE,2013,JUNE,27.78
MARSABIT,2013,JUNE,50.00
WOTE,2013,JUNE,NA
DARAJA MBILI,2013,JUNE,36.93
KIBIRIGO,2013,JUNE,NA
NYANGUSU,2013,JUNE,39.39
RIOCHANDA,2013,JUNE,NA
NYABITE,2013,JUNE,NA
MIRUKA,2013,JUNE,39.77
IGARE,2013,JUNE,39.20
KIBUYE,2013,JUNE,34.78
AHERO,2013,JUNE,37.50
KIBOSWA,2013,JUNE,34.06
SONDU,2013,JUNE,36.36
BONDO,2013,JUNE,36.36
SIAYA,2013,JUNE,35.98
NGIYA,2013,JUNE,36.36
UNGUJA,2013,JUNE,40.00
HOMABAY,2013,JUNE,NA
OYUGIS,2013,JUNE,NA
KEHACHA,2013,JUNE,32.00
SOKO MJINGA,2013,JUNE,NA
KABARNET,2013,JUNE,29.00
MUTHURWA,2013,JUNE,NA
NAKURU,2013,JUNE,43.85
KAPSABET,2013,JUNE,NA
KITALE,2013,JUNE,NA
ELDORET,2013,JUNE,34.60
BURN FOREST,2013,JUNE,33.71
TURBO,2013,JUNE,30.55
KIPKAREN,2013,JUNE,30.00
ITEN,2013,JUNE,33.46
KAJIADO,2013,JUNE,NA
BUNGOMA,2013,JUNE,NA
KIMILILI,2013,JUNE,32.97
KAPSOKWONY,2013,JUNE,NA
BUMALA,2013,JUNE,30.16
BUSIA TOWN,2013,JUNE,31.11
BUTERE,2013,JUNE,31.30
KAKAMEGA,2013,JUNE,33.74
MUMIAS,2013,JUNE,42.31
MUNDETA,2013,JUNE,NA
CHEPTULA,2013,JUNE,NA
MBALE,2013,JUNE,NA
HARAMBEE,2013,JUNE,31.64
WAKULIMA,2013,JUNE,54.05
KAWANGWARE,2013,JUNE,52.38
BURMA,2013,JUNE,50.00
KIKOMBA,2013,JUNE,50.00
KANGEMI,2013,JUNE,47.62
KOROKOCHO,2013,JUNE,52.38
TOI,2013,JUNE,55.00
KIAMBU,2013,JULY,NA
LIMURU,2013,JULY,NA
THIKA,2013,JULY,33.75
GATUNDU,2013,JULY,19.29
KUTUS,2013,JULY,NA
SAGANA,2013,JULY,NA
KERUGOYA,2013,JULY,NA
MUTHITHI,2013,JULY,NA
MUKUYU,2013,JULY,NA
KIRIAINI,2013,JULY,NA
ENGINNEER,2013,JULY,40.00
NYERI,2013,JULY,NA
ENDARASHA,2013,JULY,40.45
KARATINA,2013,JULY,33.33
GAKINDU,2013,JULY,53.11
NANYUKI,2013,JULY,38.47
NYAHURURU,2013,JULY,36.36
KALOLENI,2013,JULY,38.00
MALINDI,2013,JULY,40.00
KIBAUNI KILIFI,2013,JULY,40.00
UKUNDA,2013,JULY,38.00
KWALE,2013,JULY,NA
MWEMBE TAYARI,2013,JULY,49.44
MAJENGO,2013,JULY,43.00
MACKINON,2013,JULY,40.00
SEGA,2013,JULY,48.73
KONGOWEA,2013,JULY,39.77
HOLA,2013,JULY,NA
GARSEN,2013,JULY,45.00
BURA TANA,2013,JULY,NA
RUNYENJES,2013,JULY,27.27
EMBU TOWN,2013,JULY,22.73
SIAKAGO,2013,JULY,NA
MWINGI,2013,JULY,33.00
KALUNDU,2013,JULY,30.00
MACHAKOS,2013,JULY,35.00
TALA,2013,JULY,23.81
MAUA,2013,JULY,30.00
KIANJAI,2013,JULY,25.56
GAKOROMERE,2013,JULY,33.33
MARSABIT,2013,JULY,NA
WOTE,2013,JULY,NA
DARAJA MBILI,2013,JULY,37.73
KIBIRIGO,2013,JULY,NA
NYANGUSU,2013,JULY,36.36
RIOCHANDA,2013,JULY,NA
NYABITE,2013,JULY,NA
MIRUKA,2013,JULY,36.74
IGARE,2013,JULY,36.36
KIBUYE,2013,JULY,33.33
AHERO,2013,JULY,37.27
KIBOSWA,2013,JULY,34.49
SONDU,2013,JULY,37.27
BONDO,2013,JULY,32.28
SIAYA,2013,JULY,29.28
NGIYA,2013,JULY,29.09
UNGUJA,2013,JULY,29.73
HOMABAY,2013,JULY,NA
OYUGIS,2013,JULY,36.36
KEHACHA,2013,JULY,32.00
SOKO MJINGA,2013,JULY,NA
KABARNET,2013,JULY,33.33
MUTHURWA,2013,JULY,NA
NAKURU,2013,JULY,50.48
KAPSABET,2013,JULY,NA
KITALE,2013,JULY,NA
ELDORET,2013,JULY,33.33
BURN FOREST,2013,JULY,NA
TURBO,2013,JULY,NA
KIPKAREN,2013,JULY,NA
ITEN,2013,JULY,31.67
KAJIADO,2013,JULY,NA
BUNGOMA,2013,JULY,35.56
KIMILILI,2013,JULY,32.97
KAPSOKWONY,2013,JULY,35.16
BUMALA,2013,JULY,31.71
BUSIA TOWN,2013,JULY,36.57
BUTERE,2013,JULY,NA
KAKAMEGA,2013,JULY,35.22
MUMIAS,2013,JULY,NA
MUNDETA,2013,JULY,NA
CHEPTULA,2013,JULY,30.95
MBALE,2013,JULY,NA
HARAMBEE,2013,JULY,NA
WAKULIMA,2013,JULY,54.05
KAWANGWARE,2013,JULY,52.38
BURMA,2013,JULY,50.00
KIKOMBA,2013,JULY,50.00
KANGEMI,2013,JULY,47.62
KOROKOCHO,2013,JULY,52.38
TOI,2013,JULY,55.00
KIAMBU,2013,August,NA
LIMURU,2013,August,NA
THIKA,2013,August,36.25
GATUNDU,2013,August,17.14
KUTUS,2013,August,NA
SAGANA,2013,August,NA
KERUGOYA,2013,August,NA
MUTHITHI,2013,August,33.33
MUKUYU,2013,August,33.33
KIRIAINI,2013,August,35.83
ENGINNEER,2013,August,40.00
NYERI,2013,August,NA
ENDARASHA,2013,August,38.64
KARATINA,2013,August,33.33
GAKINDU,2013,August,35.71
NANYUKI,2013,August,38.68
NYAHURURU,2013,August,36.36
KALOLENI,2013,August,75.63
MALINDI,2013,August,31.25
KIBAUNI KILIFI,2013,August,40.00
UKUNDA,2013,August,38.00
KWALE,2013,August,NA
MWEMBE TAYARI,2013,August,42.92
MAJENGO,2013,August,39.50
MACKINON,2013,August,40.00
SEGA,2013,August,41.91
KONGOWEA,2013,August,39.11
HOLA,2013,August,NA
GARSEN,2013,August,41.67
BURA TANA,2013,August,NA
RUNYENJES,2013,August,NA
EMBU TOWN,2013,August,27.27
SIAKAGO,2013,August,27.28
MWINGI,2013,August,33.00
KALUNDU,2013,August,30.00
MACHAKOS,2013,August,35.00
TALA,2013,August,24.00
MAUA,2013,August,30.00
KIANJAI,2013,August,25.56
GAKOROMERE,2013,August,33.33
MARSABIT,2013,August,NA
WOTE,2013,August,34.38
DARAJA MBILI,2013,August,37.40
KIBIRIGO,2013,August,31.25
NYANGUSU,2013,August,36.93
RIOCHANDA,2013,August,34.78
NYABITE,2013,August,33.33
MIRUKA,2013,August,36.36
IGARE,2013,August,36.36
KIBUYE,2013,August,32.91
AHERO,2013,August,37.50
KIBOSWA,2013,August,32.92
SONDU,2013,August,37.50
BONDO,2013,August,31.73
SIAYA,2013,August,33.34
NGIYA,2013,August,32.15
UNGUJA,2013,August,30.68
HOMABAY,2013,August,35.70
OYUGIS,2013,August,33.94
KEHACHA,2013,August,31.47
SOKO MJINGA,2013,August,NA
KABARNET,2013,August,33.00
MUTHURWA,2013,August,NA
NAKURU,2013,August,40.00
KAPSABET,2013,August,NA
KITALE,2013,August,29.17
ELDORET,2013,August,NA
BURN FOREST,2013,August,NA
TURBO,2013,August,NA
KIPKAREN,2013,August,NA
ITEN,2013,August,35.00
KAJIADO,2013,August,40.00
BUNGOMA,2013,August,28.57
KIMILILI,2013,August,NA
KAPSOKWONY,2013,August,34.78
BUMALA,2013,August,32.74
BUSIA TOWN,2013,August,33.33
BUTERE,2013,August,NA
KAKAMEGA,2013,August,36.05
MUMIAS,2013,August,NA
MUNDETA,2013,August,30.95
CHEPTULA,2013,August,30.95
MBALE,2013,August,30.95
HARAMBEE,2013,August,NA
WAKULIMA,2013,August,50.00
KAWANGWARE,2013,August,54.55
BURMA,2013,August,50.00
KIKOMBA,2013,August,50.00
KANGEMI,2013,August,52.63
KOROKOCHO,2013,August,50.00
TOI,2013,August,50.00
KIAMBU,2013,Sep,NA
LIMURU,2013,Sep,40.00
THIKA,2013,Sep,40.00
GATUNDU,2013,Sep,19.29
KUTUS,2013,Sep,NA
SAGANA,2013,Sep,NA
KERUGOYA,2013,Sep,NA
MUTHITHI,2013,Sep,36.90
MUKUYU,2013,Sep,33.33
KIRIAINI,2013,Sep,39.17
ENGINNEER,2013,Sep,40.00
NYERI,2013,Sep,NA
ENDARASHA,2013,Sep,NA
KARATINA,2013,Sep,NA
GAKINDU,2013,Sep,NA
NANYUKI,2013,Sep,40.74
NYAHURURU,2013,Sep,NA
KALOLENI,2013,Sep,35.00
MALINDI,2013,Sep,35.00
KIBAUNI KILIFI,2013,Sep,37.50
UKUNDA,2013,Sep,38.00
KWALE,2013,Sep,38.00
MWEMBE TAYARI,2013,Sep,45.00
MAJENGO,2013,Sep,43.25
MACKINON,2013,Sep,40.00
SEGA,2013,Sep,44.00
KONGOWEA,2013,Sep,36.00
HOLA,2013,Sep,50.00
GARSEN,2013,Sep,40.00
BURA TANA,2013,Sep,42.50
RUNYENJES,2013,Sep,31.17
EMBU TOWN,2013,Sep,31.82
SIAKAGO,2013,Sep,30.24
MWINGI,2013,Sep,34.80
KALUNDU,2013,Sep,31.75
MACHAKOS,2013,Sep,NA
TALA,2013,Sep,NA
MAUA,2013,Sep,30.00
KIANJAI,2013,Sep,33.33
GAKOROMERE,2013,Sep,33.33
MARSABIT,2013,Sep,NA
WOTE,2013,Sep,NA
DARAJA MBILI,2013,Sep,37.50
KIBIRIGO,2013,Sep,35.42
NYANGUSU,2013,Sep,38.64
RIOCHANDA,2013,Sep,36.23
NYABITE,2013,Sep,34.99
MIRUKA,2013,Sep,38.64
IGARE,2013,Sep,40.76
KIBUYE,2013,Sep,34.63
AHERO,2013,Sep,NA
KIBOSWA,2013,Sep,34.24
SONDU,2013,Sep,NA
BONDO,2013,Sep,33.53
SIAYA,2013,Sep,34.56
NGIYA,2013,Sep,32.70
UNGUJA,2013,Sep,33.33
HOMABAY,2013,Sep,NA
OYUGIS,2013,Sep,39.25
KEHACHA,2013,Sep,37.50
SOKO MJINGA,2013,Sep,NA
KABARNET,2013,Sep,34.83
MUTHURWA,2013,Sep,NA
NAKURU,2013,Sep,51.11
KAPSABET,2013,Sep,NA
KITALE,2013,Sep,30.21
ELDORET,2013,Sep,30.63
BURN FOREST,2013,Sep,NA
TURBO,2013,Sep,30.00
KIPKAREN,2013,Sep,30.00
ITEN,2013,Sep,37.50
KAJIADO,2013,Sep,41.11
BUNGOMA,2013,Sep,35.00
KIMILILI,2013,Sep,NA
KAPSOKWONY,2013,Sep,35.16
BUMALA,2013,Sep,35.63
BUSIA TOWN,2013,Sep,35.00
BUTERE,2013,Sep,NA
KAKAMEGA,2013,Sep,37.07
MUMIAS,2013,Sep,NA
MUNDETA,2013,Sep,31.55
CHEPTULA,2013,Sep,32.74
MBALE,2013,Sep,32.74
HARAMBEE,2013,Sep,33.33
WAKULIMA,2013,Sep,50.00
KAWANGWARE,2013,Sep,54.55
BURMA,2013,Sep,50.00
KIKOMBA,2013,Sep,50.00
KANGEMI,2013,Sep,52.63
KOROKOCHO,2013,Sep,50.00
TOI,2013,Sep,42.11
KIAMBU,2013,Oct,NA
LIMURU,2013,Oct,40.00
THIKA,2013,Oct,47.00
GATUNDU,2013,Oct,17.41
KUTUS,2013,Oct,NA
SAGANA,2013,Oct,NA
KERUGOYA,2013,Oct,NA
MUTHITHI,2013,Oct,40.18
MUKUYU,2013,Oct,35.24
KIRIAINI,2013,Oct,38.00
ENGINNEER,2013,Oct,40.00
NYERI,2013,Oct,NA
ENDARASHA,2013,Oct,NA
KARATINA,2013,Oct,NA
GAKINDU,2013,Oct,NA
NANYUKI,2013,Oct,NA
NYAHURURU,2013,Oct,40.91
KALOLENI,2013,Oct,NA
MALINDI,2013,Oct,40.00
KIBAUNI KILIFI,2013,Oct,NA
UKUNDA,2013,Oct,38.00
KWALE,2013,Oct,38.67
MWEMBE TAYARI,2013,Oct,45.00
MAJENGO,2013,Oct,42.40
MACKINON,2013,Oct,40.00
SEGA,2013,Oct,42.60
KONGOWEA,2013,Oct,37.00
HOLA,2013,Oct,30.00
GARSEN,2013,Oct,30.00
BURA TANA,2013,Oct,30.00
RUNYENJES,2013,Oct,35.00
EMBU TOWN,2013,Oct,34.55
SIAKAGO,2013,Oct,35.32
MWINGI,2013,Oct,35.00
KALUNDU,2013,Oct,34.50
MACHAKOS,2013,Oct,NA
TALA,2013,Oct,NA
MAUA,2013,Oct,35.00
KIANJAI,2013,Oct,37.78
GAKOROMERE,2013,Oct,38.89
MARSABIT,2013,Oct,NA
WOTE,2013,Oct,NA
DARAJA MBILI,2013,Oct,40.91
KIBIRIGO,2013,Oct,37.91
NYANGUSU,2013,Oct,45.45
RIOCHANDA,2013,Oct,39.13
NYABITE,2013,Oct,37.00
MIRUKA,2013,Oct,45.45
IGARE,2013,Oct,41.30
KIBUYE,2013,Oct,34.78
AHERO,2013,Oct,2.90
KIBOSWA,2013,Oct,35.22
SONDU,2013,Oct,2.60
BONDO,2013,Oct,36.07
SIAYA,2013,Oct,45.23
NGIYA,2013,Oct,37.37
UNGUJA,2013,Oct,34.94
HOMABAY,2013,Oct,37.38
OYUGIS,2013,Oct,43.12
KEHACHA,2013,Oct,36.80
SOKO MJINGA,2013,Oct,35.06
KABARNET,2013,Oct,38.02
MUTHURWA,2013,Oct,33.83
NAKURU,2013,Oct,52.22
KAPSABET,2013,Oct,NA
KITALE,2013,Oct,30.73
ELDORET,2013,Oct,30.00
BURN FOREST,2013,Oct,NA
TURBO,2013,Oct,30.00
KIPKAREN,2013,Oct,29.00
ITEN,2013,Oct,NA
KAJIADO,2013,Oct,50.00
BUNGOMA,2013,Oct,NA
KIMILILI,2013,Oct,33.33
KAPSOKWONY,2013,Oct,38.64
BUMALA,2013,Oct,37.50
BUSIA TOWN,2013,Oct,37.50
BUTERE,2013,Oct,NA
KAKAMEGA,2013,Oct,36.88
MUMIAS,2013,Oct,NA
MUNDETA,2013,Oct,31.90
CHEPTULA,2013,Oct,35.48
MBALE,2013,Oct,33.93
HARAMBEE,2013,Oct,35.24
WAKULIMA,2013,Oct,50.00
KAWANGWARE,2013,Oct,50.00
BURMA,2013,Oct,50.00
KIKOMBA,2013,Oct,47.73
KANGEMI,2013,Oct,47.73
KOROKOCHO,2013,Oct,47.49
TOI,2013,Oct,43.55
KIAMBU,2013,Nov,40.00
LIMURU,2013,Nov,40.00
THIKA,2013,Nov,NA
GATUNDU,2013,Nov,NA
KUTUS,2013,Nov,NA
SAGANA,2013,Nov,NA
KERUGOYA,2013,Nov,NA
MUTHITHI,2013,Nov,36.90
MUKUYU,2013,Nov,38.10
KIRIAINI,2013,Nov,25.83
