MARKETS,year,Month,Price
Kongowea,2015,JUNE,NA
Hola,2015,JUNE,50.00
Garsen,2015,JUNE,40.00
Bura Tana,2015,JUNE,40.00
Runyenjes,2015,JUNE,32.83
Embu Town,2015,JUNE,34.09
Siakago,2015,JUNE,35.06
Mwingi,2015,JUNE,34.60
Kalundu,2015,JUNE,33.00
Machakos Town,2015,JUNE,36.25
Tawa,2015,JUNE,30.00
Tala,2015,JUNE,32.22
Maua,2015,JUNE,35.00
Kianjai,2015,JUNE,34.17
Gakoromere,2015,JUNE,33.33
Chuka Town,2015,JUNE,45.53
Kaanwa,2015,JUNE,NA
"Wote
Wajir Town",2015,JUNE,34.75
Marsabit,2015,JUNE,43.00
Daraja Mbili,2015,JUNE,36.36
Kibirigo,2015,JUNE,NA
Nyangusu,2015,JUNE,38.04
Riochanda,2015,JUNE,NA
Nyabite,2015,JUNE,NA
Mogonga,2015,JUNE,NA
Igare,2015,JUNE,38.64
Kibuye,2015,JUNE,35.42
Ahero,2015,JUNE,34.06
Kiboswa,2015,JUNE,NA
Sondu,2015,JUNE,35.42
Bondo,2015,JUNE,34.71
Siaya,2015,JUNE,NA
Ngiya,2015,JUNE,NA
Unguja,2015,JUNE,NA
Kegonga,2015,JUNE,34.78
Homabay,2015,JUNE,32.42
Oyugis,2015,JUNE,33.15
Kehacha,2015,JUNE,NA
Migori,2015,JUNE,NA
Kabarnet,2015,JUNE,38.89
Kimulot,2015,JUNE,NA
Sotik,2015,JUNE,NA
Bomet,2015,JUNE,NA
Muthurwa Narok,2015,JUNE,39.00
Nakuru Town,2015,JUNE,50.00
Kapsabet,2015,JUNE,39.13
Mulot,2015,JUNE,NA
Kitale,2015,JUNE,NA
Eldoret,2015,JUNE,36.60
Burn Forest,2015,JUNE,35.00
Turbo,2015,JUNE,35.00
Kipkaren,2015,JUNE,35.00
Iten,2015,JUNE,35.00
Kajiado,2015,JUNE,40.00
Bungoma Town,2015,JUNE,33.33
Kimilili,2015,JUNE,NA
Kapsokwony,2015,JUNE,NA
Bumala,2015,JUNE,36.11
Busia Town,2015,JUNE,36.51
Butere,2015,JUNE,38.47
Kakamega,2015,JUNE,39.05
Mumias,2015,JUNE,38.64
Mundeta,2015,JUNE,33.33
Cheptula,2015,JUNE,33.93
Mbale,2015,JUNE,33.33
Muthurwa,2015,JUNE,45.45
Kawangware,2015,JUNE,47.62
Burma,2015,JUNE,45.00
Gikomba,2015,JUNE,40.00
Kangemi,2015,JUNE,45.24
Korokocho,2015,JUNE,NA
Toi,2015,JUNE,40.00
"Kiambu
",2015,JULY,40.00
Limuru,2015,JULY,40.00
Thika,2015,JULY,50.00
Gatundu,2015,JULY,NA
Kutus,2015,JULY,30.11
Sagana,2015,JULY,30.61
Kerugoya,2015,JULY,32.61
Muthithi,2015,JULY,32.73
Makuyu,2015,JULY,33.33
Kiriaini,2015,JULY,37.50
Engineer,2015,JULY,NA
 Nyeri,2015,JULY,43.93
Endarasha,2015,JULY,36.67
Karatina,2015,JULY,38.50
Gakindu,2015,JULY,NA
Nanyuki,2015,JULY,45.83
Nyahururu,2015,JULY,31.82
Kaloleni,2015,JULY,NA
Malindi,2015,JULY,NA
Kibauni Kilifi,2015,JULY,NA
Ukunda,2015,JULY,38.00
Kwale,2015,JULY,30.00
Mpeketoni,2015,JULY,NA
Mkunguni,2015,JULY,NA
Mwembe Tayari,2015,JULY,45.00
Majengo,2015,JULY,42.80
Sega,2015,JULY,40.17
Kongowea,2015,JULY,40.00
Hola,2015,JULY,37.50
Garsen,2015,JULY,40.00
Bura Tana,2015,JULY,35.00
Runyenjes,2015,JULY,31.82
Embu Town,2015,JULY,32.95
Siakago,2015,JULY,33.12
Mwingi,2015,JULY,35.89
Kalundu,2015,JULY,36.29
Machakos Town,2015,JULY,40.00
Tawa,2015,JULY,30.00
Tala,2015,JULY,34.25
Maua,2015,JULY,35.00
Kianjai,2015,JULY,33.33
Gakoromere,2015,JULY,34.30
Chuka Town,2015,JULY,41.41
Kaanwa,2015,JULY,NA
"Wote
Wajir Town",2015,JULY,NA
Marsabit,2015,JULY,36.40
Daraja Mbili,2015,JULY,NA
Kibirigo,2015,JULY,NA
Nyangusu,2015,JULY,39.13
Riochanda,2015,JULY,NA
Nyabite,2015,JULY,NA
Mogonga,2015,JULY,NA
Igare,2015,JULY,43.48
Kibuye,2015,JULY,35.10
Ahero,2015,JULY,33.35
Kiboswa,2015,JULY,37.51
Sondu,2015,JULY,34.49
Bondo,2015,JULY,34.03
Siaya,2015,JULY,33.24
Ngiya,2015,JULY,34.66
Unguja,2015,JULY,35.43
Kegonga,2015,JULY,36.96
Homabay,2015,JULY,35.29
Oyugis,2015,JULY,35.42
Kehacha,2015,JULY,32.00
Migori,2015,JULY,28.26
Kabarnet,2015,JULY,38.89
Kimulot,2015,JULY,38.40
Sotik,2015,JULY,42.67
Bomet,2015,JULY,36.00
Muthurwa Narok,2015,JULY,3.01
Nakuru Town,2015,JULY,49.09
Kapsabet,2015,JULY,39.13
Mulot,2015,JULY,NA
Kitale,2015,JULY,NA
Eldoret,2015,JULY,32.00
Burn Forest,2015,JULY,34.57
Turbo,2015,JULY,35.00
Kipkaren,2015,JULY,35.00
Iten,2015,JULY,31.04
Kajiado,2015,JULY,43.00
Bungoma Town,2015,JULY,36.96
Kimilili,2015,JULY,NA
Kapsokwony,2015,JULY,NA
Bumala,2015,JULY,36.51
Busia Town,2015,JULY,36.11
Butere,2015,JULY,39.20
Kakamega,2015,JULY,38.79
Mumias,2015,JULY,38.46
Mundeta,2015,JULY,NA
Cheptula,2015,JULY,34.13
Mbale,2015,JULY,29.76
Muthurwa,2015,JULY,47.62
Kawangware,2015,JULY,42.86
Burma,2015,JULY,45.00
Gikomba,2015,JULY,47.62
Kangemi,2015,JULY,47.62
Korokocho,2015,JULY,NA
Toi,2015,JULY,47.50
"Kiambu
",2015,August,NA
Limuru,2015,August,NA
Thika,2015,August,NA
Gatundu,2015,August,NA
Kutus,2015,August,30.67
Sagana,2015,August,24.06
Kerugoya,2015,August,37.12
Muthithi,2015,August,NA
Makuyu,2015,August,35.24
Kiriaini,2015,August,36.25
Engineer,2015,August,NA
 Nyeri,2015,August,52.54
Endarasha,2015,August,38.88
Karatina,2015,August,39.29
Gakindu,2015,August,37.22
Nanyuki,2015,August,46.11
Nyahururu,2015,August,31.82
Kaloleni,2015,August,NA
Malindi,2015,August,NA
Kibauni Kilifi,2015,August,NA
Ukunda,2015,August,45.00
Kwale,2015,August,32.50
Mpeketoni,2015,August,NA
Mkunguni,2015,August,50.00
Mwembe Tayari,2015,August,47.50
Majengo,2015,August,41.00
Sega,2015,August,45.00
Kongowea,2015,August,39.67
Hola,2015,August,35.00
Garsen,2015,August,NA
Bura Tana,2015,August,NA
Runyenjes,2015,August,30.91
Embu Town,2015,August,30.00
Siakago,2015,August,28.98
Mwingi,2015,August,31.67
Kalundu,2015,August,35.00
Machakos Town,2015,August,36.50
Tawa,2015,August,NA
Tala,2015,August,35.00
Maua,2015,August,35.00
Kianjai,2015,August,33.33
Gakoromere,2015,August,37.50
Chuka Town,2015,August,NA
Kaanwa,2015,August,NA
"Wote
Wajir Town",2015,August,NA
Marsabit,2015,August,38.50
Daraja Mbili,2015,August,34.09
Kibirigo,2015,August,NA
Nyangusu,2015,August,39.13
Riochanda,2015,August,NA
Nyabite,2015,August,NA
Mogonga,2015,August,NA
Igare,2015,August,43.48
Kibuye,2015,August,30.46
Ahero,2015,August,30.92
Kiboswa,2015,August,30.76
Sondu,2015,August,29.34
Bondo,2015,August,29.26
Siaya,2015,August,29.81
Ngiya,2015,August,27.51
Unguja,2015,August,27.59
Kegonga,2015,August,32.50
Homabay,2015,August,NA
Oyugis,2015,August,NA
Kehacha,2015,August,32.00
Migori,2015,August,30.43
Kabarnet,2015,August,NA
Kimulot,2015,August,37.50
Sotik,2015,August,36.00
Bomet,2015,August,36.00
Muthurwa Narok,2015,August,38.00
Nakuru Town,2015,August,46.43
Kapsabet,2015,August,43.48
Mulot,2015,August,35.04
Kitale,2015,August,NA
Eldoret,2015,August,32.00
Burn Forest,2015,August,35.00
Turbo,2015,August,36.67
Kipkaren,2015,August,37.50
Iten,2015,August,33.40
Kajiado,2015,August,NA
Bungoma Town,2015,August,32.45
Kimilili,2015,August,24.00
Kapsokwony,2015,August,26.53
Bumala,2015,August,25.51
Busia Town,2015,August,25.51
Butere,2015,August,34.09
Kakamega,2015,August,37.14
Mumias,2015,August,32.95
Mundeta,2015,August,32.65
Cheptula,2015,August,NA
Mbale,2015,August,30.95
Muthurwa,2015,August,45.45
Kawangware,2015,August,47.62
Burma,2015,August,45.45
Gikomba,2015,August,47.62
Kangemi,2015,August,45.45
Korokocho,2015,August,NA
Toi,2015,August,45.24
"Kiambu
",2015,Sep,NA
Limuru,2015,Sep,NA
Thika,2015,Sep,44.29
Gatundu,2015,Sep,40.00
Kutus,2015,Sep,24.33
Sagana,2015,Sep,31.82
Kerugoya,2015,Sep,29.91
Muthithi,2015,Sep,25.57
Makuyu,2015,Sep,33.33
Kiriaini,2015,Sep,35.63
Engineer,2015,Sep,NA
 Nyeri,2015,Sep,47.62
Endarasha,2015,Sep,35.83
Karatina,2015,Sep,43.02
Gakindu,2015,Sep,33.13
Nanyuki,2015,Sep,43.07
Nyahururu,2015,Sep,30.52
Kaloleni,2015,Sep,NA
Malindi,2015,Sep,NA
Kibauni Kilifi,2015,Sep,NA
Ukunda,2015,Sep,40.00
Kwale,2015,Sep,NA
Mpeketoni,2015,Sep,NA
Mkunguni,2015,Sep,50.00
Mwembe Tayari,2015,Sep,46.25
Majengo,2015,Sep,45.00
Sega,2015,Sep,45.00
Kongowea,2015,Sep,40.00
Hola,2015,Sep,NA
Garsen,2015,Sep,40.00
Bura Tana,2015,Sep,35.00
Runyenjes,2015,Sep,25.00
Embu Town,2015,Sep,27.27
Siakago,2015,Sep,24.68
Mwingi,2015,Sep,30.00
Kalundu,2015,Sep,30.00
Machakos Town,2015,Sep,35.00
Tawa,2015,Sep,33.13
Tala,2015,Sep,35.00
Maua,2015,Sep,35.00
Kianjai,2015,Sep,33.33
Gakoromere,2015,Sep,37.04
Chuka Town,2015,Sep,NA
Kaanwa,2015,Sep,NA
"Wote
Wajir Town",2015,Sep,34.50
Marsabit,2015,Sep,38.50
Daraja Mbili,2015,Sep,31.82
Kibirigo,2015,Sep,NA
Nyangusu,2015,Sep,30.43
Riochanda,2015,Sep,NA
Nyabite,2015,Sep,NA
Mogonga,2015,Sep,NA
Igare,2015,Sep,28.26
Kibuye,2015,Sep,30.12
Ahero,2015,Sep,39.48
Kiboswa,2015,Sep,30.81
Sondu,2015,Sep,29.18
Bondo,2015,Sep,27.43
Siaya,2015,Sep,NA
Ngiya,2015,Sep,NA
Unguja,2015,Sep,NA
Kegonga,2015,Sep,36.96
Homabay,2015,Sep,NA
Oyugis,2015,Sep,NA
Kehacha,2015,Sep,NA
Migori,2015,Sep,30.43
Kabarnet,2015,Sep,NA
Kimulot,2015,Sep,NA
Sotik,2015,Sep,32.00
Bomet,2015,Sep,NA
Muthurwa Narok,2015,Sep,33.75
Nakuru Town,2015,Sep,47.50
Kapsabet,2015,Sep,43.48
Mulot,2015,Sep,NA
Kitale,2015,Sep,NA
Eldoret,2015,Sep,32.00
Burn Forest,2015,Sep,35.00
Turbo,2015,Sep,30.00
Kipkaren,2015,Sep,30.00
Iten,2015,Sep,33.76
Kajiado,2015,Sep,46.25
Bungoma Town,2015,Sep,25.09
Kimilili,2015,Sep,22.80
Kapsokwony,2015,Sep,25.33
Bumala,2015,Sep,23.81
Busia Town,2015,Sep,25.00
Butere,2015,Sep,28.41
Kakamega,2015,Sep,30.83
Mumias,2015,Sep,28.41
Mundeta,2015,Sep,33.33
Cheptula,2015,Sep,33.33
Mbale,2015,Sep,30.01
Muthurwa,2015,Sep,45.45
Kawangware,2015,Sep,47.62
Burma,2015,Sep,45.45
Gikomba,2015,Sep,47.62
Kangemi,2015,Sep,45.45
Korokocho,2015,Sep,45.00
Toi,2015,Sep,45.24
"Kiambu
",2015,Oct,NA
Limuru,2015,Oct,NA
Thika,2015,Oct,NA
Gatundu,2015,Oct,NA
Kutus,2015,Oct,28.58
Sagana,2015,Oct,28.38
Kerugoya,2015,Oct,29.80
Muthithi,2015,Oct,25.00
Makuyu,2015,Oct,39.37
Kiriaini,2015,Oct,32.56
Engineer,2015,Oct,NA
 Nyeri,2015,Oct,NA
Endarasha,2015,Oct,NA
Karatina,2015,Oct,45.00
Gakindu,2015,Oct,34.25
Nanyuki,2015,Oct,44.42
Nyahururu,2015,Oct,30.00
Kaloleni,2015,Oct,NA
Malindi,2015,Oct,NA
Kibauni Kilifi,2015,Oct,NA
Ukunda,2015,Oct,40.67
Kwale,2015,Oct,38.89
Mpeketoni,2015,Oct,40.00
Mkunguni,2015,Oct,50.00
Mwembe Tayari,2015,Oct,56.00
Majengo,2015,Oct,42.83
Sega,2015,Oct,45.00
Kongowea,2015,Oct,38.00
Hola,2015,Oct,50.00
Garsen,2015,Oct,NA
Bura Tana,2015,Oct,35.00
Runyenjes,2015,Oct,23.86
Embu Town,2015,Oct,27.27
Siakago,2015,Oct,27.27
Mwingi,2015,Oct,30.00
Kalundu,2015,Oct,30.00
Machakos Town,2015,Oct,35.00
Tawa,2015,Oct,32.38
Tala,2015,Oct,35.00
Maua,2015,Oct,35.00
Kianjai,2015,Oct,33.33
Gakoromere,2015,Oct,33.33
Chuka Town,2015,Oct,NA
Kaanwa,2015,Oct,NA
"Wote
Wajir Town",2015,Oct,32.75
Marsabit,2015,Oct,40.00
Daraja Mbili,2015,Oct,34.09
Kibirigo,2015,Oct,NA
Nyangusu,2015,Oct,21.74
Riochanda,2015,Oct,NA
Nyabite,2015,Oct,NA
Mogonga,2015,Oct,NA
Igare,2015,Oct,26.09
Kibuye,2015,Oct,30.78
Ahero,2015,Oct,39.34
Kiboswa,2015,Oct,30.34
Sondu,2015,Oct,28.89
Bondo,2015,Oct,NA
Siaya,2015,Oct,NA
Ngiya,2015,Oct,NA
Unguja,2015,Oct,NA
Kegonga,2015,Oct,NA
Homabay,2015,Oct,NA
Oyugis,2015,Oct,NA
Kehacha,2015,Oct,32.00
Migori,2015,Oct,NA
Kabarnet,2015,Oct,NA
Kimulot,2015,Oct,NA
Sotik,2015,Oct,NA
Bomet,2015,Oct,NA
Muthurwa Narok,2015,Oct,32.50
Nakuru Town,2015,Oct,52.50
Kapsabet,2015,Oct,NA
Mulot,2015,Oct,NA
Kitale,2015,Oct,NA
Eldoret,2015,Oct,32.00
Burn Forest,2015,Oct,34.69
Turbo,2015,Oct,28.33
Kipkaren,2015,Oct,30.00
Iten,2015,Oct,29.62
Kajiado,2015,Oct,45.00
Bungoma Town,2015,Oct,24.63
Kimilili,2015,Oct,NA
Kapsokwony,2015,Oct,NA
Bumala,2015,Oct,25.60
Busia Town,2015,Oct,26.19
Butere,2015,Oct,28.64
Kakamega,2015,Oct,24.40
Mumias,2015,Oct,28.18
Mundeta,2015,Oct,33.33
Cheptula,2015,Oct,30.95
Mbale,2015,Oct,28.57
Muthurwa,2015,Oct,47.62
Kawangware,2015,Oct,50.00
Burma,2015,Oct,50.00
Gikomba,2015,Oct,45.45
Kangemi,2015,Oct,50.00
Korokocho,2015,Oct,45.00
Toi,2015,Oct,42.86
"Kiambu
",2015,Nov,NA
Limuru,2015,Nov,NA
Thika,2015,Nov,NA
Gatundu,2015,Nov,NA
Kutus,2015,Nov,28.58
Sagana,2015,Nov,33.16
Kerugoya,2015,Nov,29.22
Muthithi,2015,Nov,NA
Makuyu,2015,Nov,29.36
Kiriaini,2015,Nov,32.50
Engineer,2015,Nov,NA
 Nyeri,2015,Nov,NA
Endarasha,2015,Nov,NA
Karatina,2015,Nov,NA
Gakindu,2015,Nov,35.00
Nanyuki,2015,Nov,44.29
Nyahururu,2015,Nov,25.00
Kaloleni,2015,Nov,NA
Malindi,2015,Nov,NA
Kibauni Kilifi,2015,Nov,NA
Ukunda,2015,Nov,40.25
Kwale,2015,Nov,36.25
Mpeketoni,2015,Nov,NA
Mkunguni,2015,Nov,50.00
Mwembe Tayari,2015,Nov,61.67
Majengo,2015,Nov,40.00
Sega,2015,Nov,45.00
Kongowea,2015,Nov,37.00
Hola,2015,Nov,NA
Garsen,2015,Nov,NA
Bura Tana,2015,Nov,NA
Runyenjes,2015,Nov,27.27
Embu Town,2015,Nov,22.73
Siakago,2015,Nov,27.27
Mwingi,2015,Nov,NA
Kalundu,2015,Nov,30.00
Machakos Town,2015,Nov,35.00
Tawa,2015,Nov,32.50
Tala,2015,Nov,35.00
Maua,2015,Nov,35.00
Kianjai,2015,Nov,33.33
Gakoromere,2015,Nov,33.33
Chuka Town,2015,Nov,NA
Kaanwa,2015,Nov,NA
"Wote
Wajir Town",2015,Nov,32.50
Marsabit,2015,Nov,35.50
Daraja Mbili,2015,Nov,NA
Kibirigo,2015,Nov,NA
Nyangusu,2015,Nov,NA
Riochanda,2015,Nov,NA
Nyabite,2015,Nov,NA
Mogonga,2015,Nov,NA
Igare,2015,Nov,NA
Kibuye,2015,Nov,NA
Ahero,2015,Nov,NA
Kiboswa,2015,Nov,NA
Sondu,2015,Nov,NA
Bondo,2015,Nov,NA
Siaya,2015,Nov,NA
Ngiya,2015,Nov,NA
Unguja,2015,Nov,NA
Kegonga,2015,Nov,NA
Homabay,2015,Nov,NA
Oyugis,2015,Nov,NA
Kehacha,2015,Nov,NA
Migori,2015,Nov,NA
Kabarnet,2015,Nov,NA
Kimulot,2015,Nov,NA
Sotik,2015,Nov,NA
Bomet,2015,Nov,NA
Muthurwa Narok,2015,Nov,NA
Nakuru Town,2015,Nov,NA
Kapsabet,2015,Nov,NA
Mulot,2015,Nov,NA
Kitale,2015,Nov,NA
Eldoret,2015,Nov,24.50
Burn Forest,2015,Nov,30.00
Turbo,2015,Nov,28.13
Kipkaren,2015,Nov,26.25
Iten,2015,Nov,26.68
Kajiado,2015,Nov,45.00
Bungoma Town,2015,Nov,24.31
Kimilili,2015,Nov,20.23
Kapsokwony,2015,Nov,21.05
Bumala,2015,Nov,28.57
Busia Town,2015,Nov,27.38
Butere,2015,Nov,30.68
Kakamega,2015,Nov,29.00
Mumias,2015,Nov,30.68
Mundeta,2015,Nov,NA
Cheptula,2015,Nov,30.36
Mbale,2015,Nov,28.57
Muthurwa,2015,Nov,47.62
Kawangware,2015,Nov,50.00
Burma,2015,Nov,50.00
Gikomba,2015,Nov,50.00
Kangemi,2015,Nov,49.32
Korokocho,2015,Nov,47.50
Toi,2015,Nov,45.00
"Kiambu
",2015,Dec,NA
Limuru,2015,Dec,NA
Thika,2015,Dec,NA
Gatundu,2015,Dec,NA
Kutus,2015,Dec,29.17
Sagana,2015,Dec,36.36
Kerugoya,2015,Dec,31.46
Muthithi,2015,Dec,NA
Makuyu,2015,Dec,28.57
Kiriaini,2015,Dec,NA
Engineer,2015,Dec,NA
 Nyeri,2015,Dec,NA
Endarasha,2015,Dec,NA
Karatina,2015,Dec,NA
Gakindu,2015,Dec,NA
Nanyuki,2015,Dec,33.46
Nyahururu,2015,Dec,27.27
Kaloleni,2015,Dec,NA
Malindi,2015,Dec,NA
Kibauni Kilifi,2015,Dec,NA
Ukunda,2015,Dec,39.43
Kwale,2015,Dec,38.50
Mpeketoni,2015,Dec,NA
Mkunguni,2015,Dec,NA
Mwembe Tayari,2015,Dec,NA
Majengo,2015,Dec,NA
Sega,2015,Dec,NA
Kongowea,2015,Dec,NA
Hola,2015,Dec,35.00
Garsen,2015,Dec,NA
Bura Tana,2015,Dec,30.00
Runyenjes,2015,Dec,27.27
Embu Town,2015,Dec,22.73
Siakago,2015,Dec,29.55
Mwingi,2015,Dec,30.00
Kalundu,2015,Dec,30.00
Machakos Town,2015,Dec,40.00
Tawa,2015,Dec,33.00
Tala,2015,Dec,34.00
Maua,2015,Dec,NA
Kianjai,2015,Dec,NA
Gakoromere,2015,Dec,NA
Chuka Town,2015,Dec,NA
Kaanwa,2015,Dec,NA
"Wote
Wajir Town",2015,Dec,32.50
Marsabit,2015,Dec,37.33
Daraja Mbili,2015,Dec,NA
Kibirigo,2015,Dec,NA
Nyangusu,2015,Dec,NA
Riochanda,2015,Dec,NA
Nyabite,2015,Dec,NA
Mogonga,2015,Dec,NA
Igare,2015,Dec,NA
Kibuye,2015,Dec,NA
Ahero,2015,Dec,NA
Kiboswa,2015,Dec,NA
Sondu,2015,Dec,NA
Bondo,2015,Dec,NA
Siaya,2015,Dec,NA
Ngiya,2015,Dec,NA
Unguja,2015,Dec,NA
Kegonga,2015,Dec,NA
Homabay,2015,Dec,NA
Oyugis,2015,Dec,NA
Kehacha,2015,Dec,NA
Migori,2015,Dec,NA
Kabarnet,2015,Dec,NA
Kimulot,2015,Dec,NA
Sotik,2015,Dec,NA
Bomet,2015,Dec,NA
Muthurwa Narok,2015,Dec,NA
Nakuru Town,2015,Dec,NA
Kapsabet,2015,Dec,NA
Mulot,2015,Dec,NA
Kitale,2015,Dec,NA
Eldoret,2015,Dec,24.00
Burn Forest,2015,Dec,30.00
Turbo,2015,Dec,25.00
Kipkaren,2015,Dec,25.00
Iten,2015,Dec,23.96
Kajiado,2015,Dec,50.00
Bungoma Town,2015,Dec,25.42
Kimilili,2015,Dec,NA
Kapsokwony,2015,Dec,20.62
Bumala,2015,Dec,32.74
Busia Town,2015,Dec,35.71
Butere,2015,Dec,27.20
Kakamega,2015,Dec,31.50
Mumias,2015,Dec,27.84
Mundeta,2015,Dec,NA
Cheptula,2015,Dec,28.57
Mbale,2015,Dec,NA
Muthurwa,2015,Dec,45.00
Kawangware,2015,Dec,47.62
Burma,2015,Dec,50.00
Gikomba,2015,Dec,47.62
Kangemi,2015,Dec,47.62
Korokocho,2015,Dec,43.93
Toi,2015,Dec,90.00
Kiambu,2016,Jan,NA
Limuru,2016,Jan,NA
Thika,2016,Jan,NA
Gatundu,2016,Jan,NA
Kutus,2016,Jan,32.41
Sagana,2016,Jan,29.03
Kerugoya,2016,Jan,34.61
Muthithi,2016,Jan,22.73
Makuyu,2016,Jan,28.57
Kiriaini,2016,Jan,32.50
Ol  Kalou,2016,Jan,NA
Ndaragwa,2016,Jan,NA
Nyeri,2016,Jan,31.82
Endarasha,2016,Jan,38.10
Karatina,2016,Jan,34.17
Gakindu,2016,Jan,33.36
Nanyuki,2016,Jan,40.37
Nyahururu,2016,Jan,22.73
Ukunda,2016,Jan,40.00
Kwale,2016,Jan,39.00
Wundanyi,2016,Jan,NA
Voi,2016,Jan,NA
Mwatate,2016,Jan,NA
Mpeketoni,2016,Jan,32.50
Mkunguni,2016,Jan,50.00
Mokowe,2016,Jan,NA
Mwembe  Tayari,2016,Jan,43.00
Majengo,2016,Jan,40.00
Sega,2016,Jan,41.00
Kongowea,2016,Jan,34.80
Hola,2016,Jan,37.50
Garsen,2016,Jan,NA
Bura  Tana,2016,Jan,45.00
Runyenjes,2016,Jan,27.27
Embu  Town,2016,Jan,27.27
Siakago,2016,Jan,29.87
Mwingi,2016,Jan,30.00
Kalundu,2016,Jan,30.00
Machakos  Town,2016,Jan,35.00
Tawa,2016,Jan,30.22
Tala,2016,Jan,32.00
Maua,2016,Jan,NA
Kianjai,2016,Jan,NA
Gakoromere,2016,Jan,33.33
Chuka  Town,2016,Jan,47.04
Kathwana,2016,Jan,NA
Wote,2016,Jan,30.00
Marsabit,2016,Jan,39.25
Kibuye,2016,Jan,30.46
Ahero,2016,Jan,31.35
Kiboswa,2016,Jan,31.49
Sondu,2016,Jan,30.72
Bondo,2016,Jan,27.43
Akala,2016,Jan,NA
Siaya,2016,Jan,27.12
Ngiya,2016,Jan,31.47
Unguja,2016,Jan,30.52
Kegonga,2016,Jan,35.87
Homabay,2016,Jan,27.77
Oyugis,2016,Jan,24.27
Kehacha,2016,Jan,34.78
Migori,2016,Jan,34.78
Turkana,2016,Jan,NA
Kabarnet,2016,Jan,NA
Kimulot,2016,Jan,NA
Sotik,2016,Jan,NA
Fort  Ternan,2016,Jan,NA
Bomet,2016,Jan,NA
Muthurwa  Narok,2016,Jan,36.00
Nakuru  Town,2016,Jan,60.00
Mulot,2016,Jan,29.50
Kitale,2016,Jan,NA
Kapenguria,2016,Jan,NA
Eldoret,2016,Jan,24.00
Burn  Forest,2016,Jan,31.00
Turbo,2016,Jan,25.00
Kipkaren,2016,Jan,25.00
Iten,2016,Jan,23.96
Kajiado,2016,Jan,50.00
Bungoma  Town,2016,Jan,26.97
Kimilili,2016,Jan,NA
Kapsokwony,2016,Jan,NA
Bumala,2016,Jan,35.71
Busia  Town,2016,Jan,35.71
Butere,2016,Jan,27.73
Kakamega,2016,Jan,33.22
Mumias,2016,Jan,28.25
Mundeta,2016,Jan,26.19
Cheptula,2016,Jan,28.57
Mbale,2016,Jan,25.40
Muthurwa,2016,Jan,40.91
Kawangware,2016,Jan,45.45
Burma,2016,Jan,45.00
Gikomba,2016,Jan,36.36
Kangemi,2016,Jan,42.86
Korokocho,2016,Jan,37.50
Toi,2016,Jan,45.00
Kiambu,2016,Feb,NA
Limuru,2016,Feb,NA
Thika,2016,Feb,45.00
Gatundu,2016,Feb,NA
Kutus,2016,Feb,24.00
Sagana,2016,Feb,26.39
Kerugoya,2016,Feb,33.33
Muthithi,2016,Feb,22.73
Makuyu,2016,Feb,28.57
Kiriaini,2016,Feb,35.00
Ol  Kalou,2016,Feb,NA
Ndaragwa,2016,Feb,NA
Nyeri,2016,Feb,33.79
Endarasha,2016,Feb,35.71
Karatina,2016,Feb,35.00
Gakindu,2016,Feb,34.58
Nanyuki,2016,Feb,38.80
Nyahururu,2016,Feb,24.24
Ukunda,2016,Feb,40.00
Kwale,2016,Feb,39.33
Wundanyi,2016,Feb,NA
Voi,2016,Feb,NA
Mwatate,2016,Feb,NA
Mpeketoni,2016,Feb,30.00
Mkunguni,2016,Feb,NA
Mokowe,2016,Feb,NA
Mwembe  Tayari,2016,Feb,40.00
Majengo,2016,Feb,40.00
Sega,2016,Feb,40.00
Kongowea,2016,Feb,35.00
Hola,2016,Feb,38.33
Garsen,2016,Feb,NA
Bura  Tana,2016,Feb,40.00
Runyenjes,2016,Feb,32.05
Embu  Town,2016,Feb,27.27
Siakago,2016,Feb,27.78
Mwingi,2016,Feb,30.00
Kalundu,2016,Feb,NA
Machakos  Town,2016,Feb,35.00
Tawa,2016,Feb,29.50
Tala,2016,Feb,32.00
Maua,2016,Feb,NA
Kianjai,2016,Feb,21.11
Gakoromere,2016,Feb,33.33
Chuka  Town,2016,Feb,36.13
Kathwana,2016,Feb,NA
Wote,2016,Feb,30.00
Marsabit,2016,Feb,38.00
Kibuye,2016,Feb,32.61
Ahero,2016,Feb,31.13
Kiboswa,2016,Feb,32.98
Sondu,2016,Feb,30.80
Bondo,2016,Feb,28.41
Akala,2016,Feb,NA
Siaya,2016,Feb,27.27
Ngiya,2016,Feb,27.27
Unguja,2016,Feb,30.52
Kegonga,2016,Feb,31.25
Homabay,2016,Feb,26.85
Oyugis,2016,Feb,24.09
Kehacha,2016,Feb,30.43
Migori,2016,Feb,NA
Turkana,2016,Feb,NA
Kabarnet,2016,Feb,NA
Kimulot,2016,Feb,NA
Sotik,2016,Feb,NA
Fort  Ternan,2016,Feb,NA
Bomet,2016,Feb,NA
Muthurwa  Narok,2016,Feb,36.00
Nakuru  Town,2016,Feb,62.50
Mulot,2016,Feb,NA
Kitale,2016,Feb,NA
Kapenguria,2016,Feb,NA
Eldoret,2016,Feb,27.00
Burn  Forest,2016,Feb,31.25
Turbo,2016,Feb,26.88
Kipkaren,2016,Feb,26.88
Iten,2016,Feb,24.79
Kajiado,2016,Feb,40.00
Bungoma  Town,2016,Feb,24.00
Kimilili,2016,Feb,NA
