,Town,year,Month,Price
3067,EMBU TOWN,2013,APR,27.30
3068,SIAKAGO,2013,APR,NA
3069,MWINGI,2013,APR,31.50
3070,KALUNDU,2013,APR,30.00
3071,MACHAKOS,2013,APR,38.50
3072,TALA,2013,APR,22.40
3073,MAUA,2013,APR,22.90
3074,KIANJAI,2013,APR,27.50
3075,GAKOROMERE,2013,APR,25.60
3076,MARSABIT,2013,APR,NA
3077,WOTE,2013,APR,27.40
3078,DARAJA MBILI,2013,APR,36.40
3079,KIBIRIGO,2013,APR,39.10
3080,NYANGUSU,2013,APR,NA
3081,RIOCHANDA,2013,APR,35.40
3082,NYABITE,2013,APR,36.00
3083,MIRUKA,2013,APR,NA
3084,IGARE,2013,APR,NA
3085,KIBUYE,2013,APR,39.70
3086,AHERO,2013,APR,40.90
3087,KIBOSWA,2013,APR,37.30
3088,SONDU,2013,APR,37.50
3089,BONDO,2013,APR,NA
3090,SIAYA,2013,APR,36.20
3091,NGIYA,2013,APR,36.40
3092,UNGUJA,2013,APR,36.40
3093,HOMABAY,2013,APR,35.40
3094,OYUGIS,2013,APR,42.10
3095,KEHACHA,2013,APR,NA
3096,SOKO MJINGA,2013,APR,NA
3097,KABARNET,2013,APR,38.90
3098,MUTHURWA,2013,APR,NA
3099,NAKURU,2013,APR,NA
3100,KAPSABET,2013,APR,37.00
3101,KITALE,2013,APR,40.00
3102,ELDORET,2013,APR,40.00
3103,BURN FOREST,2013,APR,40.00
3104,TURBO,2013,APR,36.00
3105,KIPKAREN,2013,APR,38.00
3106,ITEN,2013,APR,37.50
3107,KAJIADO,2013,APR,50.00
3108,BUNGOMA,2013,APR,30.60
3109,KIMILILI,2013,APR,29.80
3110,KAPSOKWONY,2013,APR,30.10
3111,BUMALA,2013,APR,NA
3112,BUSIA TOWN,2013,APR,33.30
3113,BUTERE,2013,APR,33.30
3114,KAKAMEGA,2013,APR,37.80
3115,MUMIAS,2013,APR,34.10
3116,MUNDETA,2013,APR,40.50
3117,CHEPTULA,2013,APR,40.50
3118,MBALE,2013,APR,NA
3119,HARAMBEE,2013,APR,33.30
3120,WAKULIMA,2013,APR,54.10
3121,KAWANGWARE,2013,APR,52.40
3122,BURMA,2013,APR,50.00
3123,KIKOMBA,2013,APR,50.00
3124,KANGEMI,2013,APR,47.60
3125,KOROKOCHO,2013,APR,52.40
3126,TOI,2013,APR,55.00
3923,KIAMBU,2013,MAY,35.00
3924,LIMURU,2013,MAY,35.00
3925,THIKA,2013,MAY,38.00
3926,GATUNDU,2013,MAY,24.80
3927,KUTUS,2013,MAY,NA
3928,SAGANA,2013,MAY,NA
3929,KERUGOYA,2013,MAY,NA
3930,MUTHITHI,2013,MAY,27.20
3931,MUKUYU,2013,MAY,28.60
3932,KIRIAINI,2013,MAY,33.70
3933,ENGINNEER,2013,MAY,35.00
3934,NYERI,2013,MAY,36.70
3935,ENDARASHA,2013,MAY,36.40
3936,KARATINA,2013,MAY,33.30
3937,GAKINDU,2013,MAY,46.20
3938,NANYUKI,2013,MAY,37.50
3939,NYAHURURU,2013,MAY,31.80
3940,KALOLENI,2013,MAY,38.00
3941,MALINDI,2013,MAY,40.50
3942,KIBAUNI KILIFI,2013,MAY,40.00
3943,UKUNDA,2013,MAY,40.00
3944,KWALE,2013,MAY,48.30
3945,MWEMBE TAYARI,2013,MAY,46.30
3946,MAJENGO,2013,MAY,45.00
3947,MACKINON,2013,MAY,42.00
3948,SEGA,2013,MAY,47.20
3949,KONGOWEA,2013,MAY,39.50
3950,HOLA,2013,MAY,35.00
3951,GARSEN,2013,MAY,60.00
3952,BURA TANA,2013,MAY,32.50
3953,RUNYENJES,2013,MAY,27.30
3954,EMBU TOWN,2013,MAY,NA
3955,SIAKAGO,2013,MAY,27.30
3956,MWINGI,2013,MAY,31.50
3957,KALUNDU,2013,MAY,30.00
3958,MACHAKOS,2013,MAY,34.50
3959,TALA,2013,MAY,22.50
3960,MAUA,2013,MAY,25.00
3961,KIANJAI,2013,MAY,27.80
3962,GAKOROMERE,2013,MAY,25.00
3963,MARSABIT,2013,MAY,37.50
3964,WOTE,2013,MAY,29.10
3965,DARAJA MBILI,2013,MAY,37.50
3966,KIBIRIGO,2013,MAY,NA
3967,NYANGUSU,2013,MAY,36.80
3968,RIOCHANDA,2013,MAY,NA
3969,NYABITE,2013,MAY,NA
3970,MIRUKA,2013,MAY,38.20
3971,IGARE,2013,MAY,37.70
3972,KIBUYE,2013,MAY,35.70
3973,AHERO,2013,MAY,38.20
3974,KIBOSWA,2013,MAY,35.90
3975,SONDU,2013,MAY,37.70
3976,BONDO,2013,MAY,36.40
3977,SIAYA,2013,MAY,35.60
3978,NGIYA,2013,MAY,36.40
3979,UNGUJA,2013,MAY,38.00
3980,HOMABAY,2013,MAY,33.80
3981,OYUGIS,2013,MAY,41.20
3982,KEHACHA,2013,MAY,29.00
3983,SOKO MJINGA,2013,MAY,NA
3984,KABARNET,2013,MAY,33.30
3985,MUTHURWA,2013,MAY,NA
3986,NAKURU,2013,MAY,37.50
3987,KAPSABET,2013,MAY,37.00
3988,KITALE,2013,MAY,50.00
3989,ELDORET,2013,MAY,40.00
3990,BURN FOREST,2013,MAY,33.30
3991,TURBO,2013,MAY,31.60
3992,KIPKAREN,2013,MAY,35.90
3993,ITEN,2013,MAY,35.00
3994,KAJIADO,2013,MAY,50.00
3995,BUNGOMA,2013,MAY,31.30
3996,KIMILILI,2013,MAY,34.00
3997,KAPSOKWONY,2013,MAY,31.30
3998,BUMALA,2013,MAY,NA
3999,BUSIA TOWN,2013,MAY,NA
4000,BUTERE,2013,MAY,43.40
4001,KAKAMEGA,2013,MAY,37.40
4002,MUMIAS,2013,MAY,43.30
4003,MUNDETA,2013,MAY,38.10
4004,CHEPTULA,2013,MAY,38.10
4005,MBALE,2013,MAY,NA
4006,HARAMBEE,2013,MAY,32.90
4007,WAKULIMA,2013,MAY,52.60
4008,KAWANGWARE,2013,MAY,50.00
4009,BURMA,2013,MAY,50.00
4010,KIKOMBA,2013,MAY,50.00
4011,KANGEMI,2013,MAY,47.60
4012,KOROKOCHO,2013,MAY,55.00
4013,TOI,2013,MAY,50.00
4810,KIAMBU,2013,JUNE,35.00
4811,LIMURU,2013,JUNE,35.00
4812,THIKA,2013,JUNE,NA
4813,GATUNDU,2013,JUNE,NA
4814,KUTUS,2013,JUNE,NA
4815,SAGANA,2013,JUNE,NA
4816,KERUGOYA,2013,JUNE,NA
4817,MUTHITHI,2013,JUNE,28.60
4818,MUKUYU,2013,JUNE,28.60
4819,KIRIAINI,2013,JUNE,31.50
4820,ENGINNEER,2013,JUNE,41.50
4821,NYERI,2013,JUNE,NA
4822,ENDARASHA,2013,JUNE,40.10
4823,KARATINA,2013,JUNE,33.30
4824,GAKINDU,2013,JUNE,58.70
4825,NANYUKI,2013,JUNE,30.40
4826,NYAHURURU,2013,JUNE,36.40
4827,KALOLENI,2013,JUNE,38.00
4828,MALINDI,2013,JUNE,40.00
4829,KIBAUNI KILIFI,2013,JUNE,40.00
4830,UKUNDA,2013,JUNE,NA
4831,KWALE,2013,JUNE,48.80
4832,MWEMBE TAYARI,2013,JUNE,50.00
4833,MAJENGO,2013,JUNE,43.80
4834,MACKINON,2013,JUNE,60.00
4835,SEGA,2013,JUNE,46.90
4836,KONGOWEA,2013,JUNE,39.80
4837,HOLA,2013,JUNE,NA
4838,GARSEN,2013,JUNE,60.00
4839,BURA TANA,2013,JUNE,NA
4840,RUNYENJES,2013,JUNE,27.30
4841,EMBU TOWN,2013,JUNE,27.30
4842,SIAKAGO,2013,JUNE,NA
4843,MWINGI,2013,JUNE,NA
4844,KALUNDU,2013,JUNE,NA
4845,MACHAKOS,2013,JUNE,NA
4846,TALA,2013,JUNE,24.00
4847,MAUA,2013,JUNE,30.00
4848,KIANJAI,2013,JUNE,27.80
4849,GAKOROMERE,2013,JUNE,27.80
4850,MARSABIT,2013,JUNE,50.00
4851,WOTE,2013,JUNE,NA
4852,DARAJA MBILI,2013,JUNE,36.90
4853,KIBIRIGO,2013,JUNE,NA
4854,NYANGUSU,2013,JUNE,39.40
4855,RIOCHANDA,2013,JUNE,NA
4856,NYABITE,2013,JUNE,NA
4857,MIRUKA,2013,JUNE,39.80
4858,IGARE,2013,JUNE,39.20
4859,KIBUYE,2013,JUNE,34.80
4860,AHERO,2013,JUNE,37.50
4861,KIBOSWA,2013,JUNE,34.10
4862,SONDU,2013,JUNE,36.40
4863,BONDO,2013,JUNE,36.40
4864,SIAYA,2013,JUNE,36.00
4865,NGIYA,2013,JUNE,36.40
4866,UNGUJA,2013,JUNE,40.00
4867,HOMABAY,2013,JUNE,NA
4868,OYUGIS,2013,JUNE,NA
4869,KEHACHA,2013,JUNE,32.00
4870,SOKO MJINGA,2013,JUNE,NA
4871,KABARNET,2013,JUNE,29.00
4872,MUTHURWA,2013,JUNE,NA
4873,NAKURU,2013,JUNE,43.90
4874,KAPSABET,2013,JUNE,NA
4875,KITALE,2013,JUNE,NA
4876,ELDORET,2013,JUNE,34.60
4877,BURN FOREST,2013,JUNE,33.70
4878,TURBO,2013,JUNE,30.60
4879,KIPKAREN,2013,JUNE,30.00
4880,ITEN,2013,JUNE,33.50
4881,KAJIADO,2013,JUNE,NA
4882,BUNGOMA,2013,JUNE,NA
4883,KIMILILI,2013,JUNE,33.00
4884,KAPSOKWONY,2013,JUNE,NA
4885,BUMALA,2013,JUNE,30.20
4886,BUSIA TOWN,2013,JUNE,31.10
4887,BUTERE,2013,JUNE,31.30
4888,KAKAMEGA,2013,JUNE,33.70
4889,MUMIAS,2013,JUNE,42.30
4890,MUNDETA,2013,JUNE,NA
4891,CHEPTULA,2013,JUNE,NA
4892,MBALE,2013,JUNE,NA
4893,HARAMBEE,2013,JUNE,31.60
4894,WAKULIMA,2013,JUNE,54.10
4895,KAWANGWARE,2013,JUNE,52.40
4896,BURMA,2013,JUNE,50.00
4897,KIKOMBA,2013,JUNE,50.00
4898,KANGEMI,2013,JUNE,47.60
4899,KOROKOCHO,2013,JUNE,52.40
4900,TOI,2013,JUNE,55.00
5697,KIAMBU,2013,JULY,NA
5698,LIMURU,2013,JULY,NA
5699,THIKA,2013,JULY,33.80
5700,GATUNDU,2013,JULY,19.30
5701,KUTUS,2013,JULY,NA
5702,SAGANA,2013,JULY,NA
5703,KERUGOYA,2013,JULY,NA
5704,MUTHITHI,2013,JULY,NA
5705,MUKUYU,2013,JULY,NA
5706,KIRIAINI,2013,JULY,NA
5707,ENGINNEER,2013,JULY,40.00
5708,NYERI,2013,JULY,NA
5709,ENDARASHA,2013,JULY,40.50
5710,KARATINA,2013,JULY,33.30
5711,GAKINDU,2013,JULY,53.10
5712,NANYUKI,2013,JULY,38.50
5713,NYAHURURU,2013,JULY,36.40
5714,KALOLENI,2013,JULY,38.00
5715,MALINDI,2013,JULY,40.00
5716,KIBAUNI KILIFI,2013,JULY,40.00
5717,UKUNDA,2013,JULY,38.00
5718,KWALE,2013,JULY,NA
5719,MWEMBE TAYARI,2013,JULY,49.40
5720,MAJENGO,2013,JULY,43.00
5721,MACKINON,2013,JULY,40.00
5722,SEGA,2013,JULY,48.70
5723,KONGOWEA,2013,JULY,39.80
5724,HOLA,2013,JULY,NA
5725,GARSEN,2013,JULY,45.00
5726,BURA TANA,2013,JULY,NA
5727,RUNYENJES,2013,JULY,27.30
5728,EMBU TOWN,2013,JULY,22.70
5729,SIAKAGO,2013,JULY,NA
5730,MWINGI,2013,JULY,33.00
5731,KALUNDU,2013,JULY,30.00
5732,MACHAKOS,2013,JULY,35.00
5733,TALA,2013,JULY,23.80
5734,MAUA,2013,JULY,30.00
5735,KIANJAI,2013,JULY,25.60
5736,GAKOROMERE,2013,JULY,33.30
5737,MARSABIT,2013,JULY,NA
5738,WOTE,2013,JULY,NA
5739,DARAJA MBILI,2013,JULY,37.70
5740,KIBIRIGO,2013,JULY,NA
5741,NYANGUSU,2013,JULY,36.40
5742,RIOCHANDA,2013,JULY,NA
5743,NYABITE,2013,JULY,NA
5744,MIRUKA,2013,JULY,36.70
5745,IGARE,2013,JULY,36.40
5746,KIBUYE,2013,JULY,33.30
5747,AHERO,2013,JULY,37.30
5748,KIBOSWA,2013,JULY,34.50
5749,SONDU,2013,JULY,37.30
5750,BONDO,2013,JULY,32.30
5751,SIAYA,2013,JULY,29.30
5752,NGIYA,2013,JULY,29.10
5753,UNGUJA,2013,JULY,29.70
5754,HOMABAY,2013,JULY,NA
5755,OYUGIS,2013,JULY,36.40
5756,KEHACHA,2013,JULY,32.00
5757,SOKO MJINGA,2013,JULY,NA
5758,KABARNET,2013,JULY,33.30
5759,MUTHURWA,2013,JULY,NA
5760,NAKURU,2013,JULY,50.50
5761,KAPSABET,2013,JULY,NA
5762,KITALE,2013,JULY,NA
5763,ELDORET,2013,JULY,33.30
5764,BURN FOREST,2013,JULY,NA
5765,TURBO,2013,JULY,NA
5766,KIPKAREN,2013,JULY,NA
5767,ITEN,2013,JULY,31.70
5768,KAJIADO,2013,JULY,NA
5769,BUNGOMA,2013,JULY,35.60
5770,KIMILILI,2013,JULY,33.00
5771,KAPSOKWONY,2013,JULY,35.20
5772,BUMALA,2013,JULY,31.70
5773,BUSIA TOWN,2013,JULY,36.60
5774,BUTERE,2013,JULY,NA
5775,KAKAMEGA,2013,JULY,35.20
5776,MUMIAS,2013,JULY,NA
5777,MUNDETA,2013,JULY,NA
5778,CHEPTULA,2013,JULY,31.00
5779,MBALE,2013,JULY,NA
5780,HARAMBEE,2013,JULY,NA
5781,WAKULIMA,2013,JULY,54.10
5782,KAWANGWARE,2013,JULY,52.40
5783,BURMA,2013,JULY,50.00
5784,KIKOMBA,2013,JULY,50.00
5785,KANGEMI,2013,JULY,47.60
5786,KOROKOCHO,2013,JULY,52.40
5787,TOI,2013,JULY,55.00
6584,KIAMBU,2013,AUG,NA
6585,LIMURU,2013,AUG,NA
6586,THIKA,2013,AUG,36.30
6587,GATUNDU,2013,AUG,17.10
6588,KUTUS,2013,AUG,NA
6589,SAGANA,2013,AUG,NA
6590,KERUGOYA,2013,AUG,NA
6591,MUTHITHI,2013,AUG,33.30
6592,MUKUYU,2013,AUG,33.30
6593,KIRIAINI,2013,AUG,35.80
6594,ENGINNEER,2013,AUG,40.00
6595,NYERI,2013,AUG,NA
6596,ENDARASHA,2013,AUG,38.60
6597,KARATINA,2013,AUG,33.30
6598,GAKINDU,2013,AUG,35.70
6599,NANYUKI,2013,AUG,38.70
6600,NYAHURURU,2013,AUG,36.40
6601,KALOLENI,2013,AUG,75.60
6602,MALINDI,2013,AUG,31.30
6603,KIBAUNI KILIFI,2013,AUG,40.00
6604,UKUNDA,2013,AUG,38.00
6605,KWALE,2013,AUG,NA
6606,MWEMBE TAYARI,2013,AUG,42.90
6607,MAJENGO,2013,AUG,39.50
6608,MACKINON,2013,AUG,40.00
6609,SEGA,2013,AUG,41.90
6610,KONGOWEA,2013,AUG,39.10
6611,HOLA,2013,AUG,NA
6612,GARSEN,2013,AUG,41.70
6613,BURA TANA,2013,AUG,NA
6614,RUNYENJES,2013,AUG,NA
6615,EMBU TOWN,2013,AUG,27.30
6616,SIAKAGO,2013,AUG,27.30
6617,MWINGI,2013,AUG,33.00
6618,KALUNDU,2013,AUG,30.00
6619,MACHAKOS,2013,AUG,35.00
6620,TALA,2013,AUG,24.00
6621,MAUA,2013,AUG,30.00
6622,KIANJAI,2013,AUG,25.60
6623,GAKOROMERE,2013,AUG,33.30
6624,MARSABIT,2013,AUG,NA
6625,WOTE,2013,AUG,34.40
6626,DARAJA MBILI,2013,AUG,37.40
6627,KIBIRIGO,2013,AUG,31.30
6628,NYANGUSU,2013,AUG,36.90
6629,RIOCHANDA,2013,AUG,34.80
6630,NYABITE,2013,AUG,33.30
6631,MIRUKA,2013,AUG,36.40
6632,IGARE,2013,AUG,36.40
6633,KIBUYE,2013,AUG,32.90
6634,AHERO,2013,AUG,37.50
6635,KIBOSWA,2013,AUG,32.90
6636,SONDU,2013,AUG,37.50
6637,BONDO,2013,AUG,31.70
6638,SIAYA,2013,AUG,33.30
6639,NGIYA,2013,AUG,32.20
6640,UNGUJA,2013,AUG,30.70
6641,HOMABAY,2013,AUG,35.70
6642,OYUGIS,2013,AUG,33.90
6643,KEHACHA,2013,AUG,31.50
6644,SOKO MJINGA,2013,AUG,NA
6645,KABARNET,2013,AUG,33.00
6646,MUTHURWA,2013,AUG,NA
6647,NAKURU,2013,AUG,40.00
6648,KAPSABET,2013,AUG,NA
6649,KITALE,2013,AUG,29.20
6650,ELDORET,2013,AUG,NA
6651,BURN FOREST,2013,AUG,NA
6652,TURBO,2013,AUG,NA
6653,KIPKAREN,2013,AUG,NA
6654,ITEN,2013,AUG,35.00
6655,KAJIADO,2013,AUG,40.00
6656,BUNGOMA,2013,AUG,28.60
6657,KIMILILI,2013,AUG,NA
6658,KAPSOKWONY,2013,AUG,34.80
6659,BUMALA,2013,AUG,32.70
6660,BUSIA TOWN,2013,AUG,33.30
6661,BUTERE,2013,AUG,NA
6662,KAKAMEGA,2013,AUG,36.10
6663,MUMIAS,2013,AUG,NA
6664,MUNDETA,2013,AUG,31.00
6665,CHEPTULA,2013,AUG,31.00
6666,MBALE,2013,AUG,31.00
6667,HARAMBEE,2013,AUG,NA
6668,WAKULIMA,2013,AUG,50.00
6669,KAWANGWARE,2013,AUG,54.60
6670,BURMA,2013,AUG,50.00
6671,KIKOMBA,2013,AUG,50.00
6672,KANGEMI,2013,AUG,52.60
6673,KOROKOCHO,2013,AUG,50.00
6674,TOI,2013,AUG,50.00
7471,KIAMBU,2013,SEP,NA
7472,LIMURU,2013,SEP,40.00
7473,THIKA,2013,SEP,40.00
7474,GATUNDU,2013,SEP,19.30
7475,KUTUS,2013,SEP,NA
7476,SAGANA,2013,SEP,NA
7477,KERUGOYA,2013,SEP,NA
7478,MUTHITHI,2013,SEP,36.90
7479,MUKUYU,2013,SEP,33.30
7480,KIRIAINI,2013,SEP,39.20
7481,ENGINNEER,2013,SEP,40.00
7482,NYERI,2013,SEP,NA
7483,ENDARASHA,2013,SEP,NA
7484,KARATINA,2013,SEP,NA
7485,GAKINDU,2013,SEP,NA
7486,NANYUKI,2013,SEP,40.70
7487,NYAHURURU,2013,SEP,NA
7488,KALOLENI,2013,SEP,35.00
7489,MALINDI,2013,SEP,35.00
7490,KIBAUNI KILIFI,2013,SEP,37.50
7491,UKUNDA,2013,SEP,38.00
7492,KWALE,2013,SEP,38.00
7493,MWEMBE TAYARI,2013,SEP,45.00
7494,MAJENGO,2013,SEP,43.30
7495,MACKINON,2013,SEP,40.00
7496,SEGA,2013,SEP,44.00
7497,KONGOWEA,2013,SEP,36.00
7498,HOLA,2013,SEP,50.00
7499,GARSEN,2013,SEP,40.00
7500,BURA TANA,2013,SEP,42.50
7501,RUNYENJES,2013,SEP,31.20
7502,EMBU TOWN,2013,SEP,31.80
7503,SIAKAGO,2013,SEP,30.20
7504,MWINGI,2013,SEP,34.80
7505,KALUNDU,2013,SEP,31.80
7506,MACHAKOS,2013,SEP,NA
7507,TALA,2013,SEP,NA
7508,MAUA,2013,SEP,30.00
7509,KIANJAI,2013,SEP,33.30
7510,GAKOROMERE,2013,SEP,33.30
7511,MARSABIT,2013,SEP,NA
7512,WOTE,2013,SEP,NA
7513,DARAJA MBILI,2013,SEP,37.50
7514,KIBIRIGO,2013,SEP,35.40
7515,NYANGUSU,2013,SEP,38.60
7516,RIOCHANDA,2013,SEP,36.20
7517,NYABITE,2013,SEP,35.00
7518,MIRUKA,2013,SEP,38.60
7519,IGARE,2013,SEP,40.80
7520,KIBUYE,2013,SEP,34.60
7521,AHERO,2013,SEP,NA
7522,KIBOSWA,2013,SEP,34.20
7523,SONDU,2013,SEP,NA
7524,BONDO,2013,SEP,33.50
7525,SIAYA,2013,SEP,34.60
7526,NGIYA,2013,SEP,32.70
7527,UNGUJA,2013,SEP,33.30
7528,HOMABAY,2013,SEP,NA
7529,OYUGIS,2013,SEP,39.30
7530,KEHACHA,2013,SEP,37.50
7531,SOKO MJINGA,2013,SEP,NA
7532,KABARNET,2013,SEP,34.80
7533,MUTHURWA,2013,SEP,NA
7534,NAKURU,2013,SEP,51.10
7535,KAPSABET,2013,SEP,NA
7536,KITALE,2013,SEP,30.20
7537,ELDORET,2013,SEP,30.60
7538,BURN FOREST,2013,SEP,NA
7539,TURBO,2013,SEP,30.00
7540,KIPKAREN,2013,SEP,30.00
7541,ITEN,2013,SEP,37.50
7542,KAJIADO,2013,SEP,41.10
7543,BUNGOMA,2013,SEP,35.00
7544,KIMILILI,2013,SEP,NA
7545,KAPSOKWONY,2013,SEP,35.20
7546,BUMALA,2013,SEP,35.60
7547,BUSIA TOWN,2013,SEP,35.00
7548,BUTERE,2013,SEP,NA
7549,KAKAMEGA,2013,SEP,37.10
7550,MUMIAS,2013,SEP,NA
7551,MUNDETA,2013,SEP,31.60
7552,CHEPTULA,2013,SEP,32.70
7553,MBALE,2013,SEP,32.70
7554,HARAMBEE,2013,SEP,33.30
7555,WAKULIMA,2013,SEP,50.00
7556,KAWANGWARE,2013,SEP,54.60
7557,BURMA,2013,SEP,50.00
7558,KIKOMBA,2013,SEP,50.00
7559,KANGEMI,2013,SEP,52.60
7560,KOROKOCHO,2013,SEP,50.00
7561,TOI,2013,SEP,42.10
8358,KIAMBU,2013,OCT,NA
8359,LIMURU,2013,OCT,40.00
8360,THIKA,2013,OCT,47.00
8361,GATUNDU,2013,OCT,17.40
8362,KUTUS,2013,OCT,NA
8363,SAGANA,2013,OCT,NA
8364,KERUGOYA,2013,OCT,NA
8365,MUTHITHI,2013,OCT,40.20
8366,MUKUYU,2013,OCT,35.20
8367,KIRIAINI,2013,OCT,38.00
8368,ENGINNEER,2013,OCT,40.00
8369,NYERI,2013,OCT,NA
8370,ENDARASHA,2013,OCT,NA
8371,KARATINA,2013,OCT,NA
8372,GAKINDU,2013,OCT,NA
8373,NANYUKI,2013,OCT,NA
8374,NYAHURURU,2013,OCT,40.90
8375,KALOLENI,2013,OCT,NA
8376,MALINDI,2013,OCT,40.00
8377,KIBAUNI KILIFI,2013,OCT,NA
8378,UKUNDA,2013,OCT,38.00
8379,KWALE,2013,OCT,38.70
8380,MWEMBE TAYARI,2013,OCT,45.00
8381,MAJENGO,2013,OCT,42.40
8382,MACKINON,2013,OCT,40.00
8383,SEGA,2013,OCT,42.60
8384,KONGOWEA,2013,OCT,37.00
8385,HOLA,2013,OCT,30.00
8386,GARSEN,2013,OCT,30.00
8387,BURA TANA,2013,OCT,30.00
8388,RUNYENJES,2013,OCT,35.00
8389,EMBU TOWN,2013,OCT,34.60
8390,SIAKAGO,2013,OCT,35.30
8391,MWINGI,2013,OCT,35.00
8392,KALUNDU,2013,OCT,34.50
8393,MACHAKOS,2013,OCT,NA
8394,TALA,2013,OCT,NA
8395,MAUA,2013,OCT,35.00
8396,KIANJAI,2013,OCT,37.80
8397,GAKOROMERE,2013,OCT,38.90
8398,MARSABIT,2013,OCT,NA
8399,WOTE,2013,OCT,NA
8400,DARAJA MBILI,2013,OCT,40.90
8401,KIBIRIGO,2013,OCT,37.90
8402,NYANGUSU,2013,OCT,45.50
8403,RIOCHANDA,2013,OCT,39.10
8404,NYABITE,2013,OCT,37.00
8405,MIRUKA,2013,OCT,45.50
8406,IGARE,2013,OCT,41.30
8407,KIBUYE,2013,OCT,34.80
8408,AHERO,2013,OCT,2.90
8409,KIBOSWA,2013,OCT,35.20
8410,SONDU,2013,OCT,2.60
8411,BONDO,2013,OCT,36.10
8412,SIAYA,2013,OCT,45.20
8413,NGIYA,2013,OCT,37.40
8414,UNGUJA,2013,OCT,34.90
8415,HOMABAY,2013,OCT,37.40
8416,OYUGIS,2013,OCT,43.10
8417,KEHACHA,2013,OCT,36.80
8418,SOKO MJINGA,2013,OCT,35.10
8419,KABARNET,2013,OCT,38.00
8420,MUTHURWA,2013,OCT,33.80
8421,NAKURU,2013,OCT,52.20
8422,KAPSABET,2013,OCT,NA
8423,KITALE,2013,OCT,30.70
8424,ELDORET,2013,OCT,30.00
8425,BURN FOREST,2013,OCT,NA
8426,TURBO,2013,OCT,30.00
8427,KIPKAREN,2013,OCT,29.00
8428,ITEN,2013,OCT,NA
8429,KAJIADO,2013,OCT,50.00
8430,BUNGOMA,2013,OCT,NA
8431,KIMILILI,2013,OCT,33.30
8432,KAPSOKWONY,2013,OCT,38.60
8433,BUMALA,2013,OCT,37.50
8434,BUSIA TOWN,2013,OCT,37.50
8435,BUTERE,2013,OCT,NA
8436,KAKAMEGA,2013,OCT,36.90
8437,MUMIAS,2013,OCT,NA
8438,MUNDETA,2013,OCT,31.90
8439,CHEPTULA,2013,OCT,35.50
8440,MBALE,2013,OCT,33.90
8441,HARAMBEE,2013,OCT,35.20
8442,WAKULIMA,2013,OCT,50.00
8443,KAWANGWARE,2013,OCT,50.00
8444,BURMA,2013,OCT,50.00
8445,KIKOMBA,2013,OCT,47.70
8446,KANGEMI,2013,OCT,47.70
8447,KOROKOCHO,2013,OCT,47.50
8448,TOI,2013,OCT,43.60
9245,KIAMBU,2013,NOV,40.00
9246,LIMURU,2013,NOV,40.00
9247,THIKA,2013,NOV,NA
9248,GATUNDU,2013,NOV,NA
9249,KUTUS,2013,NOV,NA
9250,SAGANA,2013,NOV,NA
9251,KERUGOYA,2013,NOV,NA
9252,MUTHITHI,2013,NOV,36.90
9253,MUKUYU,2013,NOV,38.10
9254,KIRIAINI,2013,NOV,25.80
9255,ENGINNEER,2013,NOV,40.00
9256,NYERI,2013,NOV,NA
9257,ENDARASHA,2013,NOV,NA
9258,KARATINA,2013,NOV,NA
9259,GAKINDU,2013,NOV,NA
9260,NANYUKI,2013,NOV,43.80
9261,NYAHURURU,2013,NOV,43.60
9262,KALOLENI,2013,NOV,NA
9263,MALINDI,2013,NOV,40.00
9264,KIBAUNI KILIFI,2013,NOV,NA
9265,UKUNDA,2013,NOV,38.00
9266,KWALE,2013,NOV,39.00
9267,MWEMBE TAYARI,2013,NOV,NA
9268,MAJENGO,2013,NOV,NA
9269,MACKINON,2013,NOV,NA
9270,SEGA,2013,NOV,NA
9271,KONGOWEA,2013,NOV,38.00
9272,HOLA,2013,NOV,36.70
9273,GARSEN,2013,NOV,30.00
9274,BURA TANA,2013,NOV,35.00
9275,RUNYENJES,2013,NOV,36.40
9276,EMBU TOWN,2013,NOV,36.40
9277,SIAKAGO,2013,NOV,38.10
9278,MWINGI,2013,NOV,35.00
9279,KALUNDU,2013,NOV,35.00
9280,MACHAKOS,2013,NOV,NA
9281,TALA,2013,NOV,NA
9282,MAUA,2013,NOV,NA
9283,KIANJAI,2013,NOV,NA
9284,GAKOROMERE,2013,NOV,38.90
9285,MARSABIT,2013,NOV,42.50
9286,WOTE,2013,NOV,NA
9287,DARAJA MBILI,2013,NOV,40.90
9288,KIBIRIGO,2013,NOV,37.50
9289,NYANGUSU,2013,NOV,39.20
9290,RIOCHANDA,2013,NOV,39.10
9291,NYABITE,2013,NOV,39.10
9292,MIRUKA,2013,NOV,40.30
9293,IGARE,2013,NOV,41.70
9294,KIBUYE,2013,NOV,NA
9295,AHERO,2013,NOV,41.50
9296,KIBOSWA,2013,NOV,38.00
9297,SONDU,2013,NOV,42.10
9298,BONDO,2013,NOV,NA
9299,SIAYA,2013,NOV,NA
9300,NGIYA,2013,NOV,NA
9301,UNGUJA,2013,NOV,NA
9302,HOMABAY,2013,NOV,NA
9303,OYUGIS,2013,NOV,43.30
9304,KEHACHA,2013,NOV,40.00
9305,SOKO MJINGA,2013,NOV,39.50
9306,KABARNET,2013,NOV,37.80
9307,MUTHURWA,2013,NOV,36.40
9308,NAKURU,2013,NOV,40.00
9309,KAPSABET,2013,NOV,NA
9310,KITALE,2013,NOV,28.80
