,Town,year,Month,Price
604,SONDU,2011,JAN,20.50
605,BONDO,2011,JAN,NA
606,OYUGIS,2011,JAN,22.70
607,KABARNET,2011,JAN,NA
608,NAKURU TOWN,2011,JAN,22.20
609,KAPSABET,2011,JAN,20.50
610,KITALE,2011,JAN,15.00
611,ELDORET,2011,JAN,20.00
612,BURNT FOREST,2011,JAN,17.50
613,TURBO,2011,JAN,15.20
614,KIPKAREN,2011,JAN,17.50
615,ITEN,2011,JAN,NA
616,BUNGOMA TOWN,2011,JAN,18.80
617,KIMILILI,2011,JAN,19.10
618,KAPSOKWONY,2011,JAN,15.90
619,BUTERE,2011,JAN,16.50
620,KAKAMEGA TOWN,2011,JAN,15.90
621,MUMIAS,2011,JAN,NA
622,MUDETE,2011,JAN,15.90
623,CHEPTULU,2011,JAN,16.70
624,MBALE,2011,JAN,21.40
625,KAWANGWARE,2011,JAN,23.80
626,BURMA,2011,JAN,25.00
627,KIKOMBA,2011,JAN,22.50
628,KANGEMI,2011,JAN,23.80
629,KOROGOCHO,2011,JAN,22.50
630,KIBERA(TOI),2011,JAN,25.00
1442,KIAMBU,2011,FEB,22.50
1443,LIMURU,2011,FEB,20.00
1444,THIKA,2011,FEB,30.00
1445,GATUNDU,2011,FEB,25.00
1446,KUTUS,2011,FEB,25.00
1447,SAGANA,2011,FEB,27.30
1448,KERUGOYA,2011,FEB,25.00
1449,MUTHITHI,2011,FEB,19.10
1450,MUKUYU,2011,FEB,23.80
1451,KIRIAINI,2011,FEB,21.40
1452,ENGINEER,2011,FEB,18.20
1453,NYERI,2011,FEB,30.00
1454,KARATINA,2011,FEB,22.50
1455,GAKINDU,2011,FEB,20.00
1456,NANYUKI,2011,FEB,22.20
1457,SIPILI,2011,FEB,NA
1458,MARIAKANI,2011,FEB,NA
1459,KALOLENI,2011,FEB,NA
1460,MALINDI,2011,FEB,25.00
1461,KIBAUNI KILIFI,2011,FEB,NA
1462,KWALE,2011,FEB,30.00
1463,MWEMBE TAYARI,2011,FEB,36.00
1464,MAJENGO,2011,FEB,34.80
1465,MACKINON,2011,FEB,NA
1466,SEGA,2011,FEB,26.30
1467,KONGOWEA,2011,FEB,25.50
1468,GARSEN,2011,FEB,NA
1469,RUNYENJES,2011,FEB,22.70
1470,EMBU TOWN,2011,FEB,22.70
1471,SIAKAGO,2011,FEB,23.80
1472,MWINGI,2011,FEB,22.70
1473,MIGWANI,2011,FEB,20.00
1474,KALUNDU,2011,FEB,NA
1475,MACHAKOS TOWN,2011,FEB,20.00
1476,TALA,2011,FEB,17.00
1477,MAUA,2011,FEB,NA
1478,KIANJAI,2011,FEB,22.20
1479,MWENDANTU,2011,FEB,NA
1480,WOTE,2011,FEB,20.00
1481,DARAJA MBILI,2011,FEB,20.50
1482,KIBIRIGO,2011,FEB,20.80
1483,RIOSIRE,2011,FEB,20.50
1484,RIOCHANDA,2011,FEB,20.00
1485,NYABITE,2011,FEB,20.00
1486,MOGONGA,2011,FEB,26.30
1487,NYAMACHE,2011,FEB,24.00
1488,KIBUYE,2011,FEB,25.00
1489,AHERO,2011,FEB,27.30
1490,KIBOSWA,2011,FEB,22.70
1491,SONDU,2011,FEB,25.00
1492,BONDO,2011,FEB,NA
1493,OYUGIS,2011,FEB,28.60
1494,KABARNET,2011,FEB,NA
1495,NAKURU TOWN,2011,FEB,27.80
1496,KAPSABET,2011,FEB,21.70
1497,KITALE,2011,FEB,25.00
1498,ELDORET,2011,FEB,25.00
1499,BURNT FOREST,2011,FEB,20.00
1500,TURBO,2011,FEB,16.00
1501,KIPKAREN,2011,FEB,25.00
1502,ITEN,2011,FEB,NA
1503,BUNGOMA TOWN,2011,FEB,18.20
1504,KIMILILI,2011,FEB,18.20
1505,KAPSOKWONY,2011,FEB,15.90
1506,BUTERE,2011,FEB,NA
1507,KAKAMEGA TOWN,2011,FEB,25.00
1508,MUMIAS,2011,FEB,NA
1509,MUDETE,2011,FEB,19.10
1510,CHEPTULU,2011,FEB,23.80
1511,MBALE,2011,FEB,23.80
1512,KAWANGWARE,2011,FEB,22.70
1513,BURMA,2011,FEB,25.00
1514,KIKOMBA,2011,FEB,23.80
1515,KANGEMI,2011,FEB,23.80
1516,KOROGOCHO,2011,FEB,22.70
1517,KIBERA(TOI),2011,FEB,23.80
2329,KIAMBU,2011,MAR,22.50
2330,LIMURU,2011,MAR,27.50
2331,THIKA,2011,MAR,28.60
2332,GATUNDU,2011,MAR,40.00
2333,KUTUS,2011,MAR,27.30
2334,SAGANA,2011,MAR,26.10
2335,KERUGOYA,2011,MAR,26.10
2336,MUTHITHI,2011,MAR,28.60
2337,MUKUYU,2011,MAR,26.20
2338,KIRIAINI,2011,MAR,NA
2339,ENGINEER,2011,MAR,20.00
2340,NYERI,2011,MAR,30.00
2341,KARATINA,2011,MAR,22.50
2342,GAKINDU,2011,MAR,25.00
2343,NANYUKI,2011,MAR,27.80
2344,SIPILI,2011,MAR,NA
2345,MARIAKANI,2011,MAR,NA
2346,KALOLENI,2011,MAR,NA
2347,MALINDI,2011,MAR,25.00
2348,KIBAUNI KILIFI,2011,MAR,NA
2349,KWALE,2011,MAR,30.00
2350,MWEMBE TAYARI,2011,MAR,48.80
2351,MAJENGO,2011,MAR,48.80
2352,MACKINON,2011,MAR,NA
2353,SEGA,2011,MAR,35.00
2354,KONGOWEA,2011,MAR,32.30
2355,GARSEN,2011,MAR,NA
2356,RUNYENJES,2011,MAR,25.00
2357,EMBU TOWN,2011,MAR,22.70
2358,SIAKAGO,2011,MAR,23.80
2359,MWINGI,2011,MAR,25.00
2360,MIGWANI,2011,MAR,25.00
2361,KALUNDU,2011,MAR,NA
2362,MACHAKOS TOWN,2011,MAR,25.00
2363,TALA,2011,MAR,18.00
2364,MAUA,2011,MAR,NA
2365,KIANJAI,2011,MAR,26.70
2366,MWENDANTU,2011,MAR,22.70
2367,WOTE,2011,MAR,20.00
2368,DARAJA MBILI,2011,MAR,NA
2369,KIBIRIGO,2011,MAR,22.00
2370,RIOSIRE,2011,MAR,31.00
2371,RIOCHANDA,2011,MAR,20.00
2372,NYABITE,2011,MAR,24.00
2373,MOGONGA,2011,MAR,25.00
2374,NYAMACHE,2011,MAR,28.00
2375,KIBUYE,2011,MAR,28.00
2376,AHERO,2011,MAR,29.60
2377,KIBOSWA,2011,MAR,25.70
2378,SONDU,2011,MAR,NA
2379,BONDO,2011,MAR,NA
2380,OYUGIS,2011,MAR,29.60
2381,KABARNET,2011,MAR,NA
2382,NAKURU TOWN,2011,MAR,27.80
2383,KAPSABET,2011,MAR,26.10
2384,KITALE,2011,MAR,25.00
2385,ELDORET,2011,MAR,25.00
2386,BURNT FOREST,2011,MAR,20.00
2387,TURBO,2011,MAR,25.00
2388,KIPKAREN,2011,MAR,27.50
2389,ITEN,2011,MAR,NA
2390,BUNGOMA TOWN,2011,MAR,29.60
2391,KIMILILI,2011,MAR,27.30
2392,KAPSOKWONY,2011,MAR,22.70
2393,BUTERE,2011,MAR,NA
2394,KAKAMEGA TOWN,2011,MAR,29.60
2395,MUMIAS,2011,MAR,NA
2396,MUDETE,2011,MAR,28.60
2397,CHEPTULU,2011,MAR,28.60
2398,MBALE,2011,MAR,28.60
2399,KAWANGWARE,2011,MAR,22.70
2400,BURMA,2011,MAR,25.00
2401,KIKOMBA,2011,MAR,23.80
2402,KANGEMI,2011,MAR,23.80
2403,KOROGOCHO,2011,MAR,NA
2404,KIBERA(TOI),2011,MAR,23.80
3216,KIAMBU,2011,APR,35.00
3217,LIMURU,2011,APR,37.50
3218,THIKA,2011,APR,31.80
3219,GATUNDU,2011,APR,35.00
3220,KUTUS,2011,APR,31.00
3221,SAGANA,2011,APR,35.00
3222,KERUGOYA,2011,APR,45.00
3223,MUTHITHI,2011,APR,31.00
3224,MUKUYU,2011,APR,31.00
3225,KIRIAINI,2011,APR,35.70
3226,ENGINEER,2011,APR,33.30
3227,NYERI,2011,APR,42.50
3228,KARATINA,2011,APR,25.00
3229,GAKINDU,2011,APR,30.00
3230,NANYUKI,2011,APR,38.90
3231,SIPILI,2011,APR,29.60
3232,MARIAKANI,2011,APR,NA
3233,KALOLENI,2011,APR,NA
3234,MALINDI,2011,APR,NA
3235,KIBAUNI KILIFI,2011,APR,NA
3236,KWALE,2011,APR,34.50
3237,MWEMBE TAYARI,2011,APR,47.50
3238,MAJENGO,2011,APR,48.80
3239,MACKINON,2011,APR,NA
3240,SEGA,2011,APR,35.00
3241,KONGOWEA,2011,APR,35.00
3242,GARSEN,2011,APR,NA
3243,RUNYENJES,2011,APR,27.30
3244,EMBU TOWN,2011,APR,31.80
3245,SIAKAGO,2011,APR,28.60
3246,MWINGI,2011,APR,34.00
3247,MIGWANI,2011,APR,30.00
3248,KALUNDU,2011,APR,NA
3249,MACHAKOS TOWN,2011,APR,NA
3250,TALA,2011,APR,NA
3251,MAUA,2011,APR,NA
3252,KIANJAI,2011,APR,34.40
3253,MWENDANTU,2011,APR,27.30
3254,WOTE,2011,APR,35.00
3255,DARAJA MBILI,2011,APR,35.70
3256,KIBIRIGO,2011,APR,42.50
3257,RIOSIRE,2011,APR,31.00
3258,RIOCHANDA,2011,APR,35.00
3259,NYABITE,2011,APR,NA
3260,MOGONGA,2011,APR,43.20
3261,NYAMACHE,2011,APR,40.00
3262,KIBUYE,2011,APR,40.00
3263,AHERO,2011,APR,38.10
3264,KIBOSWA,2011,APR,40.00
3265,SONDU,2011,APR,38.10
3266,BONDO,2011,APR,NA
3267,OYUGIS,2011,APR,38.60
3268,KABARNET,2011,APR,NA
3269,NAKURU TOWN,2011,APR,27.80
3270,KAPSABET,2011,APR,42.90
3271,KITALE,2011,APR,45.00
3272,ELDORET,2011,APR,40.00
3273,BURNT FOREST,2011,APR,40.00
3274,TURBO,2011,APR,30.00
3275,KIPKAREN,2011,APR,45.00
3276,ITEN,2011,APR,NA
3277,BUNGOMA TOWN,2011,APR,NA
3278,KIMILILI,2011,APR,NA
3279,KAPSOKWONY,2011,APR,NA
3280,BUTERE,2011,APR,36.40
3281,KAKAMEGA TOWN,2011,APR,43.20
3282,MUMIAS,2011,APR,NA
3283,MUDETE,2011,APR,NA
3284,CHEPTULU,2011,APR,NA
3285,MBALE,2011,APR,NA
3286,KAWANGWARE,2011,APR,35.70
3287,BURMA,2011,APR,38.00
3288,KIKOMBA,2011,APR,38.10
3289,KANGEMI,2011,APR,35.70
3290,KOROGOCHO,2011,APR,35.00
3291,KIBERA(TOI),2011,APR,44.70
4103,KIAMBU,2011,MAY,45.00
4104,LIMURU,2011,MAY,45.00
4105,THIKA,2011,MAY,35.00
4106,GATUNDU,2011,MAY,35.00
4107,KUTUS,2011,MAY,43.50
4108,SAGANA,2011,MAY,37.50
4109,KERUGOYA,2011,MAY,43.50
4110,MUTHITHI,2011,MAY,38.10
4111,MUKUYU,2011,MAY,38.10
4112,KIRIAINI,2011,MAY,38.10
4113,ENGINEER,2011,MAY,35.00
4114,NYERI,2011,MAY,42.50
4115,KARATINA,2011,MAY,50.00
4116,GAKINDU,2011,MAY,40.00
4117,NANYUKI,2011,MAY,44.40
4118,SIPILI,2011,MAY,35.00
4119,MARIAKANI,2011,MAY,NA
4120,KALOLENI,2011,MAY,NA
4121,MALINDI,2011,MAY,NA
4122,KIBAUNI KILIFI,2011,MAY,NA
4123,KWALE,2011,MAY,36.80
4124,MWEMBE TAYARI,2011,MAY,58.00
4125,MAJENGO,2011,MAY,44.60
4126,MACKINON,2011,MAY,NA
4127,SEGA,2011,MAY,33.00
4128,KONGOWEA,2011,MAY,38.60
4129,GARSEN,2011,MAY,NA
4130,RUNYENJES,2011,MAY,36.40
4131,EMBU TOWN,2011,MAY,43.20
4132,SIAKAGO,2011,MAY,40.30
4133,MWINGI,2011,MAY,36.00
4134,MIGWANI,2011,MAY,42.00
4135,KALUNDU,2011,MAY,NA
4136,MACHAKOS TOWN,2011,MAY,42.00
4137,TALA,2011,MAY,35.00
4138,MAUA,2011,MAY,NA
4139,KIANJAI,2011,MAY,35.60
4140,MWENDANTU,2011,MAY,36.40
4141,WOTE,2011,MAY,45.00
4142,DARAJA MBILI,2011,MAY,47.60
4143,KIBIRIGO,2011,MAY,50.00
4144,RIOSIRE,2011,MAY,40.50
4145,RIOCHANDA,2011,MAY,42.90
4146,NYABITE,2011,MAY,50.00
4147,MOGONGA,2011,MAY,NA
4148,NYAMACHE,2011,MAY,50.00
4149,KIBUYE,2011,MAY,NA
4150,AHERO,2011,MAY,45.20
4151,KIBOSWA,2011,MAY,40.00
4152,SONDU,2011,MAY,50.00
4153,BONDO,2011,MAY,NA
4154,OYUGIS,2011,MAY,56.80
4155,KABARNET,2011,MAY,NA
4156,NAKURU TOWN,2011,MAY,27.80
4157,KAPSABET,2011,MAY,45.50
4158,KITALE,2011,MAY,60.00
4159,ELDORET,2011,MAY,43.80
4160,BURNT FOREST,2011,MAY,NA
4161,TURBO,2011,MAY,42.90
4162,KIPKAREN,2011,MAY,50.00
4163,ITEN,2011,MAY,NA
4164,BUNGOMA TOWN,2011,MAY,47.70
4165,KIMILILI,2011,MAY,41.80
4166,KAPSOKWONY,2011,MAY,43.20
4167,BUTERE,2011,MAY,40.90
4168,KAKAMEGA TOWN,2011,MAY,52.30
4169,MUMIAS,2011,MAY,NA
4170,MUDETE,2011,MAY,47.60
4171,CHEPTULU,2011,MAY,47.60
4172,MBALE,2011,MAY,47.60
4173,KAWANGWARE,2011,MAY,42.90
4174,BURMA,2011,MAY,40.00
4175,KIKOMBA,2011,MAY,45.20
4176,KANGEMI,2011,MAY,42.90
4177,KOROGOCHO,2011,MAY,42.50
4178,KIBERA(TOI),2011,MAY,47.50
4990,KIAMBU,2011,JUNE,50.00
4991,LIMURU,2011,JUNE,50.00
4992,THIKA,2011,JUNE,50.00
4993,GATUNDU,2011,JUNE,50.00
4994,KUTUS,2011,JUNE,43.50
4995,SAGANA,2011,JUNE,41.70
4996,KERUGOYA,2011,JUNE,47.80
4997,MUTHITHI,2011,JUNE,40.50
4998,MUKUYU,2011,JUNE,38.10
4999,KIRIAINI,2011,JUNE,47.60
5000,ENGINEER,2011,JUNE,NA
5001,NYERI,2011,JUNE,50.00
5002,KARATINA,2011,JUNE,50.00
5003,GAKINDU,2011,JUNE,45.00
5004,NANYUKI,2011,JUNE,50.00
5005,SIPILI,2011,JUNE,NA
5006,MARIAKANI,2011,JUNE,NA
5007,KALOLENI,2011,JUNE,NA
5008,MALINDI,2011,JUNE,NA
5009,KIBAUNI KILIFI,2011,JUNE,NA
5010,KWALE,2011,JUNE,40.00
5011,MWEMBE TAYARI,2011,JUNE,67.30
5012,MAJENGO,2011,JUNE,44.80
5013,MACKINON,2011,JUNE,NA
5014,SEGA,2011,JUNE,50.00
5015,KONGOWEA,2011,JUNE,47.50
5016,GARSEN,2011,JUNE,NA
5017,RUNYENJES,2011,JUNE,44.30
5018,EMBU TOWN,2011,JUNE,45.50
5019,SIAKAGO,2011,JUNE,50.00
5020,MWINGI,2011,JUNE,50.00
5021,MIGWANI,2011,JUNE,45.00
5022,KALUNDU,2011,JUNE,NA
5023,MACHAKOS TOWN,2011,JUNE,45.00
5024,TALA,2011,JUNE,50.00
5025,MAUA,2011,JUNE,62.50
5026,KIANJAI,2011,JUNE,NA
5027,MWENDANTU,2011,JUNE,NA
5028,WOTE,2011,JUNE,45.00
5029,DARAJA MBILI,2011,JUNE,NA
5030,KIBIRIGO,2011,JUNE,54.80
5031,RIOSIRE,2011,JUNE,NA
5032,RIOCHANDA,2011,JUNE,52.40
5033,NYABITE,2011,JUNE,56.00
5034,MOGONGA,2011,JUNE,NA
5035,NYAMACHE,2011,JUNE,NA
5036,KIBUYE,2011,JUNE,59.10
5037,AHERO,2011,JUNE,50.00
5038,KIBOSWA,2011,JUNE,56.50
5039,SONDU,2011,JUNE,NA
5040,BONDO,2011,JUNE,NA
5041,OYUGIS,2011,JUNE,59.50
5042,KABARNET,2011,JUNE,NA
5043,NAKURU TOWN,2011,JUNE,72.20
5044,KAPSABET,2011,JUNE,52.20
5045,KITALE,2011,JUNE,60.00
5046,ELDORET,2011,JUNE,50.00
5047,BURNT FOREST,2011,JUNE,NA
5048,TURBO,2011,JUNE,NA
5049,KIPKAREN,2011,JUNE,55.00
5050,ITEN,2011,JUNE,NA
5051,BUNGOMA TOWN,2011,JUNE,56.80
5052,KIMILILI,2011,JUNE,54.80
5053,KAPSOKWONY,2011,JUNE,57.10
5054,BUTERE,2011,JUNE,59.10
5055,KAKAMEGA TOWN,2011,JUNE,NA
5056,MUMIAS,2011,JUNE,NA
5057,MUDETE,2011,JUNE,NA
5058,CHEPTULU,2011,JUNE,NA
5059,MBALE,2011,JUNE,NA
5060,KAWANGWARE,2011,JUNE,47.60
5061,BURMA,2011,JUNE,50.00
5062,KIKOMBA,2011,JUNE,47.50
5063,KANGEMI,2011,JUNE,50.00
5064,KOROGOCHO,2011,JUNE,42.50
5065,KIBERA(TOI),2011,JUNE,55.00
5877,KIAMBU,2011,JULY,55.00
5878,LIMURU,2011,JULY,50.00
5879,THIKA,2011,JULY,100.00
5880,GATUNDU,2011,JULY,55.00
5881,KUTUS,2011,JULY,47.80
5882,SAGANA,2011,JULY,54.60
5883,KERUGOYA,2011,JULY,47.80
5884,MUTHITHI,2011,JULY,95.20
5885,MUKUYU,2011,JULY,57.10
5886,KIRIAINI,2011,JULY,52.40
5887,ENGINEER,2011,JULY,50.00
5888,NYERI,2011,JULY,NA
5889,KARATINA,2011,JULY,NA
5890,GAKINDU,2011,JULY,NA
5891,NANYUKI,2011,JULY,55.60
5892,SIPILI,2011,JULY,50.00
5893,MARIAKANI,2011,JULY,40.00
5894,KALOLENI,2011,JULY,45.00
5895,MALINDI,2011,JULY,NA
5896,KIBAUNI KILIFI,2011,JULY,45.00
5897,KWALE,2011,JULY,41.00
5898,MWEMBE TAYARI,2011,JULY,63.00
5899,MAJENGO,2011,JULY,44.60
5900,MACKINON,2011,JULY,NA
5901,SEGA,2011,JULY,45.00
5902,KONGOWEA,2011,JULY,41.80
5903,GARSEN,2011,JULY,NA
5904,RUNYENJES,2011,JULY,50.00
5905,EMBU TOWN,2011,JULY,50.00
5906,SIAKAGO,2011,JULY,52.40
5907,MWINGI,2011,JULY,50.00
5908,MIGWANI,2011,JULY,50.00
5909,KALUNDU,2011,JULY,NA
5910,MACHAKOS TOWN,2011,JULY,49.00
5911,TALA,2011,JULY,48.00
5912,MAUA,2011,JULY,62.50
5913,KIANJAI,2011,JULY,55.60
5914,MWENDANTU,2011,JULY,45.50
5915,WOTE,2011,JULY,45.00
5916,DARAJA MBILI,2011,JULY,54.60
5917,KIBIRIGO,2011,JULY,50.00
5918,RIOSIRE,2011,JULY,45.50
5919,RIOCHANDA,2011,JULY,50.00
5920,NYABITE,2011,JULY,56.00
5921,MOGONGA,2011,JULY,59.10
5922,NYAMACHE,2011,JULY,50.00
5923,KIBUYE,2011,JULY,40.90
5924,AHERO,2011,JULY,54.60
5925,KIBOSWA,2011,JULY,36.40
5926,SONDU,2011,JULY,54.60
5927,BONDO,2011,JULY,50.00
5928,OYUGIS,2011,JULY,40.50
5929,KABARNET,2011,JULY,45.00
5930,NAKURU TOWN,2011,JULY,66.70
5931,KAPSABET,2011,JULY,56.50
5932,KITALE,2011,JULY,54.20
5933,ELDORET,2011,JULY,NA
5934,BURNT FOREST,2011,JULY,NA
5935,TURBO,2011,JULY,NA
5936,KIPKAREN,2011,JULY,NA
5937,ITEN,2011,JULY,NA
5938,BUNGOMA TOWN,2011,JULY,54.20
5939,KIMILILI,2011,JULY,56.50
5940,KAPSOKWONY,2011,JULY,54.20
5941,BUTERE,2011,JULY,NA
5942,KAKAMEGA TOWN,2011,JULY,56.80
5943,MUMIAS,2011,JULY,NA
5944,MUDETE,2011,JULY,52.40
5945,CHEPTULU,2011,JULY,52.40
5946,MBALE,2011,JULY,57.10
5947,KAWANGWARE,2011,JULY,50.00
5948,BURMA,2011,JULY,NA
5949,KIKOMBA,2011,JULY,47.60
5950,KANGEMI,2011,JULY,50.00
5951,KOROGOCHO,2011,JULY,45.50
5952,KIBERA(TOI),2011,JULY,52.40
6764,KIAMBU,2011,AUG,NA
6765,LIMURU,2011,AUG,NA
6766,THIKA,2011,AUG,40.00
6767,GATUNDU,2011,AUG,40.00
6768,KUTUS,2011,AUG,NA
6769,SAGANA,2011,AUG,NA
6770,KERUGOYA,2011,AUG,NA
6771,MUTHITHI,2011,AUG,38.10
6772,MUKUYU,2011,AUG,38.10
6773,KIRIAINI,2011,AUG,47.60
6774,ENGINEER,2011,AUG,45.50
6775,NYERI,2011,AUG,NA
6776,KARATINA,2011,AUG,NA
6777,GAKINDU,2011,AUG,NA
6778,NANYUKI,2011,AUG,61.10
6779,SIPILI,2011,AUG,NA
6780,MARIAKANI,2011,AUG,50.00
6781,KALOLENI,2011,AUG,50.00
6782,MALINDI,2011,AUG,NA
6783,KIBAUNI KILIFI,2011,AUG,50.00
6784,KWALE,2011,AUG,50.00
6785,MWEMBE TAYARI,2011,AUG,51.30
6786,MAJENGO,2011,AUG,41.50
6787,MACKINON,2011,AUG,NA
6788,SEGA,2011,AUG,43.80
6789,KONGOWEA,2011,AUG,39.50
6790,GARSEN,2011,AUG,NA
6791,RUNYENJES,2011,AUG,40.90
6792,EMBU TOWN,2011,AUG,40.90
6793,SIAKAGO,2011,AUG,47.60
6794,MWINGI,2011,AUG,38.00
6795,MIGWANI,2011,AUG,42.00
6796,KALUNDU,2011,AUG,38.00
6797,MACHAKOS TOWN,2011,AUG,47.40
6798,TALA,2011,AUG,38.10
6799,MAUA,2011,AUG,50.00
6800,KIANJAI,2011,AUG,44.40
6801,MWENDANTU,2011,AUG,40.90
6802,WOTE,2011,AUG,40.00
6803,DARAJA MBILI,2011,AUG,38.60
6804,KIBIRIGO,2011,AUG,41.70
6805,RIOSIRE,2011,AUG,38.60
6806,RIOCHANDA,2011,AUG,39.10
6807,NYABITE,2011,AUG,37.50
6808,MOGONGA,2011,AUG,40.90
6809,NYAMACHE,2011,AUG,34.80
6810,KIBUYE,2011,AUG,43.20
6811,AHERO,2011,AUG,50.00
6812,KIBOSWA,2011,AUG,36.40
6813,SONDU,2011,AUG,45.50
6814,BONDO,2011,AUG,50.00
6815,OYUGIS,2011,AUG,NA
6816,KABARNET,2011,AUG,50.00
6817,NAKURU TOWN,2011,AUG,66.70
6818,KAPSABET,2011,AUG,43.50
6819,KITALE,2011,AUG,46.20
6820,ELDORET,2011,AUG,60.00
6821,BURNT FOREST,2011,AUG,50.00
6822,TURBO,2011,AUG,56.00
6823,KIPKAREN,2011,AUG,45.00
6824,ITEN,2011,AUG,NA
6825,BUNGOMA TOWN,2011,AUG,33.30
6826,KIMILILI,2011,AUG,32.60
6827,KAPSOKWONY,2011,AUG,37.50
6828,BUTERE,2011,AUG,31.80
6829,KAKAMEGA TOWN,2011,AUG,NA
6830,MUMIAS,2011,AUG,31.80
6831,MUDETE,2011,AUG,47.60
6832,CHEPTULU,2011,AUG,47.60
6833,MBALE,2011,AUG,47.60
6834,KAWANGWARE,2011,AUG,50.00
6835,BURMA,2011,AUG,50.00
6836,KIKOMBA,2011,AUG,47.60
6837,KANGEMI,2011,AUG,50.00
6838,KOROGOCHO,2011,AUG,45.50
6839,KIBERA(TOI),2011,AUG,52.40
7651,KIAMBU,2011,SEP,NA
7652,LIMURU,2011,SEP,NA
7653,THIKA,2011,SEP,40.00
7654,GATUNDU,2011,SEP,37.50
7655,KUTUS,2011,SEP,NA
7656,SAGANA,2011,SEP,NA
7657,KERUGOYA,2011,SEP,NA
7658,MUTHITHI,2011,SEP,38.10
7659,MUKUYU,2011,SEP,38.10
7660,KIRIAINI,2011,SEP,42.90
7661,ENGINEER,2011,SEP,45.50
7662,NYERI,2011,SEP,NA
7663,KARATINA,2011,SEP,NA
7664,GAKINDU,2011,SEP,NA
7665,NANYUKI,2011,SEP,50.00
7666,SIPILI,2011,SEP,38.10
7667,MARIAKANI,2011,SEP,45.00
7668,KALOLENI,2011,SEP,50.00
7669,MALINDI,2011,SEP,50.00
7670,KIBAUNI KILIFI,2011,SEP,50.00
7671,KWALE,2011,SEP,61.30
7672,MWEMBE TAYARI,2011,SEP,55.00
7673,MAJENGO,2011,SEP,42.30
7674,MACKINON,2011,SEP,NA
7675,SEGA,2011,SEP,40.00
7676,KONGOWEA,2011,SEP,36.50
7677,GARSEN,2011,SEP,NA
7678,RUNYENJES,2011,SEP,36.40
7679,EMBU TOWN,2011,SEP,36.40
7680,SIAKAGO,2011,SEP,42.90
7681,MWINGI,2011,SEP,36.00
7682,MIGWANI,2011,SEP,40.00
7683,KALUNDU,2011,SEP,36.00
7684,MACHAKOS TOWN,2011,SEP,38.00
7685,TALA,2011,SEP,45.00
7686,MAUA,2011,SEP,56.30
7687,KIANJAI,2011,SEP,44.40
7688,MWENDANTU,2011,SEP,40.90
7689,WOTE,2011,SEP,40.00
7690,DARAJA MBILI,2011,SEP,40.90
7691,KIBIRIGO,2011,SEP,37.50
7692,RIOSIRE,2011,SEP,45.50
7693,RIOCHANDA,2011,SEP,36.00
7694,NYABITE,2011,SEP,37.50
7695,MOGONGA,2011,SEP,40.00
7696,NYAMACHE,2011,SEP,45.80
7697,KIBUYE,2011,SEP,40.90
7698,AHERO,2011,SEP,34.10
7699,KIBOSWA,2011,SEP,36.40
7700,SONDU,2011,SEP,34.10
7701,BONDO,2011,SEP,49.00
7702,OYUGIS,2011,SEP,NA
7703,KABARNET,2011,SEP,40.00
7704,NAKURU TOWN,2011,SEP,55.60
7705,KAPSABET,2011,SEP,34.80
7706,KITALE,2011,SEP,40.00
7707,ELDORET,2011,SEP,NA
7708,BURNT FOREST,2011,SEP,NA
7709,TURBO,2011,SEP,32.00
7710,KIPKAREN,2011,SEP,NA
7711,ITEN,2011,SEP,42.50
7712,BUNGOMA TOWN,2011,SEP,29.20
7713,KIMILILI,2011,SEP,30.40
7714,KAPSOKWONY,2011,SEP,33.30
7715,BUTERE,2011,SEP,29.20
7716,KAKAMEGA TOWN,2011,SEP,33.30
7717,MUMIAS,2011,SEP,29.20
7718,MUDETE,2011,SEP,42.90
7719,CHEPTULU,2011,SEP,40.90
7720,MBALE,2011,SEP,45.20
7721,KAWANGWARE,2011,SEP,47.60
7722,BURMA,2011,SEP,50.00
7723,KIKOMBA,2011,SEP,47.60
7724,KANGEMI,2011,SEP,50.00
7725,KOROGOCHO,2011,SEP,47.60
7726,KIBERA(TOI),2011,SEP,47.60
8538,KIAMBU,2011,OCT,40.00
8539,LIMURU,2011,OCT,40.00
8540,THIKA,2011,OCT,40.00
8541,GATUNDU,2011,OCT,21.40
8542,KUTUS,2011,OCT,34.80
8543,SAGANA,2011,OCT,36.40
8544,KERUGOYA,2011,OCT,39.10
8545,MUTHITHI,2011,OCT,36.90
8546,MUKUYU,2011,OCT,38.10
8547,KIRIAINI,2011,OCT,40.50
8548,ENGINEER,2011,OCT,40.00
8549,NYERI,2011,OCT,NA
8550,KARATINA,2011,OCT,NA
8551,GAKINDU,2011,OCT,NA
8552,NANYUKI,2011,OCT,47.20
8553,SIPILI,2011,OCT,22.70
8554,MARIAKANI,2011,OCT,45.00
8555,KALOLENI,2011,OCT,47.50
8556,MALINDI,2011,OCT,40.00
8557,KIBAUNI KILIFI,2011,OCT,45.00
8558,KWALE,2011,OCT,68.00
8559,MWEMBE TAYARI,2011,OCT,50.00
8560,MAJENGO,2011,OCT,43.80
8561,MACKINON,2011,OCT,50.00
8562,SEGA,2011,OCT,NA
8563,KONGOWEA,2011,OCT,40.00
8564,GARSEN,2011,OCT,NA
8565,RUNYENJES,2011,OCT,40.90
8566,EMBU TOWN,2011,OCT,40.90
8567,SIAKAGO,2011,OCT,40.50
8568,MWINGI,2011,OCT,35.00
