COUNTY,YEAR,MONTH,VCI3M
Isiolo,2012,3,48.86
Isiolo,2012,4,39.79
Isiolo,2012,5,36.42
Isiolo,2012,6,26.16
Isiolo,2012,7,27.19
Isiolo,2012,8,32.94
Isiolo,2012,9,37.64
Isiolo,2012,10,34.88
Isiolo,2012,11,25.21
Isiolo,2012,12,23.1
Isiolo,2013,1,27.85
Isiolo,2013,2,25.12
Isiolo,2013,3,16.06
Isiolo,2013,4,38.98
Isiolo,2013,5,65.79
Isiolo,2013,6,53.13
Isiolo,2013,7,34.78
Isiolo,2013,8,40.81
Isiolo,2013,9,43.68
Isiolo,2013,10,39.77
Isiolo,2013,11,26.16
Isiolo,2013,12,28.28
Isiolo,2014,1,30.21
Isiolo,2014,2,23.9
Isiolo,2014,3,26.59
Isiolo,2014,4,42.99
Isiolo,2014,5,48.24
Isiolo,2014,6,28.82
Isiolo,2014,7,19.74
Isiolo,2014,8,16.35
Isiolo,2014,9,24.9
Isiolo,2014,10,27.71
Isiolo,2014,11,16.69
Isiolo,2014,12,19.04
Isiolo,2015,1,25.89
Isiolo,2015,2,21.09
Isiolo,2015,3,11.35
Isiolo,2015,4,16.6
Isiolo,2015,5,31.01
Isiolo,2015,6,24.93
Isiolo,2015,7,21.79
Isiolo,2015,8,16.37
Isiolo,2015,9,17.06
Isiolo,2015,10,16.15
Isiolo,2015,11,17.29
Isiolo,2015,12,26.29
Isiolo,2016,1,36.5
Isiolo,2016,2,31.84
Isiolo,2016,3,22.69
Isiolo,2016,4,15.95
Isiolo,2016,5,30.98
Isiolo,2016,6,45.08
Isiolo,2016,7,49.06
Isiolo,2016,8,53.26
Isiolo,2016,9,51.61
Isiolo,2016,10,43.02
Isiolo,2016,11,21.03
Isiolo,2016,12,17.63
Isiolo,2017,1,22.13
Isiolo,2017,2,18.32
Isiolo,2017,3,15.84
Isiolo,2017,4,11.59
Isiolo,2017,5,11.3
Isiolo,2017,6,10.72
Isiolo,2017,7,15.33
Isiolo,2017,8,14.88
Isiolo,2017,9,16.44
Isiolo,2017,10,13.63
Isiolo,2017,11,12.63
Isiolo,2017,12,12.26
Isiolo,2018,1,9.03
Isiolo,2018,2,3.99
Isiolo,2018,3,14.92
Kitui,2001,1,
Kitui,2001,2,
Kitui,2001,3,58.86
Kitui,2001,4,47.19
Kitui,2001,5,48.74
Kitui,2001,6,52.32
Kitui,2001,7,50.04
Kitui,2001,8,51.41
Kitui,2001,9,48.85
Kitui,2001,10,45.98
Kitui,2001,11,39.52
Kitui,2001,12,57.54
Kitui,2002,1,67.04
Kitui,2002,2,69.39
Kitui,2002,3,62.07
Kitui,2002,4,50.12
Kitui,2002,5,63.35
Kitui,2002,6,70.18
Kitui,2002,7,67.91
Kitui,2002,8,71.77
Kitui,2002,9,76.12
Kitui,2002,10,82.62
Kitui,2002,11,78.93
Kitui,2002,12,81.17
Kitui,2003,1,85.94
Kitui,2003,2,72.21
Kitui,2003,3,49.72
Kitui,2003,4,36.22
Kitui,2003,5,39.33
Kitui,2003,6,67.18
Kitui,2003,7,76.86
Kitui,2003,8,75.8
Kitui,2003,9,70.62
Kitui,2003,10,65.64
Kitui,2003,11,56.08
Kitui,2003,12,64.04
Kitui,2004,1,67.16
Kitui,2004,2,66.15
Kitui,2004,3,57.95
Kitui,2004,4,45.49
Kitui,2004,5,52.5
Kitui,2004,6,47.13
Kitui,2004,7,44.8
Kitui,2004,8,48.42
Kitui,2004,9,52.41
Kitui,2004,10,52.92
Kitui,2004,11,33.92
Kitui,2004,12,39.92
Kitui,2005,1,68.13
Kitui,2005,2,60.98
Kitui,2005,3,44.63
Kitui,2005,4,36.1
Kitui,2005,5,50.77
Kitui,2005,6,49.06
Kitui,2005,7,41.62
Kitui,2005,8,44.44
Kitui,2005,9,46.71
Kitui,2005,10,47.28
Kitui,2005,11,30.02
Kitui,2005,12,27.96
Kitui,2006,1,27.01
Kitui,2006,2,21.35
Kitui,2006,3,14.85
Kitui,2006,4,23.16
Kitui,2006,5,48.42
Kitui,2006,6,51.53
Kitui,2006,7,40.54
Kitui,2006,8,39.94
Kitui,2006,9,37.66
Kitui,2006,10,37.61
Kitui,2006,11,40.68
Kitui,2006,12,60.39
Kitui,2007,1,83.51
Kitui,2007,2,86.85
Kitui,2007,3,79.17
Kitui,2007,4,54.5
Kitui,2007,5,46.79
Kitui,2007,6,45.66
Kitui,2007,7,47.94
Kitui,2007,8,55.25
Kitui,2007,9,58.75
Kitui,2007,10,63.12
Kitui,2007,11,41.89
Kitui,2007,12,50.67
Kitui,2008,1,58.8
Kitui,2008,2,62.22
Kitui,2008,3,48
Kitui,2008,4,48.86
Kitui,2008,5,57.09
Kitui,2008,6,52.25
Kitui,2008,7,45.25
Kitui,2008,8,39.45
Kitui,2008,9,45.78
Kitui,2008,10,49.42
Kitui,2008,11,39.98
Kitui,2008,12,46.59
Kitui,2009,1,36.42
Kitui,2009,2,27.97
Kitui,2009,3,19.29
Kitui,2009,4,12.4
Kitui,2009,5,12.19
Kitui,2009,6,13.24
Kitui,2009,7,15.52
Kitui,2009,8,14.29
Kitui,2009,9,15.29
Kitui,2009,10,14.59
Kitui,2009,11,36.17
Kitui,2009,12,50.14
Kitui,2010,1,56.97
Kitui,2010,2,46.54
Kitui,2010,3,44.42
Kitui,2010,4,66.18
Kitui,2010,5,85.63
Kitui,2010,6,65.5
Kitui,2010,7,53.46
Kitui,2010,8,55.55
Kitui,2010,9,61.3
Kitui,2010,10,64.39
Kitui,2010,11,44.48
Kitui,2010,12,44.24
Kitui,2011,1,33.86
Kitui,2011,2,19.52
Kitui,2011,3,22.82
Kitui,2011,4,22.98
Kitui,2011,5,20.85
Kitui,2011,6,15.21
Kitui,2011,7,13.29
Kitui,2011,8,17.2
Kitui,2011,9,22.52
Kitui,2011,10,28.58
Kitui,2011,11,41.16
Kitui,2011,12,62.37
Kitui,2012,1,64
Kitui,2012,2,45.84
Kitui,2012,3,28.5
Kitui,2012,4,17.32
Kitui,2012,5,30.54
Kitui,2012,6,36.27
Kitui,2012,7,33.24
Kitui,2012,8,36.7
Kitui,2012,9,36.8
Kitui,2012,10,33.07
Kitui,2012,11,23.75
Kitui,2012,12,31.95
Kitui,2013,1,51.53
Kitui,2013,2,49.76
Kitui,2013,3,32.07
Kitui,2013,4,38.49
Kitui,2013,5,59.58
Kitui,2013,6,56.97
Kitui,2013,7,44.93
Kitui,2013,8,49.11
Kitui,2013,9,50.79
Kitui,2013,10,49.05
Kitui,2013,11,34.03
Kitui,2013,12,35.23
Kitui,2014,1,54.96
Kitui,2014,2,47.76
Kitui,2014,3,37.24
Kitui,2014,4,45.54
Kitui,2014,5,56.19
Kitui,2014,6,45.1
Kitui,2014,7,37.13
Kitui,2014,8,33.97
Kitui,2014,9,39.62
Kitui,2014,10,41.26
Kitui,2014,11,26.98
Kitui,2014,12,41.82
Kitui,2015,1,51.86
Kitui,2015,2,39.36
Kitui,2015,3,19.43
Kitui,2015,4,20.76
Kitui,2015,5,40.67
Kitui,2015,6,56.35
Kitui,2015,7,54.49
Kitui,2015,8,48.85
Kitui,2015,9,43.93
Kitui,2015,10,35.78
Kitui,2015,11,25.7
Kitui,2015,12,40.32
Kitui,2016,1,62.3
Kitui,2016,2,58.72
Kitui,2016,3,42.86
Kitui,2016,4,32.94
Kitui,2016,5,37.44
Kitui,2016,6,40.79
Kitui,2016,7,31.61
Kitui,2016,8,39.84
Kitui,2016,9,42.33
Kitui,2016,10,41.51
Kitui,2016,11,23.9
Kitui,2016,12,26.35
Kitui,2017,1,36.8
Kitui,2017,2,27.48
Kitui,2017,3,15.04
Kitui,2017,4,9.72
Kitui,2017,5,25.39
Kitui,2017,6,34.95
Kitui,2017,7,39.87
Kitui,2017,8,39.79
Kitui,2017,9,37.75
Kitui,2017,10,24.34
Kitui,2017,11,20.62
Kitui,2017,12,27.08
Kitui,2018,1,21.76
Kitui,2018,2,10.01
Kitui,2018,3,13.18
Tharaka-Nithi,2001,1,
Tharaka-Nithi,2001,2,
Tharaka-Nithi,2001,3,59.7
Tharaka-Nithi,2001,4,53.15
Tharaka-Nithi,2001,5,57.98
Tharaka-Nithi,2001,6,61.6
Tharaka-Nithi,2001,7,52.31
Tharaka-Nithi,2001,8,41.21
Tharaka-Nithi,2001,9,39.72
Tharaka-Nithi,2001,10,36.83
Tharaka-Nithi,2001,11,27.54
Tharaka-Nithi,2001,12,41.09
Tharaka-Nithi,2002,1,60.36
Tharaka-Nithi,2002,2,64.52
Tharaka-Nithi,2002,3,59.56
Tharaka-Nithi,2002,4,55.46
Tharaka-Nithi,2002,5,78.65
Tharaka-Nithi,2002,6,82.76
Tharaka-Nithi,2002,7,73.5
Tharaka-Nithi,2002,8,79.25
Tharaka-Nithi,2002,9,90.18
Tharaka-Nithi,2002,10,80
Tharaka-Nithi,2002,11,59.72
Tharaka-Nithi,2002,12,60.42
Tharaka-Nithi,2003,1,73.86
Tharaka-Nithi,2003,2,67.78
Tharaka-Nithi,2003,3,46.59
Tharaka-Nithi,2003,4,40.72
Tharaka-Nithi,2003,5,44.13
Tharaka-Nithi,2003,6,69.74
Tharaka-Nithi,2003,7,75.65
Tharaka-Nithi,2003,8,74.72
Tharaka-Nithi,2003,9,72.48
Tharaka-Nithi,2003,10,64.22
Tharaka-Nithi,2003,11,57.14
Tharaka-Nithi,2003,12,66.85
Tharaka-Nithi,2004,1,78.99
Tharaka-Nithi,2004,2,84.04
Tharaka-Nithi,2004,3,74.55
Tharaka-Nithi,2004,4,61.38
Tharaka-Nithi,2004,5,64.23
Tharaka-Nithi,2004,6,61.13
Tharaka-Nithi,2004,7,58.22
Tharaka-Nithi,2004,8,53.63
Tharaka-Nithi,2004,9,52.24
Tharaka-Nithi,2004,10,49.42
Tharaka-Nithi,2004,11,39.12
Tharaka-Nithi,2004,12,54.14
Tharaka-Nithi,2005,1,74.09
Tharaka-Nithi,2005,2,59.1
Tharaka-Nithi,2005,3,46.4
Tharaka-Nithi,2005,4,49.83
Tharaka-Nithi,2005,5,58.19
Tharaka-Nithi,2005,6,69.84
Tharaka-Nithi,2005,7,73.68
Tharaka-Nithi,2005,8,71.57
Tharaka-Nithi,2005,9,66.59
Tharaka-Nithi,2005,10,51.95
Tharaka-Nithi,2005,11,38.43
Tharaka-Nithi,2005,12,43.47
Tharaka-Nithi,2006,1,45.46
Tharaka-Nithi,2006,2,39.65
Tharaka-Nithi,2006,3,34.91
Tharaka-Nithi,2006,4,40.94
Tharaka-Nithi,2006,5,59.29
Tharaka-Nithi,2006,6,57.73
Tharaka-Nithi,2006,7,44.15
Tharaka-Nithi,2006,8,44.79
Tharaka-Nithi,2006,9,45.95
Tharaka-Nithi,2006,10,45
Tharaka-Nithi,2006,11,44.65
Tharaka-Nithi,2006,12,56.13
Tharaka-Nithi,2007,1,75.16
Tharaka-Nithi,2007,2,78.41
Tharaka-Nithi,2007,3,70.61
Tharaka-Nithi,2007,4,61.42
Tharaka-Nithi,2007,5,67.89
Tharaka-Nithi,2007,6,67.33
Tharaka-Nithi,2007,7,57.22
Tharaka-Nithi,2007,8,55.2
Tharaka-Nithi,2007,9,64.23
Tharaka-Nithi,2007,10,63.76
Tharaka-Nithi,2007,11,62.72
Tharaka-Nithi,2007,12,62.85
Tharaka-Nithi,2008,1,64.21
Tharaka-Nithi,2008,2,66.76
Tharaka-Nithi,2008,3,56.82
Tharaka-Nithi,2008,4,56.19
Tharaka-Nithi,2008,5,66.34
Tharaka-Nithi,2008,6,62.87
Tharaka-Nithi,2008,7,50.75
Tharaka-Nithi,2008,8,48.87
Tharaka-Nithi,2008,9,56.32
Tharaka-Nithi,2008,10,52.49
Tharaka-Nithi,2008,11,67.14
Tharaka-Nithi,2008,12,58.34
Tharaka-Nithi,2009,1,39.82
Tharaka-Nithi,2009,2,34.14
Tharaka-Nithi,2009,3,32.39
Tharaka-Nithi,2009,4,30.16
Tharaka-Nithi,2009,5,38.72
Tharaka-Nithi,2009,6,49.23
Tharaka-Nithi,2009,7,46.22
Tharaka-Nithi,2009,8,35.27
Tharaka-Nithi,2009,9,29.41
Tharaka-Nithi,2009,10,21.93
Tharaka-Nithi,2009,11,35.12
Tharaka-Nithi,2009,12,47.59
Tharaka-Nithi,2010,1,54.33
Tharaka-Nithi,2010,2,53.71
Tharaka-Nithi,2010,3,56.38
Tharaka-Nithi,2010,4,71.07
Tharaka-Nithi,2010,5,82.89
Tharaka-Nithi,2010,6,64.68
Tharaka-Nithi,2010,7,49.55
Tharaka-Nithi,2010,8,48.48
Tharaka-Nithi,2010,9,47.42
Tharaka-Nithi,2010,10,46.07
Tharaka-Nithi,2010,11,41
Tharaka-Nithi,2010,12,37.41
Tharaka-Nithi,2011,1,29.64
Tharaka-Nithi,2011,2,17.93
Tharaka-Nithi,2011,3,18.16
Tharaka-Nithi,2011,4,20.6
Tharaka-Nithi,2011,5,28.18
Tharaka-Nithi,2011,6,28.93
Tharaka-Nithi,2011,7,27.83
Tharaka-Nithi,2011,8,23.31
Tharaka-Nithi,2011,9,25.53
Tharaka-Nithi,2011,10,28.51
Tharaka-Nithi,2011,11,48.14
Tharaka-Nithi,2011,12,61.74
Tharaka-Nithi,2012,1,56.78
Tharaka-Nithi,2012,2,39.46
Tharaka-Nithi,2012,3,24.72
Tharaka-Nithi,2012,4,19.45
Tharaka-Nithi,2012,5,33.26
Tharaka-Nithi,2012,6,40.58
Tharaka-Nithi,2012,7,30.15
Tharaka-Nithi,2012,8,34.82
Tharaka-Nithi,2012,9,40.36
Tharaka-Nithi,2012,10,34.75
Tharaka-Nithi,2012,11,42.47
Tharaka-Nithi,2012,12,51.55
Tharaka-Nithi,2013,1,60.34
Tharaka-Nithi,2013,2,55.83
Tharaka-Nithi,2013,3,42.14
Tharaka-Nithi,2013,4,47.79
Tharaka-Nithi,2013,5,60.49
Tharaka-Nithi,2013,6,57.44
Tharaka-Nithi,2013,7,42.68
Tharaka-Nithi,2013,8,45.9
Tharaka-Nithi,2013,9,52.84
Tharaka-Nithi,2013,10,48.27
Tharaka-Nithi,2013,11,29.5
Tharaka-Nithi,2013,12,25.36
Tharaka-Nithi,2014,1,42.79
Tharaka-Nithi,2014,2,39.06
Tharaka-Nithi,2014,3,28.55
Tharaka-Nithi,2014,4,37.83
Tharaka-Nithi,2014,5,45.01
Tharaka-Nithi,2014,6,29.55
Tharaka-Nithi,2014,7,23.42
Tharaka-Nithi,2014,8,24.06
Tharaka-Nithi,2014,9,24.03
Tharaka-Nithi,2014,10,34.01
Tharaka-Nithi,2014,11,30.19
Tharaka-Nithi,2014,12,32.67
Tharaka-Nithi,2015,1,38.83
Tharaka-Nithi,2015,2,28.53
Tharaka-Nithi,2015,3,12.74
Tharaka-Nithi,2015,4,26.99
Tharaka-Nithi,2015,5,52.82
Tharaka-Nithi,2015,6,55.33
Tharaka-Nithi,2015,7,50.39
Tharaka-Nithi,2015,8,45.75
Tharaka-Nithi,2015,9,43.54
Tharaka-Nithi,2015,10,35.36
Tharaka-Nithi,2015,11,34.63
Tharaka-Nithi,2015,12,40
Tharaka-Nithi,2016,1,56.04
Tharaka-Nithi,2016,2,58.24
Tharaka-Nithi,2016,3,51.24
Tharaka-Nithi,2016,4,44.93
Tharaka-Nithi,2016,5,45.48
Tharaka-Nithi,2016,6,50.63
Tharaka-Nithi,2016,7,49.93
Tharaka-Nithi,2016,8,60.76
Tharaka-Nithi,2016,9,63.84
Tharaka-Nithi,2016,10,54.09
Tharaka-Nithi,2016,11,31.95
Tharaka-Nithi,2016,12,24.11
Tharaka-Nithi,2017,1,37.99
Tharaka-Nithi,2017,2,30.31
Tharaka-Nithi,2017,3,22.05
Tharaka-Nithi,2017,4,20.7
Tharaka-Nithi,2017,5,36.6
Tharaka-Nithi,2017,6,46.62
Tharaka-Nithi,2017,7,45.89
Tharaka-Nithi,2017,8,37.93
Tharaka-Nithi,2017,9,37.47
Tharaka-Nithi,2017,10,31.09
Tharaka-Nithi,2017,11,39.58
Tharaka-Nithi,2017,12,43.48
Tharaka-Nithi,2018,1,35.27
Tharaka-Nithi,2018,2,21.06
Tharaka-Nithi,2018,3,20.64
NYERI,2001,1,
NYERI,2001,2,
NYERI,2001,3,62.78
NYERI,2001,4,61.32
NYERI,2001,5,61.12
NYERI,2001,6,64.48
NYERI,2001,7,56.23
NYERI,2001,8,55.77
NYERI,2001,9,57.99
NYERI,2001,10,53.91
NYERI,2001,11,45.75
NYERI,2001,12,53.85
NYERI,2002,1,62.86
NYERI,2002,2,61.25
NYERI,2002,3,58.78
NYERI,2002,4,58.6
NYERI,2002,5,60.33
NYERI,2002,6,67.94
NYERI,2002,7,63.91
NYERI,2002,8,62.33
NYERI,2002,9,58.03
NYERI,2002,10,52.52
NYERI,2002,11,49.51
NYERI,2002,12,53.63
NYERI,2003,1,60.79
NYERI,2003,2,65.77
NYERI,2003,3,59.88
NYERI,2003,4,48.79
NYERI,2003,5,42.12
NYERI,2003,6,62.45
NYERI,2003,7,72.69
NYERI,2003,8,74.5
NYERI,2003,9,69.44
NYERI,2003,10,67.5
NYERI,2003,11,59.16
NYERI,2003,12,58.39
NYERI,2004,1,66.47
NYERI,2004,2,70.75
NYERI,2004,3,69.91
NYERI,2004,4,60.39
NYERI,2004,5,60.8
NYERI,2004,6,57.8
NYERI,2004,7,58.03
NYERI,2004,8,56.53
NYERI,2004,9,50.52
NYERI,2004,10,44.54
NYERI,2004,11,35.13
NYERI,2004,12,47.94
NYERI,2005,1,67.95
NYERI,2005,2,55.35
NYERI,2005,3,41.3
NYERI,2005,4,42.41
NYERI,2005,5,47.78
NYERI,2005,6,61.85
NYERI,2005,7,62.85
NYERI,2005,8,52.51
NYERI,2005,9,56.67
NYERI,2005,10,56.7
NYERI,2005,11,55.96
NYERI,2005,12,49.5
NYERI,2006,1,37.47
NYERI,2006,2,30.79
NYERI,2006,3,29.23
NYERI,2006,4,46.27
NYERI,2006,5,61.51
NYERI,2006,6,66.1
NYERI,2006,7,56.58
NYERI,2006,8,60.98
NYERI,2006,9,63.03
NYERI,2006,10,59.39
NYERI,2006,11,55.8
NYERI,2006,12,64.69
NYERI,2007,1,74.2
NYERI,2007,2,78.59
NYERI,2007,3,75.24
NYERI,2007,4,67.19
NYERI,2007,5,63.95
NYERI,2007,6,64.11
NYERI,2007,7,62.42
NYERI,2007,8,73.87
NYERI,2007,9,78.67
NYERI,2007,10,79.59
NYERI,2007,11,74.11
NYERI,2007,12,66.79
NYERI,2008,1,58.97
NYERI,2008,2,57.74
NYERI,2008,3,53.64
NYERI,2008,4,54.88
NYERI,2008,5,58.7
NYERI,2008,6,55.42
NYERI,2008,7,45.49
NYERI,2008,8,43.67
NYERI,2008,9,41.3
NYERI,2008,10,47.5
NYERI,2008,11,60.95
NYERI,2008,12,59.8
NYERI,2009,1,51.95
NYERI,2009,2,46.64
NYERI,2009,3,42.55
NYERI,2009,4,39.13
NYERI,2009,5,35.48
NYERI,2009,6,38.99
NYERI,2009,7,42.34
NYERI,2009,8,40.15
NYERI,2009,9,31.75
NYERI,2009,10,20.73
NYERI,2009,11,30.62
NYERI,2009,12,42.49
NYERI,2010,1,54.86
NYERI,2010,2,63.56
NYERI,2010,3,74.32
NYERI,2010,4,74.45
NYERI,2010,5,83.87
NYERI,2010,6,78.08
NYERI,2010,7,64.48
NYERI,2010,8,66.22
NYERI,2010,9,59.92
NYERI,2010,10,55.67
NYERI,2010,11,51.83
NYERI,2010,12,56.16
NYERI,2011,1,52.33
NYERI,2011,2,43.99
NYERI,2011,3,39.4
NYERI,2011,4,40.64
NYERI,2011,5,49.97
NYERI,2011,6,50.95
NYERI,2011,7,55.45
NYERI,2011,8,54.71
NYERI,2011,9,58.79
NYERI,2011,10,63.9
NYERI,2011,11,73.11
NYERI,2011,12,73.01
NYERI,2012,1,63.85
NYERI,2012,2,47.19
NYERI,2012,3,34
NYERI,2012,4,26.98
NYERI,2012,5,33.67
NYERI,2012,6,47.76
NYERI,2012,7,55.67
NYERI,2012,8,66.97
NYERI,2012,9,73.83
NYERI,2012,10,75.65
NYERI,2012,11,71.93
NYERI,2012,12,67.57
NYERI,2013,1,66.7
NYERI,2013,2,63.41
NYERI,2013,3,58.5
NYERI,2013,4,47.47
NYERI,2013,5,58.61
NYERI,2013,6,69.11
NYERI,2013,7,57.51
NYERI,2013,8,60.17
NYERI,2013,9,63.51
NYERI,2013,10,65.62
NYERI,2013,11,60.43
NYERI,2013,12,55.16
NYERI,2014,1,57.43
NYERI,2014,2,53.98
NYERI,2014,3,64.16
NYERI,2014,4,69.3
NYERI,2014,5,65.44
NYERI,2014,6,61.16
NYERI,2014,7,57.04
NYERI,2014,8,54.74
NYERI,2014,9,44.99
NYERI,2014,10,60.52
NYERI,2014,11,65.17
NYERI,2014,12,54.77
NYERI,2015,1,53.95
NYERI,2015,2,45.15
NYERI,2015,3,41.31
NYERI,2015,4,39.68
NYERI,2015,5,51.29
NYERI,2015,6,62.94
NYERI,2015,7,69.88
NYERI,2015,8,66.06
NYERI,2015,9,57.82
NYERI,2015,10,46.99
NYERI,2015,11,40.85
NYERI,2015,12,44.09
NYERI,2016,1,60.04
NYERI,2016,2,73.58
NYERI,2016,3,76.83
NYERI,2016,4,77.08
NYERI,2016,5,70.38
NYERI,2016,6,65.23
NYERI,2016,7,55.46
NYERI,2016,8,56.53
NYERI,2016,9,59.63
NYERI,2016,10,53.69
NYERI,2016,11,49.05
NYERI,2016,12,42.21
NYERI,2017,1,40.45
NYERI,2017,2,29.45
NYERI,2017,3,31.96
NYERI,2017,4,33.67
NYERI,2017,5,37.64
NYERI,2017,6,46.61
NYERI,2017,7,55.47
NYERI,2017,8,52.41
NYERI,2017,9,52.86
NYERI,2017,10,61.03
NYERI,2017,11,61.72
NYERI,2017,12,62.66
NYERI,2018,1,55.52
NYERI,2018,2,45.77
NYERI,2018,3,37.56
NAROK,2001,1,
NAROK,2001,2,
NAROK,2001,3,77.35
NAROK,2001,4,77.34
NAROK,2001,5,68.72
NAROK,2001,6,68.08
NAROK,2001,7,57.78
NAROK,2001,8,58.6
NAROK,2001,9,58.9
NAROK,2001,10,60.64
NAROK,2001,11,62.3
NAROK,2001,12,62.63
NAROK,2002,1,53.78
NAROK,2002,2,59.3
NAROK,2002,3,62.75
NAROK,2002,4,72.07
NAROK,2002,5,58.12
NAROK,2002,6,64.11
NAROK,2002,7,62.56
NAROK,2002,8,62.16
NAROK,2002,9,53.68
NAROK,2002,10,40.22
NAROK,2002,11,35.59
NAROK,2002,12,50.46
NAROK,2003,1,67.99
NAROK,2003,2,77.02
NAROK,2003,3,65.13
NAROK,2003,4,50.66
NAROK,2003,5,46.08
NAROK,2003,6,70.81
NAROK,2003,7,81.78
NAROK,2003,8,77.92
NAROK,2003,9,73.65
NAROK,2003,10,71.14
NAROK,2003,11,61.62
NAROK,2003,12,40.76
NAROK,2004,1,34.05
NAROK,2004,2,41.71
NAROK,2004,3,56.59
NAROK,2004,4,64.45
NAROK,2004,5,71.61
NAROK,2004,6,69.96
NAROK,2004,7,61.26
NAROK,2004,8,47.29
NAROK,2004,9,45.25
NAROK,2004,10,51.98
NAROK,2004,11,44.2
NAROK,2004,12,46.48
NAROK,2005,1,54.06
NAROK,2005,2,55.36
NAROK,2005,3,52.37
NAROK,2005,4,58.05
NAROK,2005,5,61.3
NAROK,2005,6,65.71
NAROK,2005,7,62.6
NAROK,2005,8,59.05
NAROK,2005,9,61.65
NAROK,2005,10,53.23
NAROK,2005,11,45.31
NAROK,2005,12,31.77
NAROK,2006,1,14.96
NAROK,2006,2,11.34
NAROK,2006,3,16.62
NAROK,2006,4,42.45
NAROK,2006,5,73.47
NAROK,2006,6,73.58
NAROK,2006,7,51.71
NAROK,2006,8,50.97
NAROK,2006,9,50.13
NAROK,2006,10,43.72
NAROK,2006,11,32
NAROK,2006,12,44.43
NAROK,2007,1,76.08
NAROK,2007,2,89.9
NAROK,2007,3,92.3
NAROK,2007,4,80.81
NAROK,2007,5,69.31
NAROK,2007,6,62.13
NAROK,2007,7,67.82
NAROK,2007,8,71.47
NAROK,2007,9,73.2
NAROK,2007,10,69
NAROK,2007,11,56.87
NAROK,2007,12,39.3
NAROK,2008,1,43.46
NAROK,2008,2,49.2
NAROK,2008,3,55.15
NAROK,2008,4,63.09
NAROK,2008,5,63.01
NAROK,2008,6,45.78
NAROK,2008,7,31.69
NAROK,2008,8,31.91
NAROK,2008,9,38.23
NAROK,2008,10,46.8
NAROK,2008,11,59.38
NAROK,2008,12,65.58
NAROK,2009,1,48.06
NAROK,2009,2,32.74
NAROK,2009,3,28.93
NAROK,2009,4,24.29
NAROK,2009,5,24
NAROK,2009,6,40.62
NAROK,2009,7,41.67
NAROK,2009,8,28.18
NAROK,2009,9,20.07
NAROK,2009,10,16.73
NAROK,2009,11,20.17
NAROK,2009,12,28.76
NAROK,2010,1,41.76
NAROK,2010,2,57.18
NAROK,2010,3,71.81
NAROK,2010,4,74.81
NAROK,2010,5,75.47
NAROK,2010,6,72.58
NAROK,2010,7,65.08
NAROK,2010,8,47.53
NAROK,2010,9,35.42
NAROK,2010,10,40.38
NAROK,2010,11,54.83
NAROK,2010,12,51.82
NAROK,2011,1,46.39
NAROK,2011,2,40.88
NAROK,2011,3,37.96
NAROK,2011,4,40.43
NAROK,2011,5,37.21
NAROK,2011,6,30.73
NAROK,2011,7,29.76
NAROK,2011,8,35.66
NAROK,2011,9,49.2
NAROK,2011,10,59.25
NAROK,2011,11,70.25
NAROK,2011,12,78.11
NAROK,2012,1,79.48
NAROK,2012,2,59.78
NAROK,2012,3,43.9
NAROK,2012,4,37.96
NAROK,2012,5,51.21
NAROK,2012,6,62.16
NAROK,2012,7,65.46
NAROK,2012,8,66.26
NAROK,2012,9,65.39
NAROK,2012,10,61.48
NAROK,2012,11,63
NAROK,2012,12,58.45
NAROK,2013,1,60.51
NAROK,2013,2,64.65
NAROK,2013,3,61.77
NAROK,2013,4,54
NAROK,2013,5,61.92
NAROK,2013,6,61.85
NAROK,2013,7,46.03
NAROK,2013,8,37.81
NAROK,2013,9,38.62
NAROK,2013,10,48.4
NAROK,2013,11,48.01
NAROK,2013,12,44.7
NAROK,2014,1,52.7
NAROK,2014,2,54.94
NAROK,2014,3,58.55
NAROK,2014,4,60.6
NAROK,2014,5,42.52
NAROK,2014,6,22.73
NAROK,2014,7,26.48
NAROK,2014,8,39.39
NAROK,2014,9,48.64
NAROK,2014,10,58.19
NAROK,2014,11,60.06
NAROK,2014,12,47.77
NAROK,2015,1,47.22
NAROK,2015,2,40.55
NAROK,2015,3,23.88
NAROK,2015,4,8.65
NAROK,2015,5,19.65
NAROK,2015,6,51.41
NAROK,2015,7,69.92
NAROK,2015,8,67.46
NAROK,2015,9,53.92
NAROK,2015,10,36.47
NAROK,2015,11,42.92
NAROK,2015,12,66.65
NAROK,2016,1,84.08
NAROK,2016,2,81.9
NAROK,2016,3,75.11
NAROK,2016,4,63.18
NAROK,2016,5,58.71
NAROK,2016,6,63.08
NAROK,2016,7,59.07
NAROK,2016,8,47.1
NAROK,2016,9,34
NAROK,2016,10,30.22
NAROK,2016,11,34.63
NAROK,2016,12,37.61
NAROK,2017,1,29.88
NAROK,2017,2,24.55
NAROK,2017,3,28.23
NAROK,2017,4,29.61
NAROK,2017,5,27.74
NAROK,2017,6,28.67
NAROK,2017,7,27.48
NAROK,2017,8,29.06
NAROK,2017,9,33.64
NAROK,2017,10,46.02
NAROK,2017,11,52.49
NAROK,2017,12,53.03
NAROK,2018,1,45.85
NAROK,2018,2,43.89
NAROK,2018,3,39.98
LAMU,2001,1,
LAMU,2001,2,
LAMU,2001,3,51.64
LAMU,2001,4,51.41
LAMU,2001,5,53.41
LAMU,2001,6,65.2
LAMU,2001,7,65.89
